listing_id,address,city,state,zip_code,latitude,longitude,property_type,beds,baths,sqft,year_built,list_price_usd,list_status,listed_at
LIST-001320,6825 Hill St,New York,NY,23891,40.615613,-73.772357,single-family,6,6,2185,1979,1105000,sold,2026-02-07
LIST-001321,9782 Lake Dr,San Francisco,CA,87617,37.827501,-122.690558,townhouse,2,2,1839,1992,1005000,sold,2024-07-19
LIST-001322,4830 Forest Pl,San Francisco,CA,97158,37.636403,-122.200512,single-family,6,5,2980,1998,1800000,sold,2025-06-25
LIST-001323,7017 Lake Ave,Chicago,IL,92709,41.719697,-87.602724,condo,0,1,924,2012,270000,active,2024-07-27
LIST-001324,6923 Jefferson Ct,San Francisco,CA,45947,37.741723,-122.277019,townhouse,3,3,1654,1976,940000,active,2025-05-11
LIST-001325,2930 Elm Blvd,Miami,FL,51343,25.718397,-80.046568,single-family,3,3,3077,1978,1090000,sold,2024-08-15
LIST-001326,4983 Jefferson Ln,San Francisco,CA,72967,37.776671,-122.39415,townhouse,4,3,2288,1956,1315000,active,2024-12-25
LIST-001327,4719 Park Way,Austin,TX,20726,30.161943,-97.828509,condo,2,3,1420,1968,325000,active,2026-02-05
LIST-001328,1123 Spring Pl,Los Angeles,CA,21980,34.09588,-118.341188,townhouse,2,2,1097,1994,415000,active,2024-09-21
LIST-001329,5273 Jefferson Way,Los Angeles,CA,82834,34.175803,-118.055833,multi-family,7,7,2632,1982,1100000,active,2025-01-25
LIST-001330,1386 Sunset Ave,San Francisco,CA,52951,37.716296,-122.214568,condo,2,3,1207,2009,670000,sold,2025-05-26
LIST-001331,2322 Valley Pl,San Francisco,CA,93706,37.562906,-122.46898,condo,2,3,1373,1939,580000,active,2025-02-09
LIST-001332,4751 Washington Dr,New York,NY,70222,40.829135,-74.208619,single-family,5,5,2460,1945,1090000,sold,2025-07-18
LIST-001333,9854 Elm Ct,San Francisco,CA,94450,37.666803,-122.428474,single-family,3,3,1483,2011,1025000,sold,2024-11-03
LIST-001334,9100 Forest Blvd,New York,NY,35729,40.551603,-74.014058,townhouse,4,4,1621,1945,785000,sold,2025-05-05
LIST-001335,8396 Lincoln Ave,Los Angeles,CA,77090,34.075698,-118.181885,single-family,4,3,1690,2018,715000,active,2026-01-21
LIST-001336,6522 Lincoln Ave,Los Angeles,CA,31310,34.123032,-118.03549,single-family,5,4,2881,1911,990000,sold,2025-02-19
LIST-001337,9608 Autumn St,New York,NY,89900,40.754337,-74.135679,single-family,6,5,2746,1955,1085000,withdrawn,2024-06-10
LIST-001338,2692 Cedar Ave,Austin,TX,99621,30.193314,-97.760685,condo,3,4,827,1902,165000,active,2026-04-24
LIST-001339,7510 Lincoln Way,Denver,CO,97817,39.596439,-105.016208,townhouse,2,1,1197,1965,370000,active,2025-12-05
LIST-001340,9714 Oak Blvd,Seattle,WA,77936,47.726861,-122.506968,condo,3,4,1412,1990,575000,sold,2024-08-07
LIST-001341,5386 Winter Ln,San Francisco,CA,20741,37.645578,-122.514511,condo,0,1,986,1981,570000,sold,2026-03-30
LIST-001342,1727 Pine Blvd,New York,NY,61277,40.657996,-73.871965,single-family,4,4,2812,1954,1240000,sold,2025-06-11
LIST-001343,5524 Lincoln St,Austin,TX,20457,30.312033,-97.541347,single-family,5,5,2225,1978,745000,sold,2025-06-23
LIST-001344,6976 Forest Dr,New York,NY,29373,40.722245,-74.048962,condo,1,1,710,1956,310000,active,2025-01-01
LIST-001345,2083 Market Ct,Los Angeles,CA,97678,34.221531,-118.115023,condo,2,2,1040,1992,435000,sold,2025-12-19
LIST-001346,5046 Birch Way,San Francisco,CA,85170,37.914991,-122.249023,single-family,6,6,2070,1901,730000,sold,2024-08-06
LIST-001347,7563 Walnut Ct,Los Angeles,CA,27777,33.952706,-118.184019,condo,2,2,1273,1991,445000,active,2024-06-17
LIST-001348,8360 Summer Ct,San Francisco,CA,38446,37.731891,-122.577225,condo,3,4,536,1996,295000,withdrawn,2024-07-01
LIST-001349,4792 Sunset Dr,Chicago,IL,58066,41.883277,-87.491691,condo,0,1,450,2025,145000,expired,2024-07-10
LIST-001350,4764 Hill Ct,San Francisco,CA,25163,37.676767,-122.311096,single-family,6,5,1648,1972,755000,pending,2026-03-13
LIST-001351,86 Park Dr,New York,NY,95217,40.618302,-74.202515,townhouse,2,1,1259,2009,565000,sold,2025-12-16
LIST-001352,5307 Mission Dr,Los Angeles,CA,70532,33.935279,-118.107308,single-family,2,1,2157,1909,520000,active,2025-10-24
LIST-001353,3516 Maple Ln,Los Angeles,CA,27743,33.912914,-118.433936,single-family,4,4,3624,1904,930000,sold,2024-05-01
LIST-001354,9496 Hill Way,San Francisco,CA,25212,37.64607,-122.332735,townhouse,4,4,1541,1933,755000,sold,2025-04-18
LIST-001355,2846 Madison Ln,Miami,FL,10471,25.568745,-80.30155,condo,0,1,722,2010,325000,sold,2025-08-30
LIST-001356,7443 Birch Pl,New York,NY,53076,40.728186,-74.217046,townhouse,3,3,2055,2009,1205000,sold,2025-12-17
LIST-001357,585 Walnut Ln,San Francisco,CA,45519,37.813176,-122.280682,condo,3,3,1942,2000,935000,pending,2026-02-06
LIST-001358,3654 Summer Dr,New York,NY,57073,40.723676,-74.233908,townhouse,4,3,1410,1926,570000,sold,2025-12-02
LIST-001359,6877 Maple Blvd,Los Angeles,CA,35297,33.933671,-118.220946,single-family,4,4,2108,1901,660000,active,2025-01-27
LIST-001360,580 Summer Way,Denver,CO,40493,39.656857,-104.840313,condo,0,1,1138,1908,265000,active,2026-03-07
LIST-001361,6092 Winter Dr,Seattle,WA,38192,47.596624,-122.210667,single-family,2,2,1914,1975,830000,active,2025-07-13
LIST-001362,7638 Maple Pl,Miami,FL,46313,25.929861,-80.118554,single-family,6,5,1424,1912,450000,withdrawn,2024-08-21
LIST-001363,3515 Elm Ct,San Francisco,CA,47960,37.769813,-122.241621,townhouse,3,3,1857,1963,1115000,sold,2024-09-22
LIST-001364,2456 Jefferson Ct,San Francisco,CA,16587,37.656294,-122.563641,single-family,4,3,2629,1967,1340000,sold,2024-10-15
LIST-001365,5914 Walnut Ct,Seattle,WA,27765,47.776988,-122.238937,townhouse,2,2,1123,1930,335000,sold,2025-11-12
LIST-001366,9235 Maple St,New York,NY,53717,40.884489,-73.991783,single-family,6,5,1516,1903,430000,sold,2024-08-15
LIST-001367,1248 Mission Ct,Miami,FL,76757,25.660032,-80.163931,single-family,2,1,2225,1926,630000,pending,2024-06-02
LIST-001368,1827 Lincoln Blvd,Denver,CO,24663,39.83505,-104.970596,condo,2,2,1217,1990,410000,sold,2026-01-06
LIST-001369,2168 Elm Way,Denver,CO,49522,39.943205,-104.868697,townhouse,3,2,1558,2025,635000,sold,2025-12-11
LIST-001370,9567 Ridge Ln,San Francisco,CA,97073,37.955348,-122.397246,single-family,3,2,2675,1996,1255000,expired,2026-04-10
LIST-001371,1302 Mission Pl,Austin,TX,27111,30.349843,-97.888628,townhouse,3,3,1765,1982,520000,pending,2024-10-22
LIST-001372,6273 Oak Blvd,Chicago,IL,80785,41.762598,-87.688074,multi-family,5,4,3690,2021,975000,sold,2025-07-28
LIST-001373,8789 Forest Ln,San Francisco,CA,47425,37.906188,-122.281216,multi-family,8,6,3508,2003,2025000,sold,2025-12-10
LIST-001374,4421 Valley Pl,Seattle,WA,11267,47.712847,-122.482884,multi-family,7,7,3035,1927,930000,expired,2026-04-06
LIST-001375,834 River Dr,Los Angeles,CA,67302,34.071658,-118.05077,condo,0,1,1159,1937,420000,sold,2024-07-06
LIST-001376,650 Madison Blvd,Seattle,WA,68857,47.450323,-122.564248,townhouse,3,3,1765,1935,575000,sold,2024-11-27
LIST-001377,2441 Maple Way,San Francisco,CA,74443,37.606844,-122.456898,single-family,5,5,2805,1921,985000,active,2025-11-29
LIST-001378,6617 Sunset Dr,New York,NY,48232,40.715061,-73.994925,single-family,2,2,3046,1902,1105000,pending,2026-01-07
LIST-001379,2504 Hill Blvd,Chicago,IL,22103,42.054282,-87.624806,single-family,6,6,2318,2002,480000,sold,2026-02-24
LIST-001380,5528 Valley Ave,Austin,TX,81011,30.1698,-97.711674,townhouse,4,3,1839,1994,585000,active,2024-05-07
LIST-001381,3600 Hill Ct,New York,NY,77508,40.512447,-74.087522,single-family,4,3,2106,2017,1205000,sold,2025-08-01
LIST-001382,6061 Spring Ln,San Francisco,CA,89184,37.810579,-122.495691,multi-family,4,4,3457,1966,2140000,pending,2025-09-27
LIST-001383,4560 Forest Ct,Los Angeles,CA,52459,33.976307,-118.289169,condo,1,1,1186,2008,570000,active,2024-10-06
LIST-001384,889 Cedar St,San Francisco,CA,67883,37.894656,-122.47562,condo,2,3,1315,2013,885000,sold,2025-04-01
LIST-001385,2455 River Blvd,Denver,CO,47877,39.667273,-105.109278,single-family,3,3,1970,1917,475000,sold,2025-08-07
LIST-001386,2627 Hill Way,San Francisco,CA,35251,37.875595,-122.528561,single-family,4,4,1780,1959,795000,withdrawn,2025-09-07
LIST-001387,5373 Lake St,New York,NY,92358,40.704573,-73.968342,single-family,2,2,1589,1970,610000,sold,2024-06-23
LIST-001388,1406 Birch Dr,Los Angeles,CA,63529,33.8845,-118.091893,townhouse,2,1,1585,1977,540000,active,2025-03-28
LIST-001389,4343 Jefferson Way,Denver,CO,26396,39.889036,-104.953605,condo,1,2,1420,2018,490000,active,2024-07-09
LIST-001390,2374 Sunset Ct,San Francisco,CA,95864,37.59753,-122.322672,single-family,4,3,1659,1948,900000,expired,2024-12-24
LIST-001391,5074 Sunrise Blvd,New York,NY,36864,40.648745,-73.745054,condo,0,1,1287,1946,550000,sold,2025-08-30
LIST-001392,7527 Market Blvd,Los Angeles,CA,99048,34.181434,-118.282599,single-family,5,5,2331,1920,905000,sold,2025-12-04
LIST-001393,7250 Forest Pl,Seattle,WA,46183,47.382848,-122.351663,townhouse,4,3,2550,2000,990000,active,2024-08-09
LIST-001394,6773 Cedar Ln,Denver,CO,57396,39.790801,-105.25093,single-family,5,5,1547,1984,380000,active,2024-10-09
LIST-001395,1819 Birch Ave,Denver,CO,59598,39.689562,-104.797167,single-family,3,2,2820,1939,555000,sold,2026-03-14
LIST-001396,4647 Mission Ave,Los Angeles,CA,96497,34.151826,-118.424331,condo,2,3,686,1932,240000,active,2025-03-07
LIST-001397,9623 Autumn Ln,Miami,FL,39536,25.744005,-80.268841,single-family,3,3,1443,1900,415000,sold,2024-12-25
LIST-001398,309 Lake Ave,Denver,CO,44035,39.811711,-105.245699,condo,2,2,1034,1953,275000,expired,2025-03-11
LIST-001399,6587 Oak Ln,Miami,FL,13841,25.855026,-79.965168,single-family,4,3,2431,1910,715000,active,2026-03-02
LIST-001400,967 Walnut Blvd,Chicago,IL,60469,41.683099,-87.494034,condo,1,1,1570,1912,325000,sold,2025-05-28
LIST-001401,3953 Cedar Pl,San Francisco,CA,72238,37.923649,-122.27336,single-family,6,6,3053,1904,1495000,active,2026-04-14
LIST-001402,5822 Market St,Austin,TX,30393,30.098033,-97.701426,condo,3,4,1362,1995,320000,sold,2025-02-26
LIST-001403,8695 Elm Ave,Austin,TX,54659,30.167521,-97.808292,single-family,5,4,3009,1980,685000,active,2025-04-05
LIST-001404,7676 Cedar Ct,San Francisco,CA,17371,37.572825,-122.517128,condo,3,3,599,1900,235000,sold,2025-08-09
LIST-001405,6304 Ridge Pl,San Francisco,CA,87080,37.76121,-122.463355,single-family,6,5,2443,2014,1300000,sold,2025-12-10
LIST-001406,4708 Jefferson St,Denver,CO,10914,39.76432,-104.893967,single-family,3,3,2047,1957,640000,sold,2024-07-22
LIST-001407,6485 Elm Blvd,Austin,TX,27688,30.139944,-97.578777,single-family,6,6,2967,1985,975000,active,2025-12-18
LIST-001408,7745 Maple Ct,New York,NY,44023,40.645235,-74.058776,condo,3,3,1140,1997,555000,pending,2025-04-20
LIST-001409,909 Summer Ave,Miami,FL,28617,25.646293,-80.029791,single-family,2,2,800,2019,290000,sold,2026-03-13
LIST-001410,4237 Autumn Blvd,Miami,FL,95036,25.856563,-80.403595,single-family,2,1,1295,2018,385000,active,2024-06-06
LIST-001411,1765 Summer Ct,Los Angeles,CA,11339,34.050935,-118.368819,single-family,6,6,1663,2009,675000,active,2024-05-19
LIST-001412,9022 River Ln,Chicago,IL,72425,41.957463,-87.880216,single-family,3,3,1867,1918,295000,withdrawn,2025-02-17
LIST-001413,6901 Ridge Blvd,Seattle,WA,46193,47.629994,-122.036502,townhouse,4,3,1754,1911,390000,active,2024-08-01
LIST-001414,1261 Sunset Pl,Denver,CO,24570,39.563759,-105.125632,single-family,2,1,2853,1960,675000,pending,2025-11-30
LIST-001415,9816 Sunset Blvd,Los Angeles,CA,15978,34.059201,-118.158812,single-family,6,5,1552,1933,445000,sold,2025-09-09
LIST-001416,610 Lake Ave,Los Angeles,CA,70630,34.13166,-118.105387,condo,3,3,1088,2007,595000,sold,2025-03-25
LIST-001417,1012 Walnut Ave,Seattle,WA,40130,47.616905,-122.279221,condo,3,4,924,1983,350000,expired,2025-12-06
LIST-001418,2976 River St,Denver,CO,52508,39.756182,-104.829551,single-family,3,2,2411,1937,680000,sold,2025-05-26
LIST-001419,2239 Maple Pl,San Francisco,CA,64607,37.76928,-122.30118,condo,3,3,1250,1966,755000,expired,2025-04-14
LIST-001420,2276 Lake Blvd,Chicago,IL,62545,41.915127,-87.450787,single-family,2,2,1861,2020,490000,sold,2026-04-16
LIST-001421,9698 Market Dr,Los Angeles,CA,78592,34.023565,-118.438373,townhouse,4,4,1203,1903,405000,sold,2026-04-28
LIST-001422,7780 Walnut Ct,San Francisco,CA,89165,37.810255,-122.65251,condo,2,3,1348,2000,620000,sold,2026-02-07
LIST-001423,8205 Washington Pl,Austin,TX,17572,30.164258,-97.517552,townhouse,3,2,1757,1987,530000,pending,2025-04-15
LIST-001424,6603 Summer Blvd,Denver,CO,33714,39.735335,-104.81984,single-family,2,2,1586,1930,435000,sold,2024-08-23
LIST-001425,1987 Sunrise Ave,Seattle,WA,74237,47.701387,-122.276576,single-family,3,2,2909,2006,1190000,pending,2026-03-20
LIST-001426,2889 Cedar Ct,Seattle,WA,40499,47.591325,-122.255309,condo,2,3,1407,1934,520000,sold,2025-07-04
LIST-001427,4370 Elm Ct,New York,NY,22537,40.695578,-74.019343,condo,1,2,1231,2023,840000,sold,2024-05-11
LIST-001428,1327 River Dr,Los Angeles,CA,38316,34.242584,-118.151802,single-family,2,1,2660,1959,1185000,sold,2026-04-16
LIST-001429,1863 Autumn Pl,Seattle,WA,59379,47.757856,-122.522576,condo,0,1,1161,2006,470000,active,2024-12-04
LIST-001430,5336 Ridge St,San Francisco,CA,62127,37.663399,-122.367209,multi-family,8,8,3684,1969,1705000,sold,2025-11-27
LIST-001431,1435 Elm Ave,San Francisco,CA,74652,37.756983,-122.586393,condo,2,3,709,1928,265000,sold,2025-12-10
LIST-001432,5435 Elm Pl,Miami,FL,69318,25.700498,-80.288128,single-family,6,5,1504,1907,315000,sold,2025-03-23
LIST-001433,7134 Valley St,New York,NY,76278,40.657335,-73.797514,multi-family,8,7,3076,1975,1385000,sold,2024-05-01
LIST-001434,2824 Washington St,Seattle,WA,23537,47.502601,-122.15421,single-family,2,2,3093,1905,890000,sold,2026-04-17
LIST-001435,2580 Lake Dr,San Francisco,CA,39513,37.937916,-122.561236,condo,2,2,1105,1933,520000,withdrawn,2025-07-29
LIST-001436,982 Cedar Dr,Los Angeles,CA,53435,34.142625,-118.273628,single-family,2,2,2253,1919,825000,withdrawn,2026-01-16
LIST-001437,4033 Walnut Blvd,New York,NY,37282,40.747146,-74.157634,condo,0,1,806,1970,430000,active,2025-12-30
LIST-001438,3786 Cedar Blvd,Los Angeles,CA,80564,34.149855,-118.309332,condo,1,2,1300,1968,395000,sold,2025-11-27
LIST-001439,934 Cedar Blvd,Miami,FL,88793,25.765041,-80.413857,single-family,6,6,1592,1976,510000,withdrawn,2025-08-19
LIST-001440,4404 Mission Ave,Los Angeles,CA,33888,34.103046,-118.062271,single-family,4,3,2285,1935,660000,withdrawn,2025-02-23
LIST-001441,2108 Forest Ln,Chicago,IL,40424,41.761359,-87.38913,multi-family,4,2,3740,1909,770000,active,2025-02-14
LIST-001442,7359 Autumn Dr,Seattle,WA,91370,47.659014,-122.435687,condo,3,4,1322,1913,455000,active,2024-05-20
LIST-001443,5820 Maple Way,San Francisco,CA,40182,37.867594,-122.238804,condo,2,3,1169,1921,560000,active,2025-10-19
LIST-001444,9697 Sunset Blvd,San Francisco,CA,67883,37.789049,-122.548708,single-family,2,1,2261,1930,1110000,active,2026-02-21
LIST-001445,8852 Autumn Ave,Los Angeles,CA,98526,34.174673,-118.092404,condo,2,2,1175,1969,405000,sold,2025-09-01
LIST-001446,3433 Hill Blvd,Chicago,IL,85311,42.067692,-87.679823,single-family,6,5,2318,1963,425000,sold,2025-02-21
LIST-001447,5474 Mission Way,Chicago,IL,17514,41.675724,-87.501896,single-family,6,6,2439,1969,630000,expired,2024-11-30
LIST-001448,8331 Ridge Ct,Austin,TX,32531,30.345808,-97.909789,single-family,4,3,2681,1990,870000,active,2026-01-03
LIST-001449,151 Winter Ave,Denver,CO,34060,39.772225,-105.224059,single-family,3,2,2080,1974,560000,sold,2024-09-12
LIST-001450,9659 Winter Ln,Denver,CO,82413,39.777172,-105.157081,townhouse,3,3,1537,1996,550000,active,2024-09-11
LIST-001451,6850 River Blvd,New York,NY,11762,40.865266,-73.877213,townhouse,2,2,1850,1972,905000,sold,2026-01-03
LIST-001452,1103 Sunrise Ln,Miami,FL,66401,25.861316,-80.067321,single-family,4,3,1979,2005,850000,expired,2025-02-05
LIST-001453,9707 Hill Ct,Chicago,IL,70775,41.881659,-87.588642,single-family,2,2,2128,1968,535000,active,2024-12-18
LIST-001454,6858 Oak Pl,Miami,FL,46829,25.597255,-80.091228,single-family,6,6,3117,1959,980000,active,2025-03-07
LIST-001455,6983 Market Blvd,New York,NY,21813,40.550131,-73.830548,single-family,6,5,2880,1929,1135000,active,2025-03-26
LIST-001456,1536 Forest Ln,Miami,FL,43944,25.812606,-79.994535,townhouse,2,1,1733,1914,350000,withdrawn,2025-08-23
LIST-001457,6894 Winter St,San Francisco,CA,78597,37.856715,-122.345046,single-family,4,4,2442,1922,1060000,sold,2025-02-26
LIST-001458,5583 Cedar Pl,Seattle,WA,19104,47.652857,-122.601345,condo,1,1,999,1905,320000,sold,2026-01-19
LIST-001459,1284 Winter Pl,San Francisco,CA,44944,37.812565,-122.488363,condo,1,2,1071,1921,420000,active,2024-12-25
LIST-001460,4817 Winter Way,San Francisco,CA,31693,37.669774,-122.355175,single-family,3,2,1935,1973,925000,sold,2024-05-09
LIST-001461,62 Washington Way,Austin,TX,18286,30.276826,-97.903146,single-family,6,6,1970,1925,440000,sold,2024-11-23
LIST-001462,542 Lincoln Dr,Los Angeles,CA,87328,33.904049,-118.424367,single-family,4,4,2761,1911,810000,active,2025-01-05
LIST-001463,849 River Ct,Seattle,WA,46150,47.576644,-122.41422,single-family,5,4,2059,1958,725000,withdrawn,2024-11-20
LIST-001464,3841 River Ave,San Francisco,CA,99055,37.882921,-122.625351,multi-family,6,5,2535,1932,1380000,sold,2024-08-11
LIST-001465,8480 Valley Way,Los Angeles,CA,24417,34.009907,-118.382756,single-family,6,6,2415,1960,1095000,active,2026-02-14
LIST-001466,608 Hill Dr,San Francisco,CA,14360,37.857263,-122.580762,condo,0,1,1035,1930,440000,sold,2025-03-29
LIST-001467,2232 Elm Blvd,Seattle,WA,25760,47.425881,-122.506915,single-family,2,1,1457,1927,350000,sold,2025-10-27
LIST-001468,5401 Walnut Way,Seattle,WA,94809,47.396515,-122.283593,condo,2,2,1134,1978,330000,sold,2025-05-30
LIST-001469,6560 Maple Way,Austin,TX,76022,30.461043,-97.675301,single-family,3,2,2356,1921,565000,sold,2026-03-06
LIST-001470,9201 Forest Ave,Miami,FL,69691,25.865726,-80.354708,townhouse,4,3,2278,1973,630000,sold,2025-10-22
LIST-001471,252 Sunrise Dr,Denver,CO,98626,39.715361,-105.173276,single-family,5,5,2182,1908,450000,active,2026-04-24
LIST-001472,9215 Birch Ct,New York,NY,30937,40.788458,-73.802864,townhouse,4,4,1831,1986,1115000,sold,2026-04-23
LIST-001473,6649 Lincoln Ln,Austin,TX,90051,30.294202,-97.997457,condo,1,1,458,1900,90000,sold,2024-12-26
LIST-001474,325 Cedar Ln,San Francisco,CA,93851,37.740528,-122.54128,single-family,3,3,2450,1986,1555000,expired,2024-12-21
LIST-001475,4459 Hill Ln,Los Angeles,CA,89594,34.220023,-118.271367,single-family,5,5,2603,1968,985000,active,2024-11-17
LIST-001476,6185 Mission Ln,Chicago,IL,10731,41.983231,-87.579663,single-family,2,1,2312,1992,610000,sold,2025-05-25
LIST-001477,5393 Maple Dr,Austin,TX,95727,30.164193,-97.564584,condo,0,1,966,1998,290000,sold,2024-08-19
LIST-001478,8417 Mission St,New York,NY,16281,40.861963,-73.83374,single-family,6,6,1728,1952,805000,active,2026-03-15
LIST-001479,8637 Park St,Denver,CO,48795,39.946264,-105.057746,single-family,3,2,2311,2021,730000,active,2026-03-07
LIST-001480,1243 Forest St,Austin,TX,92751,30.285988,-97.714201,single-family,6,5,2392,2021,775000,sold,2025-04-28
LIST-001481,3943 Washington Ave,Seattle,WA,27494,47.738127,-122.165333,condo,3,3,1260,1950,355000,sold,2025-06-16
LIST-001482,9756 River Blvd,Seattle,WA,38618,47.666455,-122.582979,multi-family,7,7,3996,1986,1845000,active,2024-11-26
LIST-001483,6136 Walnut Ct,Chicago,IL,28691,41.749167,-87.653802,condo,3,3,1138,1995,270000,sold,2025-09-23
LIST-001484,6646 Spring St,Chicago,IL,44899,42.037857,-87.716648,single-family,3,2,2143,1946,415000,active,2026-04-07
LIST-001485,6971 Ridge Ave,Los Angeles,CA,56512,34.061786,-118.410146,single-family,4,4,1872,1997,955000,pending,2025-01-29
LIST-001486,8366 Jefferson Blvd,Austin,TX,45648,30.317489,-97.971227,condo,2,2,1213,2024,340000,sold,2025-10-28
LIST-001487,6254 River Pl,San Francisco,CA,40254,37.584326,-122.532773,multi-family,5,3,1909,1951,910000,expired,2024-08-07
LIST-001488,2220 Summer St,Chicago,IL,97369,41.702989,-87.673042,single-family,2,2,3138,1947,720000,sold,2025-05-12
LIST-001489,3108 Lake Ct,New York,NY,86468,40.616809,-74.025597,single-family,5,5,2721,1909,1215000,withdrawn,2025-07-17
LIST-001490,9067 Summer Pl,Chicago,IL,42499,42.011182,-87.778257,condo,1,1,1121,1994,305000,expired,2025-06-30
LIST-001491,4130 Washington Dr,New York,NY,32631,40.571,-74.023408,condo,3,3,736,1901,235000,active,2025-06-12
LIST-001492,4754 Valley St,San Francisco,CA,10579,37.675682,-122.441617,single-family,6,6,2852,1919,1525000,sold,2024-05-23
LIST-001493,9250 Pine Dr,Chicago,IL,47256,41.699427,-87.578389,single-family,6,6,2592,1983,700000,sold,2026-03-08
LIST-001494,7133 Mission Way,Los Angeles,CA,87520,34.023267,-118.247352,condo,2,3,1031,1981,485000,sold,2024-05-26
LIST-001495,3813 Maple Pl,Miami,FL,40609,25.83663,-80.061119,condo,1,2,1516,1990,570000,active,2024-09-19
LIST-001496,566 Mission Way,New York,NY,81460,40.850622,-74.074824,single-family,4,3,2159,1916,975000,sold,2026-02-02
LIST-001497,7879 Birch Ln,Seattle,WA,66441,47.687908,-122.328814,single-family,4,4,2068,1978,750000,active,2025-06-13
LIST-001498,5183 River Ave,Miami,FL,96068,25.761943,-80.17129,townhouse,3,2,1678,1915,485000,pending,2024-06-26
LIST-001499,2412 Spring Way,San Francisco,CA,33506,37.616301,-122.41419,condo,0,1,1205,1953,485000,sold,2025-09-28
LIST-001500,5097 Ridge Pl,Miami,FL,34097,25.593737,-80.30025,condo,1,1,1080,1924,255000,active,2024-12-18
LIST-001501,7717 Forest Way,Los Angeles,CA,10673,34.084841,-118.452136,single-family,2,1,2099,2010,780000,active,2024-06-21
LIST-001502,9727 Lake Ave,San Francisco,CA,31818,37.951532,-122.31202,single-family,2,1,1357,1911,565000,active,2025-09-23
LIST-001503,7413 Ridge Ln,Los Angeles,CA,22509,34.189466,-118.273581,single-family,2,1,1549,1969,675000,sold,2026-01-18
LIST-001504,9641 Hill St,Austin,TX,16629,30.180924,-97.922335,single-family,2,1,2069,1906,450000,sold,2024-05-03
LIST-001505,9653 River Ct,Austin,TX,13163,30.219073,-97.60678,single-family,2,2,1261,1969,280000,active,2025-06-24
LIST-001506,354 Market Pl,Miami,FL,46529,25.747354,-80.410263,single-family,6,5,1455,2017,645000,sold,2025-10-14
LIST-001507,5622 Summer Ct,Denver,CO,36702,39.719664,-104.969747,single-family,4,4,2678,1988,770000,sold,2026-03-05
LIST-001508,7087 Sunrise St,San Francisco,CA,17002,37.794471,-122.357009,multi-family,6,5,3056,2008,1440000,withdrawn,2026-03-31
LIST-001509,4632 Hill Ave,Denver,CO,80890,39.532679,-105.093503,multi-family,4,2,4293,1991,1060000,sold,2024-07-11
LIST-001510,6552 Hill Blvd,San Francisco,CA,16166,37.932092,-122.544787,condo,3,4,1826,1942,890000,sold,2025-07-10
LIST-001511,5963 Spring Ln,Chicago,IL,72574,41.836309,-87.713743,single-family,5,5,2414,1976,705000,sold,2025-05-05
LIST-001512,1213 Washington Way,Los Angeles,CA,18326,34.237695,-118.303318,single-family,6,6,2514,2017,1230000,active,2025-04-10
LIST-001513,232 Birch Ct,Austin,TX,10363,30.116705,-97.649045,condo,3,3,1306,1931,275000,sold,2025-02-16
LIST-001514,859 River Dr,San Francisco,CA,16346,37.938701,-122.397912,single-family,6,5,2553,1900,885000,pending,2025-03-08
LIST-001515,9639 Cedar St,San Francisco,CA,11050,37.645223,-122.347144,single-family,2,2,1950,1911,875000,sold,2026-02-10
LIST-001516,5563 Elm Dr,Miami,FL,13054,25.617438,-80.296826,multi-family,4,2,1541,1930,460000,active,2024-08-14
LIST-001517,8749 Forest St,Miami,FL,16493,25.656407,-80.0689,single-family,6,5,2134,1983,845000,expired,2024-06-02
LIST-001518,728 Park Ln,San Francisco,CA,87402,37.646054,-122.191493,condo,3,3,1245,1984,640000,sold,2025-09-02
LIST-001519,5750 Madison Dr,Austin,TX,88019,30.223727,-97.492244,single-family,4,4,1791,1902,380000,active,2025-06-30
LIST-001520,8120 Oak Way,Los Angeles,CA,29583,34.009744,-118.00004,single-family,5,5,2073,2010,790000,sold,2025-02-13
LIST-001521,6917 River St,Austin,TX,93931,30.280495,-97.583112,condo,0,1,1238,1954,240000,active,2025-04-14
LIST-001522,1487 Forest Pl,San Francisco,CA,18893,37.90869,-122.425459,single-family,4,4,1664,1909,650000,active,2024-05-04
LIST-001523,4357 Oak Ct,Miami,FL,50316,25.881105,-80.145036,single-family,6,6,1835,1938,430000,active,2025-01-09
LIST-001524,1319 Winter Ct,New York,NY,85060,40.585042,-73.815705,single-family,4,3,2369,1974,895000,sold,2024-08-04
LIST-001525,9177 Sunset Ct,Seattle,WA,74867,47.545785,-122.058333,condo,1,1,982,1930,265000,pending,2025-08-15
LIST-001526,4013 Maple Ave,Denver,CO,21626,39.731942,-105.012754,single-family,3,3,2298,1995,760000,sold,2026-01-13
LIST-001527,9275 River Ln,Chicago,IL,99471,41.805509,-87.703934,single-family,3,3,2509,1988,705000,sold,2024-10-13
LIST-001528,9737 Mission Blvd,Los Angeles,CA,59291,33.962028,-118.287322,single-family,3,3,3127,2004,1315000,sold,2025-04-23
LIST-001529,4128 Spring St,Los Angeles,CA,12843,34.182305,-118.332036,condo,1,2,833,1918,210000,active,2024-09-19
LIST-001530,2456 Washington St,San Francisco,CA,89252,37.799325,-122.197751,condo,2,3,1040,1927,565000,sold,2024-06-24
LIST-001531,9993 Washington Ave,Miami,FL,67202,25.828257,-80.349161,townhouse,3,2,1623,1949,390000,withdrawn,2025-01-07
