school_id,school_name,city,state,school_type,rating_1_10,enrollment,latitude,longitude
SCH-00334,Park Elementary School,Seattle,WA,elementary,5,307,47.510759,-122.120444
SCH-00335,Oak High School,New York,NY,high,7,319,40.538086,-74.201492
SCH-00336,Madison Elementary School,San Francisco,CA,elementary,8,348,37.988937,-122.620084
SCH-00337,Sunset Elementary School,San Francisco,CA,elementary,5,837,37.582845,-122.320767
SCH-00338,Mission Middle School,Miami,FL,middle,7,215,25.618655,-80.208591
SCH-00339,Park Elementary School,Los Angeles,CA,elementary,5,544,33.9569,-118.219276
SCH-00340,Jefferson Middle School,Los Angeles,CA,middle,7,609,34.307348,-118.259003
SCH-00341,Valley Middle School,Los Angeles,CA,middle,8,407,34.090821,-118.384939
SCH-00342,Elm Middle School,New York,NY,middle,6,529,40.804577,-74.222081
SCH-00343,Pine Charter School,New York,NY,charter,7,664,40.482403,-74.048545
SCH-00344,Mission Middle School,San Francisco,CA,middle,7,579,37.590349,-122.512069
SCH-00345,Summer High School,New York,NY,high,8,320,40.763517,-74.341391
SCH-00346,Birch High School,Seattle,WA,high,9,288,47.711851,-122.630826
SCH-00347,Oak K-12 School,Los Angeles,CA,K-12,6,1030,34.091543,-118.044658
SCH-00348,Elm High School,Los Angeles,CA,high,7,95,34.206401,-118.090224
SCH-00349,Madison Middle School,Seattle,WA,middle,8,631,47.839706,-122.312382
SCH-00350,Autumn High School,San Francisco,CA,high,7,263,37.91334,-122.20172
SCH-00351,River Elementary School,Chicago,IL,elementary,6,662,41.741341,-87.572104
SCH-00352,Hill Middle School,New York,NY,middle,3,563,40.666983,-73.731606
SCH-00353,Valley Elementary School,Chicago,IL,elementary,9,512,42.008016,-87.821771
SCH-00354,Maple Middle School,Miami,FL,middle,6,339,25.785523,-80.21162
SCH-00355,Lincoln Middle School,Seattle,WA,middle,7,129,47.38616,-122.543461
SCH-00356,Madison Elementary School,San Francisco,CA,elementary,5,996,37.756731,-122.513762
SCH-00357,Cedar Elementary School,Seattle,WA,elementary,5,815,47.572854,-122.227579
SCH-00358,Birch High School,Los Angeles,CA,high,6,383,33.970521,-118.130958
SCH-00359,Valley High School,San Francisco,CA,high,9,888,37.95499,-122.271919
SCH-00360,Winter Middle School,Chicago,IL,middle,6,890,41.995019,-87.545399
SCH-00361,Summer Elementary School,Miami,FL,elementary,6,644,25.940768,-79.978375
SCH-00362,Mission High School,Denver,CO,high,7,347,39.723069,-104.665697
SCH-00363,Winter Elementary School,New York,NY,elementary,8,575,40.521393,-74.13295
SCH-00364,River Middle School,New York,NY,middle,5,904,40.939288,-74.180145
SCH-00365,Lincoln Elementary School,Miami,FL,elementary,3,709,25.832192,-80.391645
SCH-00366,Spring Middle School,San Francisco,CA,middle,9,459,37.926219,-122.529186
SCH-00367,Maple Elementary School,New York,NY,elementary,5,568,40.589565,-74.228067
SCH-00368,Winter Charter School,San Francisco,CA,charter,7,508,37.569039,-122.621667
SCH-00369,Mission Middle School,Seattle,WA,middle,6,1151,47.644131,-121.989796
SCH-00370,Walnut High School,Austin,TX,high,6,846,30.429072,-97.509596
SCH-00371,Valley Elementary School,Denver,CO,elementary,6,360,39.696528,-104.73179
SCH-00372,Winter Elementary School,Chicago,IL,elementary,9,507,41.720239,-87.842448
SCH-00373,Market High School,San Francisco,CA,high,9,673,37.646547,-122.172528
SCH-00374,Lincoln Elementary School,Chicago,IL,elementary,8,847,41.818642,-87.284843
SCH-00375,Elm Middle School,San Francisco,CA,middle,8,505,37.705762,-122.520706
SCH-00376,Sunrise Charter School,Chicago,IL,charter,6,272,41.956032,-87.3764
SCH-00377,Hill Charter School,Denver,CO,charter,7,508,39.738872,-104.851613
SCH-00378,Park K-12 School,Los Angeles,CA,K-12,9,913,33.78537,-118.282344
SCH-00379,Lake Elementary School,Miami,FL,elementary,6,402,25.702785,-80.067489
SCH-00380,Birch Middle School,Denver,CO,middle,6,741,39.883074,-105.054135
SCH-00381,Oak Elementary School,Miami,FL,elementary,9,918,25.558596,-80.197547
SCH-00382,Forest Elementary School,Austin,TX,elementary,7,957,30.115658,-97.654392
SCH-00383,Mission High School,Los Angeles,CA,high,8,464,34.01,-118.504839
SCH-00384,Cedar Elementary School,Los Angeles,CA,elementary,7,745,34.181329,-118.351612
SCH-00385,Mission Charter School,New York,NY,charter,8,336,40.623379,-73.786747
SCH-00386,River Middle School,San Francisco,CA,middle,7,126,37.894304,-122.689893
SCH-00387,Forest Middle School,Seattle,WA,middle,7,812,47.76747,-122.254301
SCH-00388,Forest High School,Los Angeles,CA,high,8,384,33.968693,-118.158121
SCH-00389,Summer Middle School,Los Angeles,CA,middle,8,629,34.286964,-118.129833
SCH-00390,Madison High School,San Francisco,CA,high,9,266,37.799236,-122.714757
SCH-00391,Lincoln High School,San Francisco,CA,high,7,577,37.704754,-122.5635
SCH-00392,Sunrise High School,New York,NY,high,9,1029,40.706202,-73.745586
SCH-00393,Summer K-12 School,San Francisco,CA,K-12,9,916,37.974232,-122.395409
SCH-00394,Elm Elementary School,Los Angeles,CA,elementary,8,350,34.296346,-118.166079
SCH-00395,Summer Elementary School,Los Angeles,CA,elementary,6,563,34.110014,-118.200817
SCH-00396,Lake Elementary School,Los Angeles,CA,elementary,9,874,34.248059,-118.446621
SCH-00397,Forest Middle School,Miami,FL,middle,6,616,25.58153,-80.016436
SCH-00398,Ridge Elementary School,Austin,TX,elementary,5,966,30.444067,-97.97364
SCH-00399,Elm Elementary School,Los Angeles,CA,elementary,6,605,34.314036,-118.274418
SCH-00400,Lincoln Elementary School,Los Angeles,CA,elementary,7,459,34.212005,-118.002116
SCH-00401,Elm Elementary School,New York,NY,elementary,4,531,40.799144,-74.025864
SCH-00402,Forest Charter School,Los Angeles,CA,charter,8,284,33.971072,-118.010514
SCH-00403,Spring Elementary School,New York,NY,elementary,9,664,40.696741,-74.301696
SCH-00404,Mission Elementary School,Miami,FL,elementary,6,446,25.950057,-80.302855
SCH-00405,Lake High School,Miami,FL,high,10,610,25.989675,-80.048081
SCH-00406,Elm Elementary School,San Francisco,CA,elementary,8,573,37.78632,-122.483649
SCH-00407,Sunrise Elementary School,Los Angeles,CA,elementary,7,438,34.30999,-118.184447
SCH-00408,Valley High School,Denver,CO,high,8,767,39.654672,-104.829532
SCH-00409,Washington Middle School,Seattle,WA,middle,5,440,47.582294,-122.554775
SCH-00410,Sunset High School,Denver,CO,high,6,801,39.81024,-105.136642
SCH-00411,Walnut Elementary School,Seattle,WA,elementary,8,359,47.672674,-122.505179
SCH-00412,Autumn Elementary School,Miami,FL,elementary,8,461,25.719048,-79.986804
SCH-00413,Autumn Charter School,Los Angeles,CA,charter,10,327,34.233595,-118.375568
SCH-00414,Valley Middle School,Los Angeles,CA,middle,7,462,34.046989,-117.991655
SCH-00415,Summer Elementary School,Miami,FL,elementary,7,225,25.592766,-80.247909
SCH-00416,Summer Middle School,Austin,TX,middle,9,320,30.158637,-97.628018
SCH-00417,Lake High School,Miami,FL,high,4,474,25.742308,-80.350733
SCH-00418,Washington High School,Los Angeles,CA,high,4,1048,34.064401,-118.188841
SCH-00419,Sunrise Middle School,Los Angeles,CA,middle,7,375,33.815274,-118.268907
SCH-00420,Jefferson Middle School,Los Angeles,CA,middle,8,307,34.059117,-118.526442
SCH-00421,Ridge Elementary School,Miami,FL,elementary,6,626,25.537685,-80.340513
SCH-00422,Hill High School,San Francisco,CA,high,8,926,37.989916,-122.223305
SCH-00423,Sunset Elementary School,New York,NY,elementary,5,545,40.674987,-73.674593
SCH-00424,Park K-12 School,New York,NY,K-12,7,497,40.844973,-74.262696
SCH-00425,Spring Charter School,Chicago,IL,charter,3,275,41.674085,-87.423652
SCH-00426,Lincoln Elementary School,Los Angeles,CA,elementary,8,510,34.072413,-118.14454
SCH-00427,Winter Elementary School,Los Angeles,CA,elementary,8,422,34.213996,-118.312106
SCH-00428,River Middle School,Los Angeles,CA,middle,9,406,33.902335,-118.376906
SCH-00429,Spring Elementary School,San Francisco,CA,elementary,5,837,37.911003,-122.566107
SCH-00430,Forest Charter School,Chicago,IL,charter,9,945,41.935854,-87.816815
SCH-00431,Forest Middle School,Chicago,IL,middle,7,833,41.872878,-87.579568
SCH-00432,Winter High School,Seattle,WA,high,8,913,47.519698,-122.250263
SCH-00433,Mission Elementary School,San Francisco,CA,elementary,9,381,37.69681,-122.387987
SCH-00434,Cedar Elementary School,Denver,CO,elementary,5,468,39.529719,-105.152241
SCH-00435,Lincoln Elementary School,San Francisco,CA,elementary,7,549,37.820081,-122.400345
SCH-00436,Cedar Elementary School,Seattle,WA,elementary,5,512,47.46235,-122.153152
SCH-00437,Birch High School,Chicago,IL,high,9,543,41.92301,-87.288105
SCH-00438,Mission Middle School,Seattle,WA,middle,6,441,47.472179,-121.986525
SCH-00439,Valley High School,Miami,FL,high,7,117,25.852588,-80.426014
SCH-00440,Sunrise Elementary School,Chicago,IL,elementary,9,283,41.833389,-87.325327
SCH-00441,Lake Elementary School,San Francisco,CA,elementary,7,967,37.644911,-122.203405
SCH-00442,Park High School,Austin,TX,high,8,403,30.172206,-97.749022
SCH-00443,Mission Middle School,Seattle,WA,middle,10,855,47.474544,-122.12402
SCH-00444,Sunset Middle School,Los Angeles,CA,middle,7,475,34.286178,-118.191002
SCH-00445,Maple Elementary School,Austin,TX,elementary,7,470,30.366624,-97.873162
SCH-00446,Forest High School,Los Angeles,CA,high,7,342,33.999944,-118.246875
SCH-00447,Spring Charter School,New York,NY,charter,9,495,40.87166,-73.777579
SCH-00448,Pine Elementary School,New York,NY,elementary,8,269,40.682697,-74.09357
SCH-00449,Lake Charter School,New York,NY,charter,7,439,40.658965,-73.686826
SCH-00450,Maple K-12 School,Miami,FL,K-12,5,136,25.590224,-80.250526
SCH-00451,Hill High School,Los Angeles,CA,high,8,461,33.861173,-118.237544
SCH-00452,Market Middle School,New York,NY,middle,6,593,40.546959,-73.880604
SCH-00453,Sunrise High School,Denver,CO,high,8,832,39.522827,-105.105775
SCH-00454,Lake Middle School,Austin,TX,middle,6,936,30.230325,-97.788639
SCH-00455,Madison Elementary School,Denver,CO,elementary,7,587,39.762708,-104.708034
SCH-00456,Hill Elementary School,San Francisco,CA,elementary,8,241,37.725213,-122.551118
SCH-00457,Birch Elementary School,Austin,TX,elementary,7,352,30.479361,-97.844815
SCH-00458,Forest High School,Chicago,IL,high,7,659,41.864713,-87.769786
SCH-00459,Market High School,Seattle,WA,high,8,661,47.675154,-122.652571
SCH-00460,Winter High School,Miami,FL,high,7,446,25.605592,-80.30827
SCH-00461,Valley Elementary School,Chicago,IL,elementary,7,920,41.938496,-87.571974
SCH-00462,Birch Elementary School,New York,NY,elementary,9,559,40.72802,-74.308286
SCH-00463,Lincoln Elementary School,Seattle,WA,elementary,7,381,47.631356,-122.460411
SCH-00464,Pine Charter School,Chicago,IL,charter,9,370,41.779232,-87.4583
SCH-00465,Madison Elementary School,Miami,FL,elementary,6,308,25.708667,-80.427877
SCH-00466,Park Elementary School,Chicago,IL,elementary,6,611,41.788986,-87.505269
SCH-00467,Park High School,Denver,CO,high,10,967,39.596279,-104.858925
SCH-00468,Mission Elementary School,Chicago,IL,elementary,8,765,41.87317,-87.596248
SCH-00469,Valley Elementary School,San Francisco,CA,elementary,6,542,37.72592,-122.377744
SCH-00470,Walnut High School,Austin,TX,high,7,211,30.184767,-97.826903
SCH-00471,Forest Middle School,New York,NY,middle,5,601,40.705915,-74.227693
SCH-00472,Ridge K-12 School,Austin,TX,K-12,8,660,30.430226,-97.795662
SCH-00473,Mission High School,Miami,FL,high,7,672,25.667517,-80.246299
SCH-00474,Birch High School,Los Angeles,CA,high,5,633,34.134906,-118.302266
SCH-00475,Lake High School,San Francisco,CA,high,8,443,37.682721,-122.44767
SCH-00476,Lake Middle School,Chicago,IL,middle,10,299,41.977341,-87.330067
SCH-00477,Ridge Elementary School,Miami,FL,elementary,9,565,25.992671,-80.277953
SCH-00478,River High School,San Francisco,CA,high,4,428,37.747325,-122.103935
SCH-00479,Cedar High School,San Francisco,CA,high,8,328,37.882725,-122.14085
SCH-00480,Cedar Middle School,Denver,CO,middle,7,651,39.830397,-104.7844
SCH-00481,Valley Elementary School,Seattle,WA,elementary,7,438,47.508475,-122.260447
SCH-00482,Jefferson Elementary School,Miami,FL,elementary,7,700,25.644516,-80.132968
SCH-00483,Forest Charter School,Denver,CO,charter,8,587,39.666918,-105.225143
SCH-00484,Maple High School,San Francisco,CA,high,7,319,37.810581,-122.558714
SCH-00485,Lake High School,Miami,FL,high,6,855,25.601109,-80.116714
SCH-00486,Walnut Charter School,Los Angeles,CA,charter,10,440,33.859655,-118.370171
SCH-00487,Summer Elementary School,Denver,CO,elementary,8,778,39.707552,-105.102488
SCH-00488,Walnut Elementary School,Austin,TX,elementary,6,839,30.441909,-97.554126
SCH-00489,Hill Middle School,Denver,CO,middle,6,157,39.75694,-105.24111
SCH-00490,Summer Charter School,Denver,CO,charter,8,427,39.775145,-104.755434
SCH-00491,Winter High School,Seattle,WA,high,7,751,47.794513,-122.061053
SCH-00492,Summer Middle School,New York,NY,middle,8,321,40.700335,-74.331962
SCH-00493,Jefferson Middle School,Austin,TX,middle,7,78,30.200312,-98.027879
SCH-00494,Forest Elementary School,Seattle,WA,elementary,8,583,47.498478,-122.355537
SCH-00495,Lake Middle School,Seattle,WA,middle,7,445,47.572758,-121.999525
SCH-00496,Madison Elementary School,Seattle,WA,elementary,8,445,47.740062,-121.99967
SCH-00497,Mission Elementary School,Seattle,WA,elementary,4,184,47.503574,-122.369628
SCH-00498,Madison Elementary School,San Francisco,CA,elementary,9,598,37.731873,-122.742136
SCH-00499,Birch Elementary School,San Francisco,CA,elementary,5,1003,37.748322,-122.141061
SCH-00500,Hill Elementary School,Los Angeles,CA,elementary,6,518,34.077565,-118.283702
SCH-00501,Mission Middle School,San Francisco,CA,middle,7,546,37.698431,-122.641134
SCH-00502,Winter High School,Los Angeles,CA,high,6,899,33.86038,-118.282374
SCH-00503,Sunrise Elementary School,New York,NY,elementary,6,178,40.622204,-73.783569
SCH-00504,Ridge Elementary School,Chicago,IL,elementary,7,483,41.816137,-87.763428
SCH-00505,Washington Middle School,Seattle,WA,middle,9,131,47.572669,-122.416259
SCH-00506,Hill Elementary School,New York,NY,elementary,6,581,40.958928,-73.892692
SCH-00507,Park Elementary School,Los Angeles,CA,elementary,5,1333,34.203363,-118.103556
SCH-00508,Valley Elementary School,Los Angeles,CA,elementary,5,480,34.053228,-118.280276
SCH-00509,Lincoln Charter School,San Francisco,CA,charter,5,476,37.751564,-122.145961
SCH-00510,Washington Elementary School,Los Angeles,CA,elementary,7,756,34.227444,-118.444874
SCH-00511,Hill Elementary School,Los Angeles,CA,elementary,6,663,34.004568,-118.11304
SCH-00512,Park K-12 School,Austin,TX,K-12,7,646,30.116256,-97.765048
SCH-00513,Jefferson Elementary School,Los Angeles,CA,elementary,7,536,34.229925,-118.470063
SCH-00514,Jefferson Elementary School,Chicago,IL,elementary,7,262,41.811205,-87.766044
SCH-00515,Ridge Elementary School,Chicago,IL,elementary,10,452,41.713515,-87.689862
SCH-00516,Jefferson Middle School,Los Angeles,CA,middle,6,792,34.11269,-118.044368
SCH-00517,Madison Elementary School,Seattle,WA,elementary,8,701,47.767127,-122.609247
SCH-00518,Jefferson Elementary School,San Francisco,CA,elementary,6,639,37.888805,-122.60052
SCH-00519,Ridge Elementary School,Austin,TX,elementary,6,679,30.443466,-97.554205
SCH-00520,Walnut High School,Austin,TX,high,8,476,30.349946,-97.545409
SCH-00521,Cedar Middle School,San Francisco,CA,middle,7,1086,38.027556,-122.41726
SCH-00522,Washington High School,Chicago,IL,high,8,454,41.841243,-87.68858
SCH-00523,Maple Elementary School,San Francisco,CA,elementary,6,399,37.828135,-122.434059
SCH-00524,Jefferson Middle School,Los Angeles,CA,middle,7,151,33.886492,-118.12431
SCH-00525,Oak Elementary School,Chicago,IL,elementary,6,920,41.882378,-87.913213
SCH-00526,Pine K-12 School,Miami,FL,K-12,6,452,25.886196,-80.027364
SCH-00527,Cedar Elementary School,Austin,TX,elementary,6,782,30.330351,-97.849596
SCH-00528,Forest Elementary School,San Francisco,CA,elementary,8,360,37.819587,-122.472818
SCH-00529,Mission Elementary School,Los Angeles,CA,elementary,9,547,34.289979,-118.33313
SCH-00530,Washington K-12 School,San Francisco,CA,K-12,6,464,37.615258,-122.473518
SCH-00531,Lake K-12 School,Denver,CO,K-12,7,601,39.81584,-105.062278
SCH-00532,Valley Elementary School,San Francisco,CA,elementary,10,833,37.82846,-122.199621
SCH-00533,Lake High School,Miami,FL,high,8,60,25.817875,-79.94711
SCH-00534,Mission Elementary School,Los Angeles,CA,elementary,7,580,34.042882,-118.413833
SCH-00535,Valley High School,Los Angeles,CA,high,5,538,33.851546,-118.33389
SCH-00536,Ridge High School,Seattle,WA,high,8,824,47.627732,-122.278419
SCH-00537,Hill Charter School,San Francisco,CA,charter,8,374,37.697119,-122.376943
SCH-00538,Winter Elementary School,Los Angeles,CA,elementary,7,719,34.061714,-118.561542
SCH-00539,Hill Elementary School,Miami,FL,elementary,8,669,25.52204,-80.234647
SCH-00540,Hill High School,New York,NY,high,8,844,40.79434,-73.872992
SCH-00541,Walnut Middle School,New York,NY,middle,7,410,40.737472,-73.997071
SCH-00542,Market Elementary School,Miami,FL,elementary,8,521,25.708938,-80.442193
SCH-00543,Winter Elementary School,San Francisco,CA,elementary,5,523,37.514168,-122.366723
SCH-00544,Washington Charter School,Seattle,WA,charter,6,494,47.784038,-122.54685
SCH-00545,Madison Middle School,Los Angeles,CA,middle,5,297,34.147731,-118.070884
SCH-00546,Sunrise Elementary School,Denver,CO,elementary,6,534,39.637948,-105.149637
SCH-00547,Maple Elementary School,Seattle,WA,elementary,8,307,47.610736,-122.097288
SCH-00548,Winter Middle School,Los Angeles,CA,middle,6,997,33.960362,-118.21938
SCH-00549,Park Elementary School,New York,NY,elementary,9,500,40.765679,-74.309119
SCH-00550,Ridge Middle School,Miami,FL,middle,10,444,25.832117,-80.337619
SCH-00551,Lincoln Elementary School,Los Angeles,CA,elementary,8,359,33.939969,-118.124261
SCH-00552,Market Elementary School,Los Angeles,CA,elementary,9,739,34.230674,-118.114666
SCH-00553,Madison Middle School,Miami,FL,middle,9,494,25.716591,-80.016877
SCH-00554,Madison K-12 School,San Francisco,CA,K-12,6,1081,37.973094,-122.443647
SCH-00555,Sunrise Charter School,Los Angeles,CA,charter,10,427,34.149804,-118.025806
SCH-00556,Hill High School,San Francisco,CA,high,8,476,37.70016,-122.349574
SCH-00557,Autumn Middle School,Austin,TX,middle,8,415,30.235851,-97.488011
SCH-00558,Walnut Middle School,Los Angeles,CA,middle,5,832,34.008936,-118.329402
SCH-00559,Valley Elementary School,San Francisco,CA,elementary,7,843,37.9098,-122.338758
SCH-00560,Summer Elementary School,Austin,TX,elementary,8,429,30.080098,-97.849441
SCH-00561,Sunrise Elementary School,New York,NY,elementary,9,716,40.448975,-74.015552
SCH-00562,Pine High School,Chicago,IL,high,5,509,41.844533,-87.513359
SCH-00563,Cedar Elementary School,Seattle,WA,elementary,9,399,47.587966,-122.150459
SCH-00564,Jefferson Elementary School,Los Angeles,CA,elementary,8,1072,34.068152,-118.39148
SCH-00565,Sunrise Charter School,Los Angeles,CA,charter,9,630,33.86343,-118.370842
SCH-00566,Sunrise Elementary School,Los Angeles,CA,elementary,6,790,33.977113,-118.100958
SCH-00567,Winter Elementary School,New York,NY,elementary,9,713,40.71632,-74.224071
SCH-00568,Mission High School,New York,NY,high,6,748,40.875087,-74.165722
SCH-00569,Winter High School,San Francisco,CA,high,5,620,37.803027,-122.641408
SCH-00570,Ridge Elementary School,Austin,TX,elementary,7,265,30.050317,-97.901782
SCH-00571,Hill Elementary School,Seattle,WA,elementary,7,717,47.734886,-122.005498
SCH-00572,Autumn Elementary School,San Francisco,CA,elementary,8,60,37.806183,-122.650075
SCH-00573,Mission Elementary School,Los Angeles,CA,elementary,8,535,34.172572,-118.126537
SCH-00574,Birch High School,San Francisco,CA,high,9,397,37.816946,-122.514253
SCH-00575,Mission Middle School,Chicago,IL,middle,5,491,41.652197,-87.486841
SCH-00576,Oak Middle School,Denver,CO,middle,8,454,39.958619,-104.83001
SCH-00577,Market High School,Miami,FL,high,7,360,25.683954,-80.10689
SCH-00578,Forest Elementary School,Miami,FL,elementary,7,606,25.855971,-80.378139
SCH-00579,Sunset Elementary School,Los Angeles,CA,elementary,7,506,34.006874,-117.990405
SCH-00580,Cedar Middle School,Miami,FL,middle,9,769,25.953957,-80.287792
SCH-00581,Winter Elementary School,New York,NY,elementary,6,556,40.598355,-73.874194
SCH-00582,Pine Middle School,Austin,TX,middle,7,733,30.346804,-97.762512
SCH-00583,Summer Elementary School,New York,NY,elementary,7,111,40.8872,-73.872656
SCH-00584,Washington Elementary School,Chicago,IL,elementary,5,587,42.102703,-87.65959
SCH-00585,River Elementary School,Austin,TX,elementary,9,279,30.345659,-97.554518
SCH-00586,Pine Middle School,Los Angeles,CA,middle,8,246,33.949964,-118.031024
SCH-00587,Summer High School,Los Angeles,CA,high,5,212,34.272635,-118.266503
SCH-00588,Winter Elementary School,Los Angeles,CA,elementary,8,692,33.9283,-118.322444
SCH-00589,Walnut K-12 School,Chicago,IL,K-12,9,644,42.021158,-87.701643
SCH-00590,Elm Middle School,New York,NY,middle,4,274,40.541985,-73.836282
SCH-00591,Washington Middle School,Miami,FL,middle,4,341,25.596598,-79.978129
SCH-00592,Walnut Elementary School,Denver,CO,elementary,6,134,39.54,-104.894873
SCH-00593,Spring Middle School,Miami,FL,middle,6,341,25.687946,-79.95395
SCH-00594,Walnut Elementary School,Denver,CO,elementary,9,639,39.598756,-104.778474
SCH-00595,River Elementary School,Chicago,IL,elementary,9,890,42.066893,-87.783409
SCH-00596,Pine Middle School,San Francisco,CA,middle,7,512,37.638349,-122.638543
SCH-00597,Winter Charter School,Los Angeles,CA,charter,8,541,34.085975,-118.477302
SCH-00598,Spring Elementary School,New York,NY,elementary,8,639,40.452204,-74.058534
SCH-00599,Cedar Elementary School,San Francisco,CA,elementary,9,1241,37.715479,-122.416013
SCH-00600,Autumn Middle School,San Francisco,CA,middle,7,560,37.864485,-122.232842
SCH-00601,Jefferson Charter School,Austin,TX,charter,6,719,30.259766,-97.962521
SCH-00602,Elm Elementary School,San Francisco,CA,elementary,6,615,37.565991,-122.339434
SCH-00603,Washington Elementary School,San Francisco,CA,elementary,10,531,37.539031,-122.55982
SCH-00604,Spring Charter School,Chicago,IL,charter,7,88,41.862884,-87.515822
SCH-00605,Lake Elementary School,San Francisco,CA,elementary,8,405,37.696805,-122.283858
SCH-00606,Pine Charter School,Los Angeles,CA,charter,5,237,33.958491,-118.153933
SCH-00607,Mission Elementary School,Chicago,IL,elementary,7,363,41.872651,-87.809741
SCH-00608,Sunset High School,Los Angeles,CA,high,8,1041,34.093139,-118.153598
SCH-00609,Oak Elementary School,Denver,CO,elementary,6,382,39.697947,-104.82019
SCH-00610,Park High School,Denver,CO,high,9,736,39.911028,-104.934925
SCH-00611,Pine High School,Miami,FL,high,9,527,25.505402,-80.198774
SCH-00612,Maple Middle School,Los Angeles,CA,middle,6,536,33.998993,-118.048829
SCH-00613,Sunset Middle School,Seattle,WA,middle,6,978,47.501921,-122.539486
SCH-00614,Market Middle School,Los Angeles,CA,middle,6,648,34.093643,-118.544822
SCH-00615,Walnut High School,Miami,FL,high,8,483,25.564948,-80.339365
SCH-00616,Autumn Middle School,Los Angeles,CA,middle,5,615,34.11101,-118.164897
SCH-00617,Pine K-12 School,Austin,TX,K-12,7,442,30.36867,-97.803581
SCH-00618,Pine High School,Seattle,WA,high,6,910,47.5009,-122.128271
SCH-00619,Spring Middle School,Chicago,IL,middle,6,796,41.870492,-87.852478
SCH-00620,Elm Middle School,Denver,CO,middle,6,742,39.694432,-104.770237
SCH-00621,Maple Elementary School,Los Angeles,CA,elementary,5,694,33.976849,-118.537162
SCH-00622,Autumn Elementary School,Los Angeles,CA,elementary,6,274,34.112358,-118.295655
SCH-00623,Washington Elementary School,New York,NY,elementary,10,220,40.684868,-73.803753
SCH-00624,Oak High School,Los Angeles,CA,high,7,475,34.26333,-118.231083
SCH-00625,Pine Elementary School,Chicago,IL,elementary,8,725,41.700902,-87.483104
SCH-00626,Lake Elementary School,Los Angeles,CA,elementary,7,274,33.928695,-118.081292
SCH-00627,Maple Elementary School,Chicago,IL,elementary,6,1008,41.75192,-87.547177
SCH-00628,Summer Elementary School,Miami,FL,elementary,7,650,25.808533,-80.071491
SCH-00629,Lake High School,San Francisco,CA,high,6,305,37.905188,-122.180293
SCH-00630,Ridge Charter School,Los Angeles,CA,charter,6,688,34.011614,-118.129014
SCH-00631,Forest Elementary School,Denver,CO,elementary,7,748,39.546324,-104.896414
SCH-00632,Jefferson Middle School,Denver,CO,middle,7,845,39.838919,-104.669518
SCH-00633,Summer High School,Denver,CO,high,9,182,39.866792,-105.108308
SCH-00634,Oak Elementary School,Miami,FL,elementary,5,780,25.803259,-80.353361
SCH-00635,River Elementary School,New York,NY,elementary,5,724,40.585177,-74.204337
SCH-00636,Lake Charter School,Miami,FL,charter,9,236,25.672576,-80.008761
SCH-00637,Washington Middle School,Chicago,IL,middle,8,771,41.854746,-87.364091
SCH-00638,Sunset Middle School,Miami,FL,middle,5,516,25.647891,-79.92638
SCH-00639,Park K-12 School,Seattle,WA,K-12,5,926,47.491833,-122.161199
SCH-00640,Madison Middle School,San Francisco,CA,middle,8,794,37.782008,-122.662863
SCH-00641,Winter Elementary School,Los Angeles,CA,elementary,8,628,33.873035,-118.118056
SCH-00642,Maple K-12 School,Denver,CO,K-12,6,364,39.557456,-105.140584
SCH-00643,Valley Elementary School,Chicago,IL,elementary,5,592,41.918828,-87.904764
SCH-00644,Market Middle School,Los Angeles,CA,middle,8,512,34.128467,-118.047972
SCH-00645,Sunset Middle School,Chicago,IL,middle,9,637,41.997493,-87.843007
SCH-00646,Elm Elementary School,Denver,CO,elementary,7,471,39.866199,-104.934672
SCH-00647,Madison Middle School,San Francisco,CA,middle,7,595,37.979539,-122.620123
SCH-00648,Jefferson High School,Seattle,WA,high,8,630,47.725384,-122.225624
SCH-00649,Madison Middle School,Austin,TX,middle,7,655,30.195961,-97.542616
SCH-00650,Autumn Elementary School,Los Angeles,CA,elementary,6,716,34.100068,-118.493606
SCH-00651,Ridge Elementary School,Seattle,WA,elementary,7,600,47.471241,-122.40369
SCH-00652,Washington High School,Miami,FL,high,6,752,25.903096,-80.198631
SCH-00653,Lincoln High School,Miami,FL,high,6,650,25.68207,-80.432134
SCH-00654,Cedar High School,Austin,TX,high,6,691,30.255294,-97.823301
SCH-00655,Sunset Middle School,Miami,FL,middle,5,316,25.760549,-80.304812
SCH-00656,Mission Elementary School,Los Angeles,CA,elementary,6,202,33.883294,-118.390633
SCH-00657,Summer Charter School,Denver,CO,charter,7,575,39.695185,-105.018645
SCH-00658,Park Elementary School,Austin,TX,elementary,8,643,30.072744,-97.535353
SCH-00659,Walnut High School,New York,NY,high,5,275,40.761908,-74.356582
SCH-00660,Jefferson Charter School,Austin,TX,charter,8,552,30.138309,-97.992517
SCH-00661,Birch Elementary School,Denver,CO,elementary,7,587,39.973879,-104.878173
SCH-00662,Lake Elementary School,Miami,FL,elementary,8,800,25.801583,-80.075204
SCH-00663,Ridge K-12 School,Denver,CO,K-12,10,582,39.586135,-104.855907
SCH-00664,Jefferson Middle School,Los Angeles,CA,middle,6,738,34.205687,-118.175386
SCH-00665,Spring High School,New York,NY,high,8,523,40.552343,-74.056207
SCH-00666,Winter Elementary School,Chicago,IL,elementary,7,415,42.04065,-87.48633
SCH-00667,Sunset Elementary School,New York,NY,elementary,8,131,40.846299,-74.013728
