airfoil,reynolds,alpha_deg,run_id,cl,cd,cm,cl_cd_ratio,flow_regime,stalled,transition_pt_chord
NACA-0015,1000000,8.0,run_03,0.8771,0.0591,-0.058,14.84,turbulent,false,0.6561
NACA-0015,1000000,8.0,run_04,0.8638,0.05805,-0.058,14.88,turbulent,false,0.6561
NACA-0015,1000000,8.5,run_01,0.9125,0.06804,-0.0585,13.411,turbulent,false,0.6523
NACA-0015,1000000,8.5,run_02,0.9206,0.06836,-0.0585,13.467,turbulent,false,0.6523
NACA-0015,1000000,8.5,run_03,0.936,0.0677,-0.0585,13.825,turbulent,false,0.6523
NACA-0015,1000000,8.5,run_04,0.9158,0.0675,-0.0585,13.566,turbulent,false,0.6523
NACA-0015,1000000,9.0,run_01,1.0041,0.07897,-0.059,12.716,turbulent,false,0.6486
NACA-0015,1000000,9.0,run_02,0.9685,0.07822,-0.059,12.382,turbulent,false,0.6486
NACA-0015,1000000,9.0,run_03,0.9903,0.07749,-0.059,12.78,turbulent,false,0.6486
NACA-0015,1000000,9.0,run_04,1.0265,0.07853,-0.059,13.072,turbulent,false,0.6486
NACA-0015,1000000,9.5,run_01,1.0504,0.08957,-0.0595,11.728,turbulent,false,0.6448
NACA-0015,1000000,9.5,run_02,1.062,0.08864,-0.0595,11.982,turbulent,false,0.6448
NACA-0015,1000000,9.5,run_03,1.0583,0.08861,-0.0595,11.943,turbulent,false,0.6448
NACA-0015,1000000,9.5,run_04,1.0264,0.08833,-0.0595,11.62,turbulent,false,0.6448
NACA-0015,1000000,10.0,run_01,1.1154,0.10181,-0.06,10.956,turbulent,false,0.6411
NACA-0015,1000000,10.0,run_02,1.1108,0.10158,-0.06,10.935,turbulent,false,0.6411
NACA-0015,1000000,10.0,run_03,1.0973,0.10053,-0.06,10.915,turbulent,false,0.6411
NACA-0015,1000000,10.0,run_04,1.105,0.10017,-0.06,11.03,turbulent,false,0.6411
NACA-0015,1000000,10.5,run_01,1.1669,0.11423,-0.0605,10.216,turbulent,false,0.6373
NACA-0015,1000000,10.5,run_02,1.1609,0.11282,-0.0605,10.289,turbulent,false,0.6373
NACA-0015,1000000,10.5,run_03,1.1581,0.11255,-0.0605,10.289,turbulent,false,0.6373
NACA-0015,1000000,10.5,run_04,1.1537,0.11384,-0.0605,10.135,turbulent,false,0.6373
NACA-0015,1000000,11.0,run_01,1.2262,0.12704,-0.061,9.652,turbulent,false,0.6336
NACA-0015,1000000,11.0,run_02,1.1999,0.1255,-0.061,9.561,turbulent,false,0.6336
NACA-0015,1000000,11.0,run_03,1.2134,0.12613,-0.061,9.62,turbulent,false,0.6336
NACA-0015,1000000,11.0,run_04,1.2157,0.12634,-0.061,9.623,turbulent,false,0.6336
NACA-0015,1000000,11.5,run_01,1.266,0.13958,-0.0615,9.07,turbulent,false,0.6298
NACA-0015,1000000,11.5,run_02,1.2702,0.14048,-0.0615,9.042,turbulent,false,0.6298
NACA-0015,1000000,11.5,run_03,1.2642,0.14106,-0.0615,8.962,turbulent,false,0.6298
NACA-0015,1000000,11.5,run_04,1.2708,0.13942,-0.0615,9.115,turbulent,false,0.6298
NACA-0015,1000000,12.0,run_01,1.3098,0.15428,-0.062,8.49,turbulent,false,0.6261
NACA-0015,1000000,12.0,run_02,1.2984,0.15585,-0.062,8.331,turbulent,false,0.6261
NACA-0015,1000000,12.0,run_03,1.324,0.15472,-0.062,8.557,turbulent,false,0.6261
NACA-0015,1000000,12.0,run_04,1.3201,0.15381,-0.062,8.583,turbulent,false,0.6261
NACA-0015,1000000,12.5,run_01,1.3686,0.1702,-0.0625,8.041,turbulent,false,0.6223
NACA-0015,1000000,12.5,run_02,1.3999,0.169,-0.0625,8.283,turbulent,false,0.6223
NACA-0015,1000000,12.5,run_03,1.3702,0.17105,-0.0625,8.011,turbulent,false,0.6223
NACA-0015,1000000,12.5,run_04,1.3781,0.16934,-0.0625,8.138,turbulent,false,0.6223
NACA-0015,1000000,13.0,run_01,1.4273,0.18603,-0.063,7.673,turbulent,false,0.6186
NACA-0015,1000000,13.0,run_02,1.437,0.18723,-0.063,7.675,turbulent,false,0.6186
NACA-0015,1000000,13.0,run_03,1.4348,0.18628,-0.063,7.702,turbulent,false,0.6186
NACA-0015,1000000,13.0,run_04,1.4299,0.18499,-0.063,7.729,turbulent,false,0.6186
NACA-0015,1000000,13.5,run_01,1.4842,0.20188,-0.0635,7.352,turbulent,false,
NACA-0015,1000000,13.5,run_02,1.4765,0.20352,-0.0635,7.255,turbulent,false,0.6148
NACA-0015,1000000,13.5,run_03,1.487,0.20325,-0.0635,7.316,turbulent,false,0.6148
NACA-0015,1000000,13.5,run_04,1.4762,0.20291,-0.0635,7.275,turbulent,false,0.6148
NACA-0015,1000000,14.0,run_01,1.5402,0.22046,-0.064,6.986,turbulent,false,0.6111
NACA-0015,1000000,14.0,run_02,1.539,0.22072,-0.064,6.972,turbulent,false,0.6111
NACA-0015,1000000,14.0,run_03,1.5208,0.22121,-0.064,6.875,turbulent,false,
NACA-0015,1000000,14.0,run_04,1.5367,0.2202,-0.064,6.979,turbulent,false,0.6111
NACA-0015,1000000,14.5,run_01,1.5821,0.2378,-0.0645,6.653,turbulent,false,0.6073
NACA-0015,1000000,14.5,run_02,1.5837,0.23978,-0.0645,6.605,turbulent,false,0.6073
NACA-0015,1000000,14.5,run_03,1.5896,0.23887,-0.0645,6.655,turbulent,false,0.6073
NACA-0015,1000000,14.5,run_04,1.5851,0.23836,-0.0645,6.65,turbulent,false,0.6073
NACA-0015,1000000,15.0,run_01,1.652,0.25784,-0.065,6.407,turbulent,false,
NACA-0015,1000000,15.0,run_02,1.6524,0.25816,-0.065,6.401,turbulent,false,0.6036
NACA-0015,1000000,15.0,run_03,1.6351,0.25838,-0.065,6.328,turbulent,false,0.6036
NACA-0015,1000000,15.0,run_04,1.6469,0.25795,-0.065,6.385,turbulent,false,0.6036
NACA-0015,1000000,15.5,run_01,1.7095,0.27921,-0.0655,6.123,turbulent,false,0.5998
NACA-0015,1000000,15.5,run_02,1.7119,0.27808,-0.0655,6.156,turbulent,false,0.5998
NACA-0015,1000000,15.5,run_03,1.699,0.27939,-0.0655,6.081,turbulent,false,0.5998
NACA-0015,1000000,15.5,run_04,1.7119,0.27782,-0.0655,6.162,turbulent,false,0.5998
NACA-0015,1000000,16.0,run_01,1.7542,0.29805,-0.066,5.886,turbulent,false,0.5961
NACA-0015,1000000,16.0,run_02,1.7905,0.29919,-0.066,5.985,turbulent,false,0.5961
NACA-0015,1000000,16.0,run_03,1.7667,0.29952,-0.066,5.899,turbulent,false,0.5961
NACA-0015,1000000,16.0,run_04,1.7516,0.29821,-0.066,5.874,turbulent,false,0.5961
NACA-0015,1000000,16.5,run_01,1.1689,0.33057,-0.0665,3.536,turbulent,true,0.5923
NACA-0015,1000000,16.5,run_02,1.1613,0.33107,-0.0665,3.508,turbulent,true,0.5923
NACA-0015,1000000,16.5,run_03,1.1678,0.33097,-0.0665,3.528,turbulent,true,0.5923
NACA-0015,1000000,16.5,run_04,1.1664,0.32996,-0.0665,3.535,turbulent,true,0.5923
NACA-0015,1000000,17.0,run_01,1.0999,0.36491,-0.067,3.014,turbulent,true,0.5886
NACA-0015,1000000,17.0,run_02,1.0891,0.36671,-0.067,2.97,turbulent,true,0.5886
NACA-0015,1000000,17.0,run_03,1.084,0.36495,-0.067,2.97,turbulent,true,0.5886
NACA-0015,1000000,17.0,run_04,1.1081,0.36555,-0.067,3.031,turbulent,true,0.5886
NACA-0015,1000000,17.5,run_01,1.0472,0.40209,-0.0675,2.604,turbulent,true,0.5848
NACA-0015,1000000,17.5,run_02,1.0376,0.40142,-0.0675,2.585,turbulent,true,0.5848
NACA-0015,1000000,17.5,run_03,1.0105,0.40149,-0.0675,2.517,turbulent,true,0.5848
NACA-0015,1000000,17.5,run_04,1.0223,0.4028,-0.0675,2.538,turbulent,true,0.5848
NACA-0015,1000000,18.0,run_01,0.9774,0.44159,-0.068,2.213,turbulent,true,0.5811
NACA-0015,1000000,18.0,run_02,0.9759,0.44034,-0.068,2.216,turbulent,true,0.5811
NACA-0015,1000000,18.0,run_03,0.9855,0.4408,-0.068,2.236,turbulent,true,0.5811
NACA-0015,1000000,18.0,run_04,0.9697,0.43996,-0.068,2.204,turbulent,true,0.5811
NACA-0015,1000000,18.5,run_01,0.9056,0.48098,-0.0685,1.883,turbulent,true,0.5773
NACA-0015,1000000,18.5,run_02,0.9276,0.48195,-0.0685,1.925,turbulent,true,0.5773
NACA-0015,1000000,18.5,run_03,0.8917,0.48152,-0.0685,1.852,turbulent,true,0.5773
NACA-0015,1000000,18.5,run_04,0.8779,0.48089,-0.0685,1.826,turbulent,true,0.5773
NACA-0015,1000000,19.0,run_01,0.8344,0.52199,-0.069,1.598,turbulent,true,0.5736
NACA-0015,1000000,19.0,run_02,0.8342,0.52329,-0.069,1.594,turbulent,true,0.5736
NACA-0015,1000000,19.0,run_03,0.8411,0.52277,-0.069,1.609,turbulent,true,0.5736
NACA-0015,1000000,19.0,run_04,0.8585,0.52087,-0.069,1.648,turbulent,true,0.5736
NACA-0015,1000000,19.5,run_01,0.8178,0.56449,-0.0695,1.449,turbulent,true,0.5698
NACA-0015,1000000,19.5,run_02,0.8013,0.56703,-0.0695,1.413,turbulent,true,0.5698
NACA-0015,1000000,19.5,run_03,0.7884,0.56512,-0.0695,1.395,turbulent,true,0.5698
NACA-0015,1000000,19.5,run_04,0.8097,0.564,-0.0695,1.436,turbulent,true,0.5698
NACA-0015,1000000,20.0,run_01,0.7475,0.61041,-0.07,1.225,turbulent,true,0.5661
NACA-0015,1000000,20.0,run_02,0.7552,0.60856,-0.07,1.241,turbulent,true,0.5661
NACA-0015,1000000,20.0,run_03,0.7647,0.60887,-0.07,1.256,turbulent,true,0.5661
NACA-0015,1000000,20.0,run_04,0.7315,0.61032,-0.07,1.199,turbulent,true,0.5661
NACA-0015,3000000,-10.0,run_01,-1.0831,0.22119,-0.04,-4.897,turbulent,false,0.581
NACA-0015,3000000,-10.0,run_02,-1.0814,0.21943,-0.04,-4.928,turbulent,false,0.581
NACA-0015,3000000,-10.0,run_03,-1.0959,0.21878,-0.04,-5.009,turbulent,false,0.581
NACA-0015,3000000,-10.0,run_04,-1.0947,0.21969,-0.04,-4.983,turbulent,false,0.581
NACA-0015,3000000,-9.5,run_01,-1.0427,0.20111,-0.0405,-5.185,turbulent,false,0.5847
NACA-0015,3000000,-9.5,run_02,-1.0354,0.20156,-0.0405,-5.137,turbulent,false,0.5847
NACA-0015,3000000,-9.5,run_03,-1.0441,0.20387,-0.0405,-5.121,turbulent,false,0.5847
NACA-0015,3000000,-9.5,run_04,-1.0193,0.20253,-0.0405,-5.033,turbulent,false,0.5847
NACA-0015,3000000,-9.0,run_01,-0.9676,0.18567,-0.041,-5.211,turbulent,false,0.5885
NACA-0015,3000000,-9.0,run_02,-0.9712,0.18642,-0.041,-5.21,turbulent,false,0.5885
NACA-0015,3000000,-9.0,run_03,-0.9879,0.18463,-0.041,-5.35,turbulent,false,0.5885
NACA-0015,3000000,-9.0,run_04,-0.9768,0.18553,-0.041,-5.265,turbulent,false,0.5885
NACA-0015,3000000,-8.5,run_01,-0.928,0.16856,-0.0415,-5.505,turbulent,false,0.5922
NACA-0015,3000000,-8.5,run_02,-0.9449,0.16855,-0.0415,-5.606,turbulent,false,0.5922
NACA-0015,3000000,-8.5,run_03,-0.9189,0.16984,-0.0415,-5.41,turbulent,false,0.5922
NACA-0015,3000000,-8.5,run_04,-0.9356,0.16999,-0.0415,-5.504,turbulent,false,0.5922
NACA-0015,3000000,-8.0,run_01,-0.8831,0.15283,-0.042,-5.778,turbulent,false,0.596
NACA-0015,3000000,-8.0,run_02,-0.885,0.15472,-0.042,-5.72,turbulent,false,0.596
NACA-0015,3000000,-8.0,run_03,-0.8686,0.15417,-0.042,-5.634,turbulent,false,0.596
NACA-0015,3000000,-8.0,run_04,-0.8928,0.15448,-0.042,-5.78,turbulent,false,0.596
NACA-0015,3000000,-7.5,run_01,-0.8399,0.13825,-0.0425,-6.076,turbulent,false,0.5997
NACA-0015,3000000,-7.5,run_02,-0.8238,0.13973,-0.0425,-5.896,turbulent,false,0.5997
NACA-0015,3000000,-7.5,run_03,-0.8137,0.13788,-0.0425,-5.901,turbulent,false,0.5997
NACA-0015,3000000,-7.5,run_04,-0.8279,0.13894,-0.0425,-5.959,turbulent,false,0.5997
NACA-0015,3000000,-7.0,run_01,-0.7649,0.12447,-0.043,-6.145,turbulent,false,0.6035
NACA-0015,3000000,-7.0,run_02,-0.7584,0.12436,-0.043,-6.098,turbulent,false,0.6035
NACA-0015,3000000,-7.0,run_03,-0.7677,0.12628,-0.043,-6.08,turbulent,false,
NACA-0015,3000000,-7.0,run_04,-0.7712,0.12643,-0.043,-6.1,turbulent,false,0.6035
NACA-0015,3000000,-6.5,run_01,-0.7123,0.11174,-0.0435,-6.374,turbulent,false,0.6072
NACA-0015,3000000,-6.5,run_02,-0.6989,0.11371,-0.0435,-6.146,turbulent,false,0.6072
NACA-0015,3000000,-6.5,run_03,-0.6955,0.11083,-0.0435,-6.275,turbulent,false,0.6072
NACA-0015,3000000,-6.5,run_04,-0.7158,0.11196,-0.0435,-6.393,turbulent,false,0.6072
NACA-0015,3000000,-6.0,run_01,-0.6652,0.09924,-0.044,-6.703,turbulent,false,0.611
NACA-0015,3000000,-6.0,run_02,-0.6568,0.09896,-0.044,-6.638,turbulent,false,0.611
NACA-0015,3000000,-6.0,run_03,-0.661,0.10031,-0.044,-6.59,turbulent,false,0.611
NACA-0015,3000000,-6.0,run_04,-0.66,0.09997,-0.044,-6.602,turbulent,false,0.611
NACA-0015,3000000,-5.5,run_01,-0.5978,0.08798,-0.0445,-6.794,turbulent,false,0.6147
NACA-0015,3000000,-5.5,run_02,-0.5812,0.08921,-0.0445,-6.516,turbulent,false,0.6147
NACA-0015,3000000,-5.5,run_03,-0.6019,0.08762,-0.0445,-6.869,turbulent,false,0.6147
NACA-0015,3000000,-5.5,run_04,-0.6112,0.08804,-0.0445,-6.943,turbulent,false,0.6147
NACA-0015,3000000,-5.0,run_01,-0.5573,0.07676,-0.045,-7.26,turbulent,false,0.6185
NACA-0015,3000000,-5.0,run_02,-0.5311,0.07862,-0.045,-6.755,turbulent,false,
NACA-0015,3000000,-5.0,run_03,-0.534,0.07695,-0.045,-6.94,turbulent,false,0.6185
NACA-0015,3000000,-5.0,run_04,-0.543,0.07741,-0.045,-7.014,turbulent,false,0.6185
NACA-0015,3000000,-4.5,run_01,-0.4955,0.06749,-0.0455,-7.342,turbulent,false,0.6222
NACA-0015,3000000,-4.5,run_02,-0.4912,0.0658,-0.0455,-7.464,turbulent,false,0.6222
NACA-0015,3000000,-4.5,run_03,-0.5074,0.06696,-0.0455,-7.578,turbulent,false,0.6222
NACA-0015,3000000,-4.5,run_04,-0.5005,0.06661,-0.0455,-7.513,turbulent,false,0.6222
NACA-0015,3000000,-4.0,run_01,-0.4264,0.05712,-0.046,-7.464,turbulent,false,0.626
NACA-0015,3000000,-4.0,run_02,-0.4325,0.05761,-0.046,-7.509,turbulent,false,0.626
NACA-0015,3000000,-4.0,run_03,-0.4386,0.05816,-0.046,-7.541,turbulent,false,0.626
NACA-0015,3000000,-4.0,run_04,-0.4308,0.05795,-0.046,-7.434,turbulent,false,0.626
NACA-0015,3000000,-3.5,run_01,-0.3685,0.04941,-0.0465,-7.458,turbulent,false,0.6297
NACA-0015,3000000,-3.5,run_02,-0.3932,0.04961,-0.0465,-7.925,turbulent,false,0.6297
NACA-0015,3000000,-3.5,run_03,-0.3785,0.04971,-0.0465,-7.615,turbulent,false,0.6297
NACA-0015,3000000,-3.5,run_04,-0.3856,0.04935,-0.0465,-7.814,turbulent,false,0.6297
NACA-0015,3000000,-3.0,run_01,-0.3507,0.04128,-0.047,-8.495,turbulent,false,0.6335
NACA-0015,3000000,-3.0,run_02,-0.3471,0.04077,-0.047,-8.512,turbulent,false,0.6335
NACA-0015,3000000,-3.0,run_03,-0.3183,0.04064,-0.047,-7.833,turbulent,false,0.6335
NACA-0015,3000000,-3.0,run_04,-0.3129,0.04101,-0.047,-7.63,turbulent,false,0.6335
NACA-0015,3000000,-2.5,run_01,-0.2454,0.03572,-0.0475,-6.87,turbulent,false,0.6372
NACA-0015,3000000,-2.5,run_02,-0.3012,0.03466,-0.0475,-8.691,turbulent,false,0.6372
NACA-0015,3000000,-2.5,run_03,-0.2835,0.03483,-0.0475,-8.14,turbulent,false,0.6372
NACA-0015,3000000,-2.5,run_04,-0.2673,0.0352,-0.0475,-7.594,turbulent,false,0.6372
NACA-0015,3000000,-2.0,run_01,-0.236,0.02851,-0.048,-8.28,turbulent,false,0.641
NACA-0015,3000000,-2.0,run_02,-0.2207,0.02948,-0.048,-7.488,turbulent,false,0.641
NACA-0015,3000000,-2.0,run_03,-0.1987,0.02853,-0.048,-6.965,turbulent,false,0.641
NACA-0015,3000000,-2.0,run_04,-0.2187,0.02757,-0.048,-7.932,turbulent,false,0.641
NACA-0015,3000000,-1.5,run_01,-0.1524,0.02176,-0.0485,-7.004,turbulent,false,0.6447
NACA-0015,3000000,-1.5,run_02,-0.1685,0.02109,-0.0485,-7.988,turbulent,false,0.6447
NACA-0015,3000000,-1.5,run_03,-0.1474,0.02205,-0.0485,-6.684,turbulent,false,0.6447
NACA-0015,3000000,-1.5,run_04,-0.179,0.02123,-0.0485,-8.431,turbulent,false,0.6447
NACA-0015,3000000,-1.0,run_01,-0.1044,0.01743,-0.049,-5.99,turbulent,false,0.6485
NACA-0015,3000000,-1.0,run_02,-0.1027,0.01807,-0.049,-5.684,turbulent,false,0.6485
NACA-0015,3000000,-1.0,run_03,-0.1078,0.01663,-0.049,-6.48,turbulent,false,0.6485
NACA-0015,3000000,-1.0,run_04,-0.1032,0.01819,-0.049,-5.676,turbulent,false,0.6485
NACA-0015,3000000,-0.5,run_01,-0.0785,0.01335,-0.0495,-5.881,turbulent,false,0.6522
NACA-0015,3000000,-0.5,run_02,-0.0675,0.01227,-0.0495,-5.502,turbulent,false,0.6522
NACA-0015,3000000,-0.5,run_03,-0.0354,0.01339,-0.0495,-2.645,turbulent,false,0.6522
NACA-0015,3000000,-0.5,run_04,-0.0462,0.0136,-0.0495,-3.395,turbulent,false,0.6522
NACA-0015,3000000,0.0,run_01,0.0102,0.00932,-0.05,1.094,turbulent,false,0.656
NACA-0015,3000000,0.0,run_02,0.0012,0.00906,-0.05,0.132,turbulent,false,0.656
NACA-0015,3000000,0.0,run_03,0.0065,0.00941,-0.05,0.687,turbulent,false,0.656
NACA-0015,3000000,0.0,run_04,0.0013,0.0096,-0.05,0.137,turbulent,false,0.656
NACA-0015,3000000,0.5,run_01,0.0368,0.0054,-0.0505,6.822,turbulent,false,0.6522
NACA-0015,3000000,0.5,run_02,0.0709,0.00687,-0.0505,10.319,turbulent,false,0.6522
NACA-0015,3000000,0.5,run_03,0.0652,0.00783,-0.0505,8.333,turbulent,false,0.6522
NACA-0015,3000000,0.5,run_04,0.0496,0.00822,-0.0505,6.043,turbulent,false,0.6522
NACA-0015,3000000,1.0,run_01,0.1048,0.00582,-0.051,18.019,turbulent,false,0.6485
NACA-0015,3000000,1.0,run_02,0.1239,0.00623,-0.051,19.881,turbulent,false,0.6485
NACA-0015,3000000,1.0,run_03,0.1041,0.00453,-0.051,22.983,turbulent,false,0.6485
NACA-0015,3000000,1.0,run_04,0.1038,0.00696,-0.051,14.91,turbulent,false,0.6485
NACA-0015,3000000,1.5,run_01,0.1768,0.00457,-0.0515,38.702,turbulent,false,0.6447
NACA-0015,3000000,1.5,run_02,0.1729,0.00411,-0.0515,42.051,turbulent,false,0.6447
NACA-0015,3000000,1.5,run_03,0.1469,0.00351,-0.0515,41.893,turbulent,false,0.6447
NACA-0015,3000000,1.5,run_04,0.149,0.00428,-0.0515,34.767,turbulent,false,0.6447
NACA-0015,3000000,2.0,run_01,0.2224,0.00495,-0.052,44.939,turbulent,false,0.641
NACA-0015,3000000,2.0,run_02,0.2192,0.00566,-0.052,38.745,turbulent,false,0.641
NACA-0015,3000000,2.0,run_03,0.2177,0.00356,-0.052,61.119,turbulent,false,0.641
NACA-0015,3000000,2.0,run_04,0.245,0.00312,-0.052,78.452,turbulent,false,0.641
NACA-0015,3000000,2.5,run_01,0.2671,0.00547,-0.0525,48.861,turbulent,false,0.6372
NACA-0015,3000000,2.5,run_02,0.2567,0.00335,-0.0525,76.711,turbulent,false,0.6372
NACA-0015,3000000,2.5,run_03,0.2587,0.00457,-0.0525,56.627,turbulent,false,0.6372
NACA-0015,3000000,2.5,run_04,0.2835,0.00503,-0.0525,56.342,turbulent,false,
NACA-0015,3000000,3.0,run_01,0.3324,0.00526,-0.053,63.176,turbulent,false,0.6335
NACA-0015,3000000,3.0,run_02,0.3311,0.00665,-0.053,49.78,turbulent,false,0.6335
NACA-0015,3000000,3.0,run_03,0.3381,0.00554,-0.053,61.036,turbulent,false,0.6335
NACA-0015,3000000,3.0,run_04,0.332,0.00646,-0.053,51.425,turbulent,false,0.6335
NACA-0015,3000000,3.5,run_01,0.3776,0.00686,-0.0535,55.011,turbulent,false,0.6297
NACA-0015,3000000,3.5,run_02,0.3812,0.00803,-0.0535,47.47,turbulent,false,0.6297
NACA-0015,3000000,3.5,run_03,0.369,0.00567,-0.0535,65.043,turbulent,false,0.6297
NACA-0015,3000000,3.5,run_04,0.3859,0.00598,-0.0535,64.583,turbulent,false,0.6297
NACA-0015,3000000,4.0,run_01,0.4398,0.00956,-0.054,45.999,turbulent,false,0.626
NACA-0015,3000000,4.0,run_02,0.4377,0.00771,-0.054,56.746,turbulent,false,0.626
NACA-0015,3000000,4.0,run_03,0.4417,0.00965,-0.054,45.755,turbulent,false,0.626
NACA-0015,3000000,4.0,run_04,0.4318,0.01099,-0.054,39.297,turbulent,false,0.626
NACA-0015,3000000,4.5,run_01,0.4889,0.01328,-0.0545,36.817,turbulent,false,0.6222
NACA-0015,3000000,4.5,run_02,0.4875,0.01523,-0.0545,32.006,turbulent,false,0.6222
NACA-0015,3000000,4.5,run_03,0.5013,0.01202,-0.0545,41.697,turbulent,false,0.6222
NACA-0015,3000000,4.5,run_04,0.5002,0.01387,-0.0545,36.064,turbulent,false,0.6222
NACA-0015,3000000,5.0,run_01,0.5495,0.01764,-0.055,31.148,turbulent,false,0.6185
NACA-0015,3000000,5.0,run_02,0.5464,0.0177,-0.055,30.874,turbulent,false,0.6185
NACA-0015,3000000,5.0,run_03,0.5311,0.01558,-0.055,34.082,turbulent,false,0.6185
NACA-0015,3000000,5.0,run_04,0.5506,0.0172,-0.055,32.016,turbulent,false,0.6185
NACA-0015,3000000,5.5,run_01,0.5829,0.02324,-0.0555,25.075,turbulent,false,0.6147
NACA-0015,3000000,5.5,run_02,0.598,0.02217,-0.0555,26.978,turbulent,false,0.6147
NACA-0015,3000000,5.5,run_03,0.6072,0.02239,-0.0555,27.124,turbulent,false,0.6147
NACA-0015,3000000,5.5,run_04,0.5833,0.02162,-0.0555,26.975,turbulent,false,0.6147
NACA-0015,3000000,6.0,run_01,0.6584,0.02821,-0.056,23.343,turbulent,false,0.611
NACA-0015,3000000,6.0,run_02,0.6218,0.02682,-0.056,23.185,turbulent,false,0.611
NACA-0015,3000000,6.0,run_03,0.6641,0.02826,-0.056,23.5,turbulent,false,0.611
NACA-0015,3000000,6.0,run_04,0.6597,0.02688,-0.056,24.539,turbulent,false,0.611
NACA-0015,3000000,6.5,run_01,0.7128,0.03454,-0.0565,20.639,turbulent,false,0.6072
NACA-0015,3000000,6.5,run_02,0.7131,0.03515,-0.0565,20.29,turbulent,false,0.6072
NACA-0015,3000000,6.5,run_03,0.7175,0.03326,-0.0565,21.576,turbulent,false,0.6072
NACA-0015,3000000,6.5,run_04,0.7033,0.03532,-0.0565,19.914,turbulent,false,0.6072
NACA-0015,3000000,7.0,run_01,0.7679,0.04092,-0.057,18.764,turbulent,false,0.6035
NACA-0015,3000000,7.0,run_02,0.7722,0.04012,-0.057,19.246,turbulent,false,0.6035
NACA-0015,3000000,7.0,run_03,0.781,0.04029,-0.057,19.386,turbulent,false,0.6035
NACA-0015,3000000,7.0,run_04,0.7666,0.04098,-0.057,18.709,turbulent,false,0.6035
NACA-0015,3000000,7.5,run_01,0.8068,0.04913,-0.0575,16.423,turbulent,false,0.5997
NACA-0015,3000000,7.5,run_02,0.8322,0.0495,-0.0575,16.811,turbulent,false,0.5997
NACA-0015,3000000,7.5,run_03,0.8215,0.04843,-0.0575,16.963,turbulent,false,0.5997
NACA-0015,3000000,7.5,run_04,0.8115,0.04974,-0.0575,16.315,turbulent,false,0.5997
NACA-0015,3000000,8.0,run_01,0.8822,0.05816,-0.058,15.169,turbulent,false,0.596
NACA-0015,3000000,8.0,run_02,0.8662,0.05722,-0.058,15.139,turbulent,false,0.596
NACA-0015,3000000,8.0,run_03,0.8967,0.05937,-0.058,15.103,turbulent,false,0.596
NACA-0015,3000000,8.0,run_04,0.8632,0.0568,-0.058,15.197,turbulent,false,0.596
NACA-0015,3000000,8.5,run_01,0.9376,0.06747,-0.0585,13.896,turbulent,false,0.5922
NACA-0015,3000000,8.5,run_02,0.9443,0.06814,-0.0585,13.859,turbulent,false,0.5922
NACA-0015,3000000,8.5,run_03,0.947,0.06678,-0.0585,14.181,turbulent,false,0.5922
NACA-0015,3000000,8.5,run_04,0.9221,0.06831,-0.0585,13.499,turbulent,false,0.5922
NACA-0015,3000000,9.0,run_01,0.9956,0.07755,-0.059,12.838,turbulent,false,0.5885
NACA-0015,3000000,9.0,run_02,0.9894,0.07732,-0.059,12.796,turbulent,false,0.5885
NACA-0015,3000000,9.0,run_03,0.9858,0.07642,-0.059,12.9,turbulent,false,0.5885
NACA-0015,3000000,9.0,run_04,0.9917,0.07603,-0.059,13.044,turbulent,false,0.5885
NACA-0015,3000000,9.5,run_01,1.0431,0.0891,-0.0595,11.707,turbulent,false,0.5847
NACA-0015,3000000,9.5,run_02,1.0587,0.08709,-0.0595,12.156,turbulent,false,0.5847
NACA-0015,3000000,9.5,run_03,1.0408,0.08791,-0.0595,11.84,turbulent,false,0.5847
NACA-0015,3000000,9.5,run_04,1.0485,0.08949,-0.0595,11.717,turbulent,false,0.5847
NACA-0015,3000000,10.0,run_01,1.1002,0.10063,-0.06,10.934,turbulent,false,0.581
NACA-0015,3000000,10.0,run_02,1.0881,0.10005,-0.06,10.876,turbulent,false,0.581
NACA-0015,3000000,10.0,run_03,1.1038,0.0996,-0.06,11.083,turbulent,false,0.581
NACA-0015,3000000,10.0,run_04,1.1076,0.09874,-0.06,11.217,turbulent,false,0.581
NACA-0015,3000000,10.5,run_01,1.1628,0.11341,-0.0605,10.253,turbulent,false,0.5772
NACA-0015,3000000,10.5,run_02,1.1472,0.11243,-0.0605,10.204,turbulent,false,0.5772
NACA-0015,3000000,10.5,run_03,1.1688,0.11263,-0.0605,10.378,turbulent,false,0.5772
NACA-0015,3000000,10.5,run_04,1.1441,0.11242,-0.0605,10.177,turbulent,false,0.5772
NACA-0015,3000000,11.0,run_01,1.2077,0.12579,-0.061,9.601,turbulent,false,0.5735
NACA-0015,3000000,11.0,run_02,1.1864,0.12489,-0.061,9.499,turbulent,false,0.5735
NACA-0015,3000000,11.0,run_03,1.2186,0.12574,-0.061,9.691,turbulent,false,0.5735
NACA-0015,3000000,11.0,run_04,1.198,0.12593,-0.061,9.513,turbulent,false,0.5735
NACA-0015,3000000,11.5,run_01,1.2607,0.1399,-0.0615,9.011,turbulent,false,0.5697
NACA-0015,3000000,11.5,run_02,1.2536,0.13843,-0.0615,9.056,turbulent,false,0.5697
NACA-0015,3000000,11.5,run_03,1.2795,0.13896,-0.0615,9.208,turbulent,false,0.5697
