date,region,product,orders,revenue
2025-02-03,APAC,💻 Laptop,17,21845.51
2025-02-03,APAC,🎧 Audio,18,3968.59
2025-02-03,APAC,🖥 Desktop,15,17228.62
2025-02-03,LATAM,📱 Mobile,11,9035.2
2025-02-03,LATAM,💻 Laptop,13,17769.48
2025-02-03,LATAM,🎧 Audio,8,1780.85
2025-02-03,LATAM,🖥 Desktop,8,10857.38
2025-02-04,NA,📱 Mobile,23,16168.84
2025-02-04,NA,💻 Laptop,26,40617.06
2025-02-04,NA,🎧 Audio,30,7279.39
2025-02-04,NA,🖥 Desktop,16,17842.02
2025-02-04,EU,📱 Mobile,27,22003.91
2025-02-04,EU,💻 Laptop,20,28652.99
2025-02-04,EU,🎧 Audio,16,4524.59
2025-02-04,EU,🖥 Desktop,15,19261.02
2025-02-04,APAC,📱 Mobile,15,10358.41
2025-02-04,APAC,💻 Laptop,23,34826.31
2025-02-04,APAC,🎧 Audio,12,2602.54
2025-02-04,APAC,🖥 Desktop,16,20806.3
2025-02-04,LATAM,📱 Mobile,13,11775.67
2025-02-04,LATAM,💻 Laptop,10,13390.2
2025-02-04,LATAM,🎧 Audio,11,2755.73
2025-02-04,LATAM,🖥 Desktop,13,16262.55
2025-02-05,NA,📱 Mobile,24,18102.04
2025-02-05,NA,💻 Laptop,20,28202.4
2025-02-05,NA,🎧 Audio,35,9492.81
2025-02-05,NA,🖥 Desktop,27,34493.67
2025-02-05,EU,📱 Mobile,29,24906.5
2025-02-05,EU,💻 Laptop,20,29687.39
2025-02-05,EU,🎧 Audio,19,4359.48
2025-02-05,EU,🖥 Desktop,14,14810.62
2025-02-05,APAC,📱 Mobile,15,11407.86
2025-02-05,APAC,💻 Laptop,16,25797.51
2025-02-05,APAC,🎧 Audio,12,3190.52
2025-02-05,APAC,🖥 Desktop,8,8926.04
2025-02-05,LATAM,📱 Mobile,7,6084.6
2025-02-05,LATAM,💻 Laptop,9,13594.14
2025-02-05,LATAM,🎧 Audio,10,2848.86
2025-02-05,LATAM,🖥 Desktop,14,15373.66
2025-02-06,NA,📱 Mobile,24,17819.72
2025-02-06,NA,💻 Laptop,22,30387.48
2025-02-06,NA,🎧 Audio,23,6174.61
2025-02-06,NA,🖥 Desktop,9,10239.06
2025-02-06,EU,📱 Mobile,23,16960.21
2025-02-06,EU,💻 Laptop,16,26934.49
2025-02-06,EU,🎧 Audio,14,3673.5
2025-02-06,EU,🖥 Desktop,14,19214.23
2025-02-06,APAC,📱 Mobile,8,6779.43
2025-02-06,APAC,💻 Laptop,16,26574.16
2025-02-06,APAC,🎧 Audio,9,2297.48
2025-02-06,APAC,🖥 Desktop,17,19223.44
2025-02-06,LATAM,📱 Mobile,11,7685.4
2025-02-06,LATAM,💻 Laptop,14,23587.98
2025-02-06,LATAM,🎧 Audio,11,2425.51
2025-02-06,LATAM,🖥 Desktop,11,14898.64
2025-02-07,NA,📱 Mobile,21,14424.81
2025-02-07,NA,💻 Laptop,26,33637.3
2025-02-07,NA,🎧 Audio,20,5295.51
2025-02-07,NA,🖥 Desktop,15,19278.64
2025-02-07,EU,📱 Mobile,26,19947.65
2025-02-07,EU,💻 Laptop,22,36143.86
2025-02-07,EU,🎧 Audio,24,5218.71
2025-02-07,EU,🖥 Desktop,10,13324.05
2025-02-07,APAC,📱 Mobile,23,16231.28
2025-02-07,APAC,💻 Laptop,10,13675.76
2025-02-07,APAC,🎧 Audio,16,4417.26
2025-02-07,APAC,🖥 Desktop,16,20997.23
2025-02-07,LATAM,📱 Mobile,7,5820.98
2025-02-07,LATAM,💻 Laptop,6,8425.89
2025-02-07,LATAM,🎧 Audio,11,2962.33
2025-02-07,LATAM,🖥 Desktop,11,12031.77
2025-02-08,NA,📱 Mobile,14,9590.29
2025-02-08,NA,💻 Laptop,20,27810.32
2025-02-08,NA,🎧 Audio,15,3601.53
2025-02-08,NA,🖥 Desktop,23,26116.46
2025-02-08,EU,📱 Mobile,18,15917.95
2025-02-08,EU,💻 Laptop,13,20191.91
2025-02-08,EU,🎧 Audio,17,4168.97
2025-02-08,EU,🖥 Desktop,14,18176.05
2025-02-08,APAC,📱 Mobile,8,6472.73
2025-02-08,APAC,💻 Laptop,14,19214.42
2025-02-08,APAC,🎧 Audio,11,3013.84
2025-02-08,APAC,🖥 Desktop,9,9732.0
2025-02-08,LATAM,📱 Mobile,8,6903.39
2025-02-08,LATAM,💻 Laptop,7,12005.28
2025-02-08,LATAM,🎧 Audio,9,2244.25
2025-02-08,LATAM,🖥 Desktop,7,9147.87
2025-02-09,NA,📱 Mobile,18,13739.84
2025-02-09,NA,💻 Laptop,21,34635.85
2025-02-09,NA,🎧 Audio,16,3740.48
2025-02-09,NA,🖥 Desktop,26,28529.73
2025-02-09,EU,📱 Mobile,12,8476.58
2025-02-09,EU,💻 Laptop,10,15614.39
2025-02-09,EU,🎧 Audio,19,5030.95
2025-02-09,EU,🖥 Desktop,17,22156.03
2025-02-09,APAC,📱 Mobile,9,6986.74
2025-02-09,APAC,💻 Laptop,9,13073.13
2025-02-09,APAC,🎧 Audio,11,3070.47
2025-02-09,APAC,🖥 Desktop,10,10290.63
2025-02-09,LATAM,📱 Mobile,7,6274.04
2025-02-09,LATAM,💻 Laptop,8,12004.28
2025-02-09,LATAM,🎧 Audio,4,920.07
2025-02-09,LATAM,🖥 Desktop,10,11859.27
2025-02-10,NA,📱 Mobile,14,12050.04
2025-02-10,NA,💻 Laptop,22,34448.37
2025-02-10,NA,🎧 Audio,20,4482.99
2025-02-10,NA,🖥 Desktop,28,37058.51
2025-02-10,EU,📱 Mobile,15,10810.38
2025-02-10,EU,💻 Laptop,13,19141.97
2025-02-10,EU,🎧 Audio,21,4661.04
2025-02-10,EU,🖥 Desktop,13,15422.24
2025-02-10,APAC,📱 Mobile,17,12341.62
2025-02-10,APAC,💻 Laptop,13,18338.82
2025-02-10,APAC,🎧 Audio,13,2913.23
2025-02-10,APAC,🖥 Desktop,8,8609.24
2025-02-10,LATAM,📱 Mobile,10,8053.23
2025-02-10,LATAM,💻 Laptop,13,17516.41
2025-02-10,LATAM,🎧 Audio,9,2570.73
2025-02-10,LATAM,🖥 Desktop,12,15388.12
2025-02-11,NA,📱 Mobile,36,25358.15
2025-02-11,NA,💻 Laptop,33,47780.86
2025-02-11,NA,🎧 Audio,34,9094.9
2025-02-11,NA,🖥 Desktop,23,27061.16
2025-02-11,EU,📱 Mobile,22,15524.27
2025-02-11,EU,💻 Laptop,27,36933.29
2025-02-11,EU,🎧 Audio,19,4606.11
2025-02-11,EU,🖥 Desktop,21,27399.99
2025-02-11,APAC,📱 Mobile,14,11644.79
2025-02-11,APAC,💻 Laptop,11,16318.23
2025-02-11,APAC,🎧 Audio,19,4614.22
2025-02-11,APAC,🖥 Desktop,19,24448.07
2025-02-11,LATAM,📱 Mobile,13,10630.81
2025-02-11,LATAM,💻 Laptop,9,14508.86
2025-02-11,LATAM,🎧 Audio,9,2400.0
2025-02-11,LATAM,🖥 Desktop,11,14705.11
2025-02-12,NA,📱 Mobile,25,22114.66
2025-02-12,NA,💻 Laptop,14,22131.46
2025-02-12,NA,🎧 Audio,20,4719.52
2025-02-12,NA,🖥 Desktop,19,23677.41
2025-02-12,EU,📱 Mobile,24,20826.5
2025-02-12,EU,💻 Laptop,23,36706.11
2025-02-12,EU,🎧 Audio,17,4152.56
2025-02-12,EU,🖥 Desktop,17,20125.79
2025-02-12,APAC,📱 Mobile,12,10104.71
2025-02-12,APAC,💻 Laptop,12,20323.07
2025-02-12,APAC,🎧 Audio,18,4875.54
2025-02-12,APAC,🖥 Desktop,20,23198.7
2025-02-12,LATAM,📱 Mobile,3,2067.46
2025-02-12,LATAM,💻 Laptop,11,16714.63
2025-02-12,LATAM,🎧 Audio,13,3679.57
2025-02-12,LATAM,🖥 Desktop,14,16896.87
2025-02-13,NA,📱 Mobile,30,24295.45
2025-02-13,NA,💻 Laptop,29,46335.71
2025-02-13,NA,🎧 Audio,15,4120.11
2025-02-13,NA,🖥 Desktop,23,27779.58
2025-02-13,EU,📱 Mobile,10,7304.21
2025-02-13,EU,💻 Laptop,27,42739.98
2025-02-13,EU,🎧 Audio,13,2881.83
2025-02-13,EU,🖥 Desktop,26,35734.62
2025-02-13,APAC,📱 Mobile,14,10441.84
2025-02-13,APAC,💻 Laptop,16,23277.73
2025-02-13,APAC,🎧 Audio,19,4636.78
2025-02-13,APAC,🖥 Desktop,16,20341.94
2025-02-13,LATAM,📱 Mobile,9,6604.76
2025-02-13,LATAM,💻 Laptop,12,19303.94
2025-02-13,LATAM,🎧 Audio,14,3204.86
2025-02-13,LATAM,🖥 Desktop,9,11776.82
2025-02-14,NA,📱 Mobile,21,14931.67
2025-02-14,NA,💻 Laptop,27,43860.78
2025-02-14,NA,🎧 Audio,27,6687.55
2025-02-14,NA,🖥 Desktop,16,19557.43
2025-02-14,EU,📱 Mobile,22,16824.54
2025-02-14,EU,💻 Laptop,33,51561.13
2025-02-14,EU,🎧 Audio,24,5942.58
2025-02-14,EU,🖥 Desktop,12,13511.56
2025-02-14,APAC,📱 Mobile,13,11441.28
2025-02-14,APAC,💻 Laptop,15,21519.54
2025-02-14,APAC,🎧 Audio,17,4092.09
2025-02-14,APAC,🖥 Desktop,13,14446.61
2025-02-14,LATAM,📱 Mobile,9,6125.82
2025-02-14,LATAM,💻 Laptop,11,17597.86
2025-02-14,LATAM,🎧 Audio,10,2351.37
2025-02-14,LATAM,🖥 Desktop,12,14311.66
2025-02-15,NA,📱 Mobile,11,9220.46
2025-02-15,NA,💻 Laptop,19,27323.79
2025-02-15,NA,🎧 Audio,24,5202.71
2025-02-15,NA,🖥 Desktop,13,17134.57
2025-02-15,EU,📱 Mobile,19,13560.23
2025-02-15,EU,💻 Laptop,11,18140.07
2025-02-15,EU,🎧 Audio,14,2987.05
2025-02-15,EU,🖥 Desktop,14,19076.91
2025-02-15,APAC,📱 Mobile,9,6339.27
2025-02-15,APAC,💻 Laptop,9,12053.07
2025-02-15,APAC,🎧 Audio,11,2623.32
2025-02-15,APAC,🖥 Desktop,15,16124.43
2025-02-15,LATAM,📱 Mobile,10,7202.99
2025-02-15,LATAM,💻 Laptop,5,8380.05
2025-02-15,LATAM,🎧 Audio,5,1313.17
2025-02-15,LATAM,🖥 Desktop,5,6709.04
2025-02-16,NA,📱 Mobile,19,13820.01
2025-02-16,NA,💻 Laptop,9,14280.81
2025-02-16,NA,🎧 Audio,10,2453.94
2025-02-16,NA,🖥 Desktop,15,20066.49
2025-02-16,EU,📱 Mobile,11,8098.22
2025-02-16,EU,💻 Laptop,13,17390.13
2025-02-16,EU,🎧 Audio,13,3217.92
2025-02-16,EU,🖥 Desktop,14,15007.88
2025-02-16,APAC,📱 Mobile,7,5666.43
2025-02-16,APAC,💻 Laptop,11,18296.24
2025-02-16,APAC,🎧 Audio,16,3961.55
2025-02-16,APAC,🖥 Desktop,11,13447.77
2025-02-16,LATAM,📱 Mobile,5,3849.95
2025-02-16,LATAM,💻 Laptop,4,5853.87
2025-02-16,LATAM,🎧 Audio,8,2082.22
2025-02-16,LATAM,🖥 Desktop,7,8743.04
2025-02-17,NA,📱 Mobile,33,27846.1
2025-02-17,NA,💻 Laptop,26,44048.47
2025-02-17,NA,🎧 Audio,16,4012.75
2025-02-17,NA,🖥 Desktop,39,46584.84
2025-02-17,EU,📱 Mobile,22,18752.01
2025-02-17,EU,💻 Laptop,20,31127.5
2025-02-17,EU,🎧 Audio,15,3599.43
2025-02-17,EU,🖥 Desktop,29,34534.13
2025-02-17,APAC,📱 Mobile,9,6575.17
2025-02-17,APAC,💻 Laptop,14,20591.69
2025-02-17,APAC,🎧 Audio,11,3019.55
2025-02-17,APAC,🖥 Desktop,18,20257.88
2025-02-17,LATAM,📱 Mobile,12,9610.8
2025-02-17,LATAM,💻 Laptop,8,11178.11
2025-02-17,LATAM,🎧 Audio,3,784.78
2025-02-17,LATAM,🖥 Desktop,10,13051.02
2025-02-18,NA,📱 Mobile,22,16539.88
2025-02-18,NA,💻 Laptop,29,44628.19
2025-02-18,NA,🎧 Audio,17,3663.57
2025-02-18,NA,🖥 Desktop,16,20482.62
2025-02-18,EU,📱 Mobile,26,17990.13
2025-02-18,EU,💻 Laptop,16,22562.93
2025-02-18,EU,🎧 Audio,24,6758.58
2025-02-18,EU,🖥 Desktop,21,26021.66
2025-02-18,APAC,📱 Mobile,12,10780.29
2025-02-18,APAC,💻 Laptop,10,15502.83
2025-02-18,APAC,🎧 Audio,11,2912.03
2025-02-18,APAC,🖥 Desktop,12,14816.05
2025-02-18,LATAM,📱 Mobile,10,8400.81
2025-02-18,LATAM,💻 Laptop,9,13329.41
2025-02-18,LATAM,🎧 Audio,11,2487.07
2025-02-18,LATAM,🖥 Desktop,9,9299.81
2025-02-19,NA,📱 Mobile,27,22609.05
2025-02-19,NA,💻 Laptop,11,15850.9
2025-02-19,NA,🎧 Audio,29,7385.07
2025-02-19,NA,🖥 Desktop,15,16693.21
2025-02-19,EU,📱 Mobile,19,14372.26
2025-02-19,EU,💻 Laptop,26,38188.9
2025-02-19,EU,🎧 Audio,13,2815.75
2025-02-19,EU,🖥 Desktop,11,13467.33
2025-02-19,APAC,📱 Mobile,18,15740.63
2025-02-19,APAC,💻 Laptop,16,24542.31
2025-02-19,APAC,🎧 Audio,20,4271.2
2025-02-19,APAC,🖥 Desktop,14,16231.2
2025-02-19,LATAM,📱 Mobile,5,4576.94
2025-02-19,LATAM,💻 Laptop,7,10422.66
2025-02-19,LATAM,🎧 Audio,10,2608.38
2025-02-19,LATAM,🖥 Desktop,11,12060.62
2025-02-20,NA,📱 Mobile,25,17028.7
2025-02-20,NA,💻 Laptop,25,39567.31
2025-02-20,NA,🎧 Audio,36,7887.98
2025-02-20,NA,🖥 Desktop,36,47989.36
2025-02-20,EU,📱 Mobile,21,17905.53
2025-02-20,EU,💻 Laptop,21,29064.46
2025-02-20,EU,🎧 Audio,20,4325.21
2025-02-20,EU,🖥 Desktop,17,22077.02
2025-02-20,APAC,📱 Mobile,14,11971.87
2025-02-20,APAC,💻 Laptop,8,10503.44
2025-02-20,APAC,🎧 Audio,11,2717.48
2025-02-20,APAC,🖥 Desktop,11,14912.09
2025-02-20,LATAM,📱 Mobile,11,9373.43
2025-02-20,LATAM,💻 Laptop,18,23042.35
2025-02-20,LATAM,🎧 Audio,15,4107.01
2025-02-20,LATAM,🖥 Desktop,11,11535.54
2025-02-21,NA,📱 Mobile,21,15116.63
2025-02-21,NA,💻 Laptop,34,56522.8
2025-02-21,NA,🎧 Audio,22,5281.48
2025-02-21,NA,🖥 Desktop,25,30674.67
2025-02-21,EU,📱 Mobile,13,9292.11
2025-02-21,EU,💻 Laptop,24,39211.5
2025-02-21,EU,🎧 Audio,16,4155.65
2025-02-21,EU,🖥 Desktop,27,31602.62
2025-02-21,APAC,📱 Mobile,10,9067.81
2025-02-21,APAC,💻 Laptop,21,34189.7
2025-02-21,APAC,🎧 Audio,13,2821.62
2025-02-21,APAC,🖥 Desktop,14,19188.71
2025-02-21,LATAM,📱 Mobile,9,6837.21
2025-02-21,LATAM,💻 Laptop,6,9285.72
2025-02-21,LATAM,🎧 Audio,16,4121.36
2025-02-21,LATAM,🖥 Desktop,10,11310.95
2025-02-22,NA,📱 Mobile,9,6933.62
2025-02-22,NA,💻 Laptop,21,33246.57
2025-02-22,NA,🎧 Audio,10,2730.61
2025-02-22,NA,🖥 Desktop,12,13463.9
2025-02-22,EU,📱 Mobile,17,13283.8
2025-02-22,EU,💻 Laptop,15,23084.84
2025-02-22,EU,🎧 Audio,18,3882.1
2025-02-22,EU,🖥 Desktop,7,9239.74
2025-02-22,APAC,📱 Mobile,13,10624.35
2025-02-22,APAC,💻 Laptop,6,8389.39
2025-02-22,APAC,🎧 Audio,14,3693.87
2025-02-22,APAC,🖥 Desktop,7,9442.65
2025-02-22,LATAM,📱 Mobile,7,5690.17
2025-02-22,LATAM,💻 Laptop,8,13070.6
2025-02-22,LATAM,🎧 Audio,8,2259.03
2025-02-22,LATAM,🖥 Desktop,11,12146.77
2025-02-23,NA,📱 Mobile,12,9500.13
2025-02-23,NA,💻 Laptop,13,17783.53
2025-02-23,NA,🎧 Audio,17,4621.87
2025-02-23,NA,🖥 Desktop,25,29637.46
2025-02-23,EU,📱 Mobile,20,17306.4
2025-02-23,EU,💻 Laptop,18,24836.22
2025-02-23,EU,🎧 Audio,8,2231.06
2025-02-23,EU,🖥 Desktop,11,13286.56
2025-02-23,APAC,📱 Mobile,7,5077.77
2025-02-23,APAC,💻 Laptop,12,16338.5
2025-02-23,APAC,🎧 Audio,13,3116.26
2025-02-23,APAC,🖥 Desktop,15,18347.93
2025-02-23,LATAM,📱 Mobile,6,4294.57
2025-02-23,LATAM,💻 Laptop,9,11655.61
2025-02-23,LATAM,🎧 Audio,9,1984.13
2025-02-23,LATAM,🖥 Desktop,7,8734.51
2025-02-24,NA,📱 Mobile,26,21406.61
2025-02-24,NA,💻 Laptop,21,30034.51
2025-02-24,NA,🎧 Audio,24,5160.44
2025-02-24,NA,🖥 Desktop,25,34413.64
2025-02-24,EU,📱 Mobile,25,20403.1
2025-02-24,EU,💻 Laptop,16,22283.5
2025-02-24,EU,🎧 Audio,22,6236.72
2025-02-24,EU,🖥 Desktop,15,19443.14
2025-02-24,APAC,📱 Mobile,20,14819.18
2025-02-24,APAC,💻 Laptop,6,7752.25
2025-02-24,APAC,🎧 Audio,17,3719.16
2025-02-24,APAC,🖥 Desktop,18,18690.46
2025-02-24,LATAM,📱 Mobile,6,4739.92
2025-02-24,LATAM,💻 Laptop,9,15311.18
2025-02-24,LATAM,🎧 Audio,12,3088.26
2025-02-24,LATAM,🖥 Desktop,10,11630.63
2025-02-25,NA,📱 Mobile,37,27443.88
2025-02-25,NA,💻 Laptop,36,55044.51
2025-02-25,NA,🎧 Audio,15,3940.94
2025-02-25,NA,🖥 Desktop,13,15099.79
2025-02-25,EU,📱 Mobile,18,16412.12
2025-02-25,EU,💻 Laptop,22,37867.99
2025-02-25,EU,🎧 Audio,21,4865.48
2025-02-25,EU,🖥 Desktop,23,26374.65
2025-02-25,APAC,📱 Mobile,23,20261.44
2025-02-25,APAC,💻 Laptop,11,14257.86
2025-02-25,APAC,🎧 Audio,18,4698.03
2025-02-25,APAC,🖥 Desktop,10,13747.53
2025-02-25,LATAM,📱 Mobile,12,10334.26
2025-02-25,LATAM,💻 Laptop,12,20372.66
2025-02-25,LATAM,🎧 Audio,10,2568.6
2025-02-25,LATAM,🖥 Desktop,9,11635.59
2025-02-26,NA,📱 Mobile,30,22250.48
2025-02-26,NA,💻 Laptop,29,38595.07
2025-02-26,NA,🎧 Audio,21,4838.07
2025-02-26,NA,🖥 Desktop,26,27859.88
2025-02-26,EU,📱 Mobile,21,17894.82
2025-02-26,EU,💻 Laptop,20,27255.93
2025-02-26,EU,🎧 Audio,33,7558.37
2025-02-26,EU,🖥 Desktop,24,32549.56
2025-02-26,APAC,📱 Mobile,22,15697.95
2025-02-26,APAC,💻 Laptop,10,14762.6
2025-02-26,APAC,🎧 Audio,24,6616.05
2025-02-26,APAC,🖥 Desktop,22,27416.7
2025-02-26,LATAM,📱 Mobile,9,7897.81
2025-02-26,LATAM,💻 Laptop,12,17878.71
2025-02-26,LATAM,🎧 Audio,10,2291.24
2025-02-26,LATAM,🖥 Desktop,10,10404.22
2025-02-27,NA,📱 Mobile,23,16438.8
2025-02-27,NA,💻 Laptop,17,28336.03
2025-02-27,NA,🎧 Audio,25,5604.41
2025-02-27,NA,🖥 Desktop,32,35763.15
2025-02-27,EU,📱 Mobile,24,17286.52
2025-02-27,EU,💻 Laptop,17,25431.2
2025-02-27,EU,🎧 Audio,16,3537.0
2025-02-27,EU,🖥 Desktop,32,43913.72
2025-02-27,APAC,📱 Mobile,25,21009.68
2025-02-27,APAC,💻 Laptop,19,26030.41
2025-02-27,APAC,🎧 Audio,13,3013.85
2025-02-27,APAC,🖥 Desktop,17,18573.93
2025-02-27,LATAM,📱 Mobile,5,4597.7
2025-02-27,LATAM,💻 Laptop,18,30443.15
2025-02-27,LATAM,🎧 Audio,13,3636.29
2025-02-27,LATAM,🖥 Desktop,12,12488.32
2025-02-28,NA,📱 Mobile,25,22871.79
2025-02-28,NA,💻 Laptop,20,25644.26
2025-02-28,NA,🎧 Audio,27,6021.29
2025-02-28,NA,🖥 Desktop,20,20413.85
2025-02-28,EU,📱 Mobile,25,18114.92
2025-02-28,EU,💻 Laptop,16,23533.8
2025-02-28,EU,🎧 Audio,25,6383.76
2025-02-28,EU,🖥 Desktop,19,20324.43
2025-02-28,APAC,📱 Mobile,19,16164.98
2025-02-28,APAC,💻 Laptop,23,31360.96
2025-02-28,APAC,🎧 Audio,18,4646.55
2025-02-28,APAC,🖥 Desktop,17,20372.34
2025-02-28,LATAM,📱 Mobile,11,9096.82
2025-02-28,LATAM,💻 Laptop,13,20715.38
2025-02-28,LATAM,🎧 Audio,13,2959.73
2025-02-28,LATAM,🖥 Desktop,8,8349.2
2025-03-01,NA,📱 Mobile,17,14504.36
2025-03-01,NA,💻 Laptop,13,16898.93
2025-03-01,NA,🎧 Audio,19,5237.22
2025-03-01,NA,🖥 Desktop,14,18637.11
2025-03-01,EU,📱 Mobile,14,12578.33
2025-03-01,EU,💻 Laptop,15,22342.15
2025-03-01,EU,🎧 Audio,17,3849.72
2025-03-01,EU,🖥 Desktop,13,17151.99
2025-03-01,APAC,📱 Mobile,10,7690.8
2025-03-01,APAC,💻 Laptop,13,20055.14
2025-03-01,APAC,🎧 Audio,15,3688.99
2025-03-01,APAC,🖥 Desktop,11,13261.88
2025-03-01,LATAM,📱 Mobile,10,8759.69
2025-03-01,LATAM,💻 Laptop,10,16644.62
2025-03-01,LATAM,🎧 Audio,6,1446.63
2025-03-01,LATAM,🖥 Desktop,11,14195.21
2025-03-02,NA,📱 Mobile,26,23633.28
2025-03-02,NA,💻 Laptop,21,31450.89
2025-03-02,NA,🎧 Audio,12,3033.6
2025-03-02,NA,🖥 Desktop,17,17466.61
2025-03-02,EU,📱 Mobile,18,13027.94
2025-03-02,EU,💻 Laptop,14,18496.86
2025-03-02,EU,🎧 Audio,15,3221.33
2025-03-02,EU,🖥 Desktop,22,23204.05
2025-03-02,APAC,📱 Mobile,11,7526.69
2025-03-02,APAC,💻 Laptop,9,13902.56
2025-03-02,APAC,🎧 Audio,8,2121.59
2025-03-02,APAC,🖥 Desktop,10,10570.31
2025-03-02,LATAM,📱 Mobile,10,6908.41
2025-03-02,LATAM,💻 Laptop,5,6651.86
2025-03-02,LATAM,🎧 Audio,5,1167.36
2025-03-02,LATAM,🖥 Desktop,8,8511.47
2025-03-03,NA,📱 Mobile,23,18906.8
2025-03-03,NA,💻 Laptop,28,46549.74
2025-03-03,NA,🎧 Audio,31,8323.3
2025-03-03,NA,🖥 Desktop,32,34533.0
2025-03-03,EU,📱 Mobile,28,21652.36
2025-03-03,EU,💻 Laptop,10,14642.18
2025-03-03,EU,🎧 Audio,25,6054.31
2025-03-03,EU,🖥 Desktop,16,21741.84
2025-03-03,APAC,📱 Mobile,17,12540.74
2025-03-03,APAC,💻 Laptop,13,18535.23
2025-03-03,APAC,🎧 Audio,5,1364.14
2025-03-03,APAC,🖥 Desktop,21,28320.55
2025-03-03,LATAM,📱 Mobile,14,9699.94
2025-03-03,LATAM,💻 Laptop,6,9046.91
2025-03-03,LATAM,🎧 Audio,18,4161.53
2025-03-03,LATAM,🖥 Desktop,9,10547.72
2025-03-04,NA,📱 Mobile,22,17762.62
2025-03-04,NA,💻 Laptop,21,27429.55
2025-03-04,NA,🎧 Audio,19,4067.18
2025-03-04,NA,🖥 Desktop,29,31035.41
2025-03-04,EU,📱 Mobile,31,28050.79
2025-03-04,EU,💻 Laptop,20,31198.9
2025-03-04,EU,🎧 Audio,26,7250.05
2025-03-04,EU,🖥 Desktop,11,11356.12
2025-03-04,APAC,📱 Mobile,14,11799.55
2025-03-04,APAC,💻 Laptop,14,19572.63
2025-03-04,APAC,🎧 Audio,7,1813.66
2025-03-04,APAC,🖥 Desktop,14,15542.93
2025-03-04,LATAM,📱 Mobile,8,7265.66
2025-03-04,LATAM,💻 Laptop,11,15448.24
2025-03-04,LATAM,🎧 Audio,10,2215.29
2025-03-04,LATAM,🖥 Desktop,15,18509.16
2025-03-05,NA,📱 Mobile,33,24565.82
2025-03-05,NA,💻 Laptop,24,35637.31
2025-03-05,NA,🎧 Audio,22,4879.47
2025-03-05,NA,🖥 Desktop,25,26682.32
2025-03-05,EU,📱 Mobile,20,14983.87
2025-03-05,EU,💻 Laptop,27,37382.32
2025-03-05,EU,🎧 Audio,28,7713.47
2025-03-05,EU,🖥 Desktop,26,32229.16
2025-03-05,APAC,📱 Mobile,11,8011.15
2025-03-05,APAC,💻 Laptop,14,22325.27
2025-03-05,APAC,🎧 Audio,11,2843.06
2025-03-05,APAC,🖥 Desktop,18,21398.9
2025-03-05,LATAM,📱 Mobile,11,8064.97
2025-03-05,LATAM,💻 Laptop,13,19572.83
2025-03-05,LATAM,🎧 Audio,8,1707.13
2025-03-05,LATAM,🖥 Desktop,14,16057.37
2025-03-06,NA,📱 Mobile,29,23594.31
2025-03-06,NA,💻 Laptop,22,32914.93
2025-03-06,NA,🎧 Audio,22,5162.58
2025-03-06,NA,🖥 Desktop,45,58408.48
2025-03-06,EU,📱 Mobile,23,20449.43
2025-03-06,EU,💻 Laptop,24,35351.85
2025-03-06,EU,🎧 Audio,27,6628.29
2025-03-06,EU,🖥 Desktop,24,30833.97
2025-03-06,APAC,📱 Mobile,19,17294.43
2025-03-06,APAC,💻 Laptop,19,30540.35
2025-03-06,APAC,🎧 Audio,19,4539.75
2025-03-06,APAC,🖥 Desktop,20,25262.48
2025-03-06,LATAM,📱 Mobile,7,6139.61
2025-03-06,LATAM,💻 Laptop,8,12063.97
2025-03-06,LATAM,🎧 Audio,11,2964.25
2025-03-06,LATAM,🖥 Desktop,6,7146.51
2025-03-07,NA,📱 Mobile,28,25186.82
2025-03-07,NA,💻 Laptop,16,21316.36
2025-03-07,NA,🎧 Audio,26,7018.07
2025-03-07,NA,🖥 Desktop,26,32003.41
2025-03-07,EU,📱 Mobile,8,6538.16
2025-03-07,EU,💻 Laptop,22,32187.31
2025-03-07,EU,🎧 Audio,24,6193.2
2025-03-07,EU,🖥 Desktop,11,12723.07
2025-03-07,APAC,📱 Mobile,12,10242.42
2025-03-07,APAC,💻 Laptop,18,25322.64
2025-03-07,APAC,🎧 Audio,12,2896.05
2025-03-07,APAC,🖥 Desktop,20,22718.36
2025-03-07,LATAM,📱 Mobile,13,10398.6
2025-03-07,LATAM,💻 Laptop,6,8848.88
2025-03-07,LATAM,🎧 Audio,12,2680.49
2025-03-07,LATAM,🖥 Desktop,14,17180.18
2025-03-08,NA,📱 Mobile,16,14413.42
2025-03-08,NA,💻 Laptop,17,24152.58
2025-03-08,NA,🎧 Audio,23,6541.37
2025-03-08,NA,🖥 Desktop,11,12029.07
2025-03-08,EU,📱 Mobile,8,5460.53
2025-03-08,EU,💻 Laptop,19,24630.63
2025-03-08,EU,🎧 Audio,11,3096.76
2025-03-08,EU,🖥 Desktop,13,16879.89
2025-03-08,APAC,📱 Mobile,1,804.19
2025-03-08,APAC,💻 Laptop,9,13569.93
2025-03-08,APAC,🎧 Audio,10,2393.28
2025-03-08,APAC,🖥 Desktop,9,11106.89
2025-03-08,LATAM,📱 Mobile,5,4211.77
2025-03-08,LATAM,💻 Laptop,12,18136.34
2025-03-08,LATAM,🎧 Audio,10,2425.67
2025-03-08,LATAM,🖥 Desktop,9,10998.74
2025-03-09,NA,📱 Mobile,10,9114.73
2025-03-09,NA,💻 Laptop,14,20916.29
