incident_id,occurred_at,incident_type,severity,latitude,longitude
INC-000923,2026-04-01T07:37:39,vandalism,low,37.7139,-122.416542
INC-000924,2025-11-09T15:39:15,other,low,30.149582,-97.84627
INC-000925,2025-12-29T10:40:11,vandalism,medium,30.113818,-97.76781
INC-000926,2025-01-05T02:29:16,theft-from-vehicle,low,41.85941,-87.568597
INC-000927,2025-12-19T07:27:18,burglary,medium,40.688321,-74.232342
INC-000928,2024-10-10T19:52:07,theft-from-vehicle,medium,30.359129,-97.578687
INC-000929,2025-06-05T20:25:13,vehicle-theft,low,41.870854,-87.674974
INC-000930,2024-07-31T04:44:28,other,low,33.958963,-118.091381
INC-000931,2025-04-16T16:06:15,burglary,medium,42.011471,-87.786398
INC-000932,2025-08-14T15:13:43,drug-violation,medium,33.880969,-118.271415
INC-000933,2024-06-23T04:03:31,theft-from-vehicle,low,34.128311,-118.217407
INC-000934,2024-11-05T06:26:30,vandalism,low,37.661749,-122.256139
INC-000935,2024-11-21T01:30:53,vandalism,low,37.929229,-122.470064
INC-000936,2026-02-21T12:17:38,burglary,medium,37.89506,-122.558637
INC-000937,2026-03-10T09:27:48,theft-from-vehicle,medium,47.582441,-122.303454
INC-000938,2026-01-20T06:44:30,drug-violation,low,37.798238,-122.587436
INC-000939,2024-08-08T08:42:53,drug-violation,low,33.896405,-118.343355
INC-000940,2025-12-30T05:51:36,vandalism,medium,37.762315,-122.338291
INC-000941,2026-04-11T14:13:06,theft-from-vehicle,high,34.146,-118.320226
INC-000942,2025-08-06T13:31:57,burglary,medium,34.075471,-118.384584
INC-000943,2025-06-30T04:49:27,burglary,low,34.041631,-118.312101
INC-000944,2024-07-28T18:03:06,assault,low,34.03708,-118.428287
INC-000945,2024-07-12T21:22:15,assault,medium,34.05116,-118.279041
INC-000946,2025-08-01T05:07:27,vehicle-theft,high,37.73434,-122.61374
INC-000947,2025-09-30T17:55:33,vandalism,low,40.747711,-73.795839
INC-000948,2024-05-05T01:27:04,vehicle-theft,low,40.726845,-73.969817
INC-000949,2025-06-17T03:51:07,assault,high,40.816089,-73.97982
INC-000950,2025-12-06T06:12:39,vandalism,low,40.704809,-74.243291
INC-000951,2025-02-03T01:20:05,burglary,low,25.754386,-80.155158
INC-000952,2025-05-02T10:06:55,theft-from-vehicle,medium,39.840407,-105.141809
INC-000953,2025-05-04T19:29:15,vehicle-theft,low,40.662079,-73.860093
INC-000954,2025-09-07T01:04:05,vehicle-theft,low,34.111953,-118.18712
INC-000955,2025-10-20T16:07:15,vehicle-theft,medium,40.751959,-74.189164
INC-000956,2025-11-02T09:25:07,fraud,medium,37.90586,-122.393828
INC-000957,2024-11-19T12:52:03,burglary,low,37.781077,-122.482793
INC-000958,2025-01-09T10:04:21,vehicle-theft,medium,30.220806,-97.841702
INC-000959,2024-11-14T00:19:55,burglary,low,47.603001,-122.384884
INC-000960,2025-05-06T20:01:52,other,medium,25.869967,-80.340635
INC-000961,2025-05-08T01:15:35,assault,medium,40.574433,-73.872649
INC-000962,2024-06-08T14:21:22,burglary,low,33.908772,-118.132866
INC-000963,2025-12-10T06:43:52,assault,low,25.719561,-80.096849
INC-000964,2024-11-06T16:27:47,burglary,medium,34.132686,-118.200014
INC-000965,2024-06-02T21:17:51,burglary,medium,40.755059,-73.963097
INC-000966,2025-12-01T16:02:29,fraud,medium,34.027308,-118.399178
INC-000967,2025-10-27T19:28:57,robbery,medium,30.409156,-97.841082
INC-000968,2024-11-19T19:13:18,burglary,low,47.615627,-122.181972
INC-000969,2025-12-13T03:15:01,theft-from-vehicle,low,37.90178,-122.318086
INC-000970,2025-03-14T20:33:02,burglary,medium,41.841537,-87.826452
INC-000971,2025-02-27T02:23:10,burglary,medium,37.609887,-122.357393
INC-000972,2026-01-02T10:04:36,vandalism,low,34.08677,-118.16914
INC-000973,2025-09-19T06:35:45,burglary,high,41.956716,-87.520891
INC-000974,2024-09-28T08:06:04,other,medium,41.94861,-87.787233
INC-000975,2025-09-08T05:45:56,theft-from-vehicle,medium,40.77708,-74.219877
INC-000976,2025-10-25T22:36:23,fraud,medium,30.409226,-97.819396
INC-000977,2024-11-03T20:27:04,drug-violation,medium,40.676488,-73.997008
INC-000978,2024-07-21T02:26:06,burglary,low,30.223711,-97.708396
INC-000979,2025-01-18T16:46:24,vandalism,medium,41.916716,-87.74049
INC-000980,2024-06-03T18:17:27,drug-violation,medium,34.117438,-118.118822
INC-000981,2026-04-23T08:31:58,fraud,medium,37.74413,-122.428401
INC-000982,2025-04-09T08:00:40,assault,medium,47.736056,-122.185657
INC-000983,2025-05-08T03:24:39,theft-from-vehicle,medium,30.232116,-97.570551
INC-000984,2024-08-06T02:36:11,burglary,medium,30.423498,-97.785046
INC-000985,2025-11-12T13:10:17,theft-from-vehicle,low,34.006725,-118.376778
INC-000986,2025-06-26T08:54:37,vandalism,medium,41.934354,-87.427399
INC-000987,2024-08-12T19:38:06,theft-from-vehicle,medium,37.85579,-122.447357
INC-000988,2026-03-03T20:56:37,theft-from-vehicle,low,41.816888,-87.624974
INC-000989,2024-07-08T05:18:58,other,medium,40.767269,-73.982641
INC-000990,2024-10-14T04:29:39,assault,medium,30.435081,-97.686816
INC-000991,2025-06-28T07:13:42,drug-violation,low,47.461165,-122.432136
INC-000992,2024-12-09T23:48:55,vehicle-theft,low,39.79569,-104.948955
INC-000993,2025-12-23T22:11:59,burglary,high,34.068171,-118.332658
INC-000994,2026-02-17T23:40:32,drug-violation,medium,34.076839,-118.448164
INC-000995,2024-06-21T08:42:43,theft-from-vehicle,low,33.92754,-118.216294
INC-000996,2025-02-24T06:56:56,vehicle-theft,low,25.8388,-80.291905
INC-000997,2025-02-28T12:46:37,fraud,low,34.137371,-118.332702
INC-000998,2025-11-19T10:45:08,vandalism,medium,40.573524,-73.858729
INC-000999,2025-11-12T16:57:16,assault,low,37.813074,-122.301084
INC-001000,2025-08-05T18:03:28,assault,medium,34.231093,-118.222137
INC-001001,2025-01-13T01:42:12,burglary,low,39.671752,-104.930321
INC-001002,2026-04-03T16:12:21,vandalism,medium,34.160584,-118.109799
INC-001003,2025-10-20T02:04:04,theft-from-vehicle,medium,25.73903,-80.126287
INC-001004,2024-06-09T10:12:34,burglary,medium,41.792506,-87.796779
INC-001005,2024-07-01T21:44:09,robbery,high,37.63199,-122.379436
INC-001006,2025-10-10T13:50:09,vandalism,medium,33.97849,-118.374828
INC-001007,2024-09-19T07:41:26,vehicle-theft,low,25.676315,-80.184089
INC-001008,2026-03-19T14:31:36,assault,low,34.011671,-118.156841
INC-001009,2026-03-26T14:45:45,drug-violation,low,30.438852,-97.735242
INC-001010,2025-05-19T15:35:52,vandalism,low,25.860978,-80.223838
INC-001011,2026-01-17T09:01:43,burglary,low,47.751103,-122.205339
INC-001012,2026-02-05T11:39:17,other,medium,47.716113,-122.230082
INC-001013,2026-01-19T12:36:26,assault,low,40.748994,-73.869978
INC-001014,2025-09-02T15:28:01,drug-violation,high,30.187489,-97.602647
INC-001015,2024-11-17T13:27:06,burglary,medium,25.646421,-80.109017
INC-001016,2024-11-29T11:26:04,theft-from-vehicle,low,39.898142,-104.885595
INC-001017,2024-10-29T08:09:59,other,medium,41.869143,-87.805732
INC-001018,2024-10-12T19:32:05,vehicle-theft,medium,33.978503,-118.106592
INC-001019,2025-04-05T17:24:13,theft-from-vehicle,low,47.541383,-122.205862
INC-001020,2026-01-12T11:23:46,burglary,medium,47.53674,-122.282832
INC-001021,2026-03-31T00:51:17,theft-from-vehicle,medium,40.761558,-73.827212
INC-001022,2024-05-09T16:39:59,burglary,low,25.916561,-80.213147
INC-001023,2025-10-03T17:18:09,burglary,medium,34.0534,-118.069427
INC-001024,2025-04-05T15:15:24,vehicle-theft,low,37.638489,-122.314506
INC-001025,2024-10-21T01:53:29,drug-violation,medium,33.900472,-118.283213
INC-001026,2024-06-08T09:19:26,other,medium,40.664328,-74.230928
INC-001027,2024-08-17T23:02:01,other,high,25.64338,-80.271048
INC-001028,2025-10-09T17:12:54,burglary,low,34.196878,-118.229418
INC-001029,2024-05-23T06:43:57,burglary,medium,40.753938,-74.229746
INC-001030,2024-07-20T08:13:30,burglary,low,34.115809,-118.258764
INC-001031,2024-09-09T14:04:11,fraud,medium,41.876641,-87.576333
INC-001032,2026-04-17T09:24:59,drug-violation,low,47.607689,-122.30185
INC-001033,2025-10-02T02:35:49,burglary,medium,30.305631,-97.626545
INC-001034,2025-01-17T03:23:07,theft-from-vehicle,low,25.848607,-80.172716
INC-001035,2024-12-06T06:24:17,burglary,low,34.063257,-118.431324
INC-001036,2025-04-09T12:19:07,burglary,medium,47.68649,-122.243744
INC-001037,2025-12-18T04:24:54,burglary,medium,34.077568,-118.403867
INC-001038,2026-04-05T14:57:31,other,medium,34.170734,-118.103885
INC-001039,2024-12-23T01:30:24,drug-violation,medium,34.230635,-118.256666
INC-001040,2025-07-26T04:01:43,burglary,medium,40.619507,-73.895912
INC-001041,2026-01-18T14:16:35,burglary,low,34.021862,-118.084028
INC-001042,2024-06-26T03:17:12,vandalism,medium,41.989944,-87.507901
INC-001043,2025-02-15T04:14:45,other,low,40.730369,-74.111957
INC-001044,2025-03-25T15:56:23,burglary,medium,41.96811,-87.483983
INC-001045,2024-05-30T15:03:42,burglary,low,39.698548,-105.047244
INC-001046,2026-03-03T14:59:57,burglary,high,41.962629,-87.718838
INC-001047,2025-08-03T07:06:38,assault,low,37.801077,-122.46358
INC-001048,2024-10-01T01:50:23,vandalism,low,37.867345,-122.310961
INC-001049,2024-10-04T03:10:25,other,medium,37.852806,-122.296355
INC-001050,2026-04-07T03:53:59,burglary,medium,33.9911,-118.201009
INC-001051,2025-01-25T09:43:15,theft-from-vehicle,high,39.6225,-104.889178
INC-001052,2024-09-20T16:50:29,burglary,medium,34.041367,-118.364369
INC-001053,2024-09-09T12:37:57,other,low,40.588847,-73.881059
INC-001054,2024-08-15T07:57:18,theft-from-vehicle,medium,25.695867,-80.05752
INC-001055,2025-08-11T16:01:59,other,medium,25.933346,-80.151923
INC-001056,2024-09-24T08:08:55,theft-from-vehicle,low,37.813139,-122.520914
INC-001057,2024-08-05T14:34:16,fraud,low,40.809996,-73.924842
INC-001058,2025-05-22T21:55:57,vandalism,low,37.764299,-122.428456
INC-001059,2024-06-03T13:09:47,assault,medium,41.765065,-87.501114
INC-001060,2024-11-16T19:32:47,robbery,medium,37.860563,-122.248472
INC-001061,2025-02-19T15:39:48,fraud,low,42.009543,-87.575492
INC-001062,2025-08-08T13:25:16,vandalism,medium,25.642517,-80.118569
INC-001063,2025-09-10T05:08:43,other,low,25.839629,-80.22976
INC-001064,2025-12-30T05:58:07,theft-from-vehicle,low,37.658879,-122.423174
INC-001065,2024-06-26T14:51:19,burglary,medium,47.626133,-122.110524
INC-001066,2025-03-13T04:14:19,vehicle-theft,low,25.735616,-80.343547
INC-001067,2026-02-07T06:39:05,theft-from-vehicle,medium,30.331154,-97.865413
INC-001068,2026-03-22T12:46:57,fraud,low,41.834768,-87.450225
INC-001069,2025-01-23T07:54:04,theft-from-vehicle,medium,30.278149,-97.656655
INC-001070,2025-03-16T05:23:41,fraud,low,40.853254,-74.023957
INC-001071,2025-02-07T18:02:42,assault,medium,37.754639,-122.586969
INC-001072,2025-10-13T13:24:52,burglary,low,40.631639,-74.098742
INC-001073,2025-01-19T04:54:56,theft-from-vehicle,high,47.615677,-122.362778
INC-001074,2024-07-14T18:12:04,vehicle-theft,medium,41.880811,-87.722322
INC-001075,2026-01-04T03:00:28,assault,low,40.755421,-74.204848
INC-001076,2025-08-22T10:50:13,vandalism,medium,40.565867,-74.082008
INC-001077,2025-02-20T18:46:39,assault,low,40.571818,-73.941401
INC-001078,2024-12-16T02:00:44,vandalism,high,47.638485,-122.236374
INC-001079,2025-10-08T07:34:40,assault,low,39.815782,-104.882436
INC-001080,2026-02-13T05:57:56,burglary,low,25.811976,-80.206209
INC-001081,2026-02-16T01:30:58,burglary,low,33.975525,-118.402777
INC-001082,2025-07-03T22:28:39,theft-from-vehicle,low,37.830533,-122.31174
INC-001083,2026-03-22T02:28:20,theft-from-vehicle,low,34.150861,-118.390412
INC-001084,2025-02-18T09:39:06,theft-from-vehicle,low,40.657154,-73.950771
INC-001085,2025-08-14T06:59:55,drug-violation,low,39.894924,-105.079968
INC-001086,2025-03-13T23:31:57,vandalism,medium,40.608726,-73.863903
INC-001087,2025-07-23T20:20:01,theft-from-vehicle,low,37.864801,-122.608467
INC-001088,2025-03-25T08:13:50,vandalism,low,37.828633,-122.599726
INC-001089,2024-05-21T06:06:26,robbery,medium,42.036388,-87.663932
INC-001090,2025-04-01T14:39:12,drug-violation,low,40.758312,-74.216976
INC-001091,2025-10-30T00:31:50,burglary,medium,37.93997,-122.389849
INC-001092,2025-03-01T05:35:20,burglary,high,30.4398,-97.797367
INC-001093,2024-10-26T16:40:58,fraud,high,34.014486,-118.044394
INC-001094,2025-11-06T18:31:18,vehicle-theft,medium,37.865437,-122.385519
INC-001095,2024-11-18T21:32:01,robbery,high,30.248311,-97.678648
INC-001096,2024-09-22T14:58:32,vehicle-theft,low,33.896057,-118.304158
INC-001097,2025-10-29T23:07:17,fraud,low,47.615211,-122.395078
INC-001098,2025-09-24T00:29:42,vandalism,low,34.092652,-118.099799
INC-001099,2024-07-16T13:41:39,assault,low,47.577287,-122.589239
INC-001100,2026-03-03T12:47:14,vehicle-theft,medium,34.106195,-118.405047
INC-001101,2026-01-07T09:53:53,drug-violation,medium,25.85101,-80.088856
INC-001102,2026-04-05T11:16:00,burglary,high,47.54871,-122.333771
INC-001103,2025-12-20T10:04:51,assault,low,34.112995,-118.159443
INC-001104,2025-08-19T19:00:29,fraud,low,37.719199,-122.318717
INC-001105,2025-09-06T09:13:30,theft-from-vehicle,low,39.806435,-105.175534
INC-001106,2024-07-21T04:50:21,burglary,low,41.965441,-87.834726
INC-001107,2025-07-19T03:01:23,other,low,34.096668,-118.158111
INC-001108,2025-09-20T12:30:23,burglary,low,40.582496,-74.127032
INC-001109,2025-04-08T02:41:55,other,low,40.710233,-73.907931
INC-001110,2025-03-26T07:26:52,vandalism,low,37.888347,-122.461885
INC-001111,2026-04-29T23:43:45,drug-violation,low,37.921031,-122.365609
INC-001112,2024-12-06T12:03:43,assault,medium,40.838847,-73.856948
INC-001113,2024-10-07T02:34:22,vandalism,low,37.783601,-122.214328
INC-001114,2024-11-28T01:34:19,burglary,medium,25.656642,-80.181263
INC-001115,2025-01-12T00:42:11,theft-from-vehicle,low,37.745863,-122.301914
INC-001116,2024-09-26T09:03:26,drug-violation,medium,34.108778,-118.431936
INC-001117,2024-05-03T07:06:05,other,low,37.949518,-122.39201
INC-001118,2025-01-05T17:07:52,drug-violation,low,37.709041,-122.353645
INC-001119,2024-11-22T16:04:56,fraud,medium,40.757195,-73.914115
INC-001120,2024-09-22T17:09:13,other,high,41.907867,-87.656326
INC-001121,2025-12-30T12:06:38,drug-violation,medium,30.114861,-97.781141
INC-001122,2026-03-05T15:24:54,vehicle-theft,high,42.041425,-87.531581
INC-001123,2024-05-09T12:30:10,theft-from-vehicle,high,33.951595,-118.102531
INC-001124,2026-01-07T08:36:53,other,medium,37.715655,-122.383404
INC-001125,2024-09-05T14:28:57,other,medium,37.64976,-122.538184
INC-001126,2026-02-26T18:40:19,burglary,low,40.842996,-74.051512
INC-001127,2025-02-03T00:44:42,burglary,low,39.853741,-104.83214
INC-001128,2026-01-25T04:18:27,vandalism,medium,39.60525,-105.140919
INC-001129,2025-03-20T08:19:15,theft-from-vehicle,low,34.129464,-118.386007
INC-001130,2024-05-11T20:44:46,theft-from-vehicle,high,37.790826,-122.490284
INC-001131,2024-05-14T05:22:52,theft-from-vehicle,low,41.969818,-87.545719
INC-001132,2026-04-12T00:31:33,robbery,low,47.568906,-122.097152
INC-001133,2025-04-01T15:25:59,theft-from-vehicle,low,30.25266,-97.641364
INC-001134,2025-03-08T10:30:40,robbery,medium,37.80863,-122.385845
INC-001135,2025-04-20T05:23:09,other,medium,37.862741,-122.396246
INC-001136,2024-09-11T06:38:35,assault,medium,30.373713,-97.729285
INC-001137,2025-05-05T03:57:32,theft-from-vehicle,low,33.901625,-118.323937
INC-001138,2024-10-06T02:25:44,other,low,41.900761,-87.616684
INC-001139,2025-05-25T14:31:30,fraud,low,37.872882,-122.276615
INC-001140,2025-01-28T06:19:24,drug-violation,low,39.892651,-105.043975
INC-001141,2024-09-26T03:16:43,vandalism,medium,47.554672,-122.451162
INC-001142,2024-12-31T22:58:47,drug-violation,low,40.57221,-73.930697
INC-001143,2025-06-11T12:41:46,fraud,low,37.925807,-122.363382
INC-001144,2025-11-26T10:27:07,drug-violation,low,30.188713,-97.700117
INC-001145,2025-06-20T12:52:46,theft-from-vehicle,low,33.9676,-118.296182
INC-001146,2025-04-16T08:25:41,other,low,33.999996,-118.103766
INC-001147,2025-08-21T14:25:10,fraud,medium,34.191168,-118.349563
INC-001148,2024-07-01T17:04:32,other,medium,39.591636,-104.921939
INC-001149,2026-01-13T18:36:15,theft-from-vehicle,low,40.812299,-73.812241
INC-001150,2024-10-05T17:49:02,assault,low,47.714093,-122.439669
INC-001151,2025-05-17T02:58:18,drug-violation,medium,47.561806,-122.24596
INC-001152,2025-06-18T04:42:21,burglary,medium,37.826534,-122.359419
INC-001153,2025-11-16T21:58:30,vehicle-theft,low,30.404658,-97.76405
INC-001154,2025-06-09T05:19:41,theft-from-vehicle,medium,34.032124,-118.370273
INC-001155,2024-10-09T02:00:05,theft-from-vehicle,low,39.745579,-104.834026
INC-001156,2025-03-29T07:39:46,assault,low,41.900445,-87.854563
INC-001157,2024-08-29T20:46:03,other,low,37.763604,-122.534328
INC-001158,2024-05-16T18:41:46,burglary,medium,34.09658,-118.060195
INC-001159,2025-12-15T16:13:35,theft-from-vehicle,medium,41.922031,-87.823031
INC-001160,2026-04-08T04:01:53,assault,low,40.576508,-74.131675
INC-001161,2026-03-12T17:51:44,theft-from-vehicle,low,30.441197,-97.784757
INC-001162,2024-10-05T19:15:21,drug-violation,low,42.021819,-87.578922
INC-001163,2024-07-29T20:56:28,assault,low,37.834104,-122.586887
INC-001164,2025-08-23T04:14:16,vehicle-theft,high,37.921096,-122.501953
INC-001165,2026-02-16T00:57:41,burglary,low,47.696277,-122.149181
INC-001166,2025-09-30T20:05:41,assault,low,25.836423,-80.176347
INC-001167,2025-04-13T06:23:11,assault,low,30.208597,-97.669373
INC-001168,2026-01-14T12:53:42,theft-from-vehicle,medium,25.705369,-80.246245
INC-001169,2024-06-15T02:53:19,theft-from-vehicle,low,40.701512,-73.800568
INC-001170,2025-06-28T15:18:37,vehicle-theft,low,33.981909,-118.098812
INC-001171,2026-02-24T19:04:52,vandalism,low,40.737,-73.795986
INC-001172,2024-07-27T10:31:44,vehicle-theft,low,25.750094,-80.024793
INC-001173,2025-01-29T20:19:14,burglary,medium,25.714855,-80.233647
INC-001174,2024-05-31T06:18:09,theft-from-vehicle,low,34.062073,-118.181395
INC-001175,2026-02-20T09:00:03,drug-violation,low,34.11023,-118.32023
INC-001176,2026-03-03T00:26:32,vandalism,low,40.633646,-73.892604
INC-001177,2024-09-10T11:27:52,robbery,low,25.808587,-80.260717
INC-001178,2025-09-25T18:35:47,vehicle-theft,medium,34.113854,-118.344672
INC-001179,2025-04-08T21:33:41,assault,medium,47.638277,-122.301781
INC-001180,2025-07-31T20:36:31,theft-from-vehicle,low,39.866839,-104.980319
INC-001181,2026-02-14T04:51:25,assault,low,39.809622,-104.939812
INC-001182,2024-05-05T09:31:52,burglary,low,30.256798,-97.631746
INC-001183,2025-06-18T08:15:45,theft-from-vehicle,medium,34.099596,-118.298464
INC-001184,2026-03-31T14:43:31,theft-from-vehicle,medium,39.780359,-105.206241
INC-001185,2025-04-26T12:35:27,theft-from-vehicle,medium,33.958916,-118.092977
INC-001186,2024-11-24T03:33:06,vehicle-theft,medium,25.850779,-80.214703
INC-001187,2025-08-06T00:48:01,vehicle-theft,low,41.770581,-87.810742
INC-001188,2025-10-04T07:21:40,drug-violation,medium,39.73933,-105.127981
INC-001189,2024-10-25T00:06:10,theft-from-vehicle,medium,37.807046,-122.39602
INC-001190,2025-10-04T01:52:49,vehicle-theft,low,33.919318,-118.103917
INC-001191,2024-06-06T23:07:36,other,medium,30.355075,-97.855869
INC-001192,2025-06-10T19:12:44,vehicle-theft,high,47.741556,-122.307706
INC-001193,2025-07-14T18:34:39,burglary,low,25.846875,-80.084453
INC-001194,2025-01-28T22:44:23,other,low,30.320164,-97.854912
INC-001195,2024-05-03T11:41:57,theft-from-vehicle,medium,37.87815,-122.463118
INC-001196,2024-10-29T22:16:37,other,low,40.616376,-73.819166
INC-001197,2024-12-21T10:02:35,drug-violation,high,37.825711,-122.273313
INC-001198,2025-12-30T18:38:56,vandalism,low,47.677057,-122.304641
INC-001199,2024-06-06T12:29:35,burglary,low,34.088333,-118.45116
INC-001200,2025-10-14T14:43:09,theft-from-vehicle,low,34.052995,-118.341087
INC-001201,2025-07-25T04:55:17,robbery,low,37.856611,-122.44299
INC-001202,2025-04-23T23:31:49,robbery,low,41.837046,-87.67112
INC-001203,2024-10-18T07:57:27,burglary,low,47.585886,-122.545089
INC-001204,2024-07-07T16:04:09,burglary,medium,40.709243,-73.992673
INC-001205,2024-10-16T21:33:40,theft-from-vehicle,low,30.331841,-97.759112
INC-001206,2024-10-08T02:01:00,vandalism,low,37.816274,-122.230685
INC-001207,2026-01-23T07:17:29,burglary,low,40.589285,-73.979225
INC-001208,2025-01-11T14:45:24,burglary,low,40.747321,-73.978734
INC-001209,2025-12-16T21:29:42,vandalism,low,37.628098,-122.407898
INC-001210,2025-09-07T09:15:10,other,medium,39.83768,-104.828646
INC-001211,2025-02-03T00:51:16,other,medium,30.317149,-97.564259
INC-001212,2024-08-10T13:50:01,vehicle-theft,medium,47.576572,-122.486432
INC-001213,2026-03-25T21:29:26,theft-from-vehicle,low,33.971461,-118.059634
INC-001214,2025-10-17T12:56:28,vehicle-theft,low,34.007086,-118.437328
INC-001215,2026-03-12T04:24:59,burglary,medium,39.715944,-104.884102
INC-001216,2025-02-18T21:43:23,vehicle-theft,medium,33.969042,-118.310029
INC-001217,2024-07-28T13:40:57,vehicle-theft,medium,30.32871,-97.907723
INC-001218,2025-12-21T17:46:34,burglary,low,41.907063,-87.455577
INC-001219,2024-08-20T13:15:07,theft-from-vehicle,medium,30.265175,-97.89106
INC-001220,2025-03-30T11:10:45,vandalism,medium,37.842133,-122.27835
INC-001221,2024-09-06T04:14:43,theft-from-vehicle,medium,30.229159,-97.815479
INC-001222,2024-05-02T13:42:28,theft-from-vehicle,medium,41.854276,-87.448977
INC-001223,2025-12-13T19:48:18,vandalism,medium,25.696492,-80.061694
INC-001224,2024-11-27T12:39:49,burglary,low,33.931205,-118.230217
INC-001225,2024-09-11T06:56:06,theft-from-vehicle,low,41.775127,-87.627479
INC-001226,2025-06-29T18:28:11,vandalism,high,37.639149,-122.50917
INC-001227,2025-11-19T07:41:07,robbery,medium,30.151319,-97.65757
INC-001228,2025-05-29T16:20:45,assault,high,47.492005,-122.382522
INC-001229,2026-02-21T06:10:04,vehicle-theft,low,39.659952,-105.132138
INC-001230,2024-09-01T18:36:40,vandalism,high,37.834151,-122.306473
INC-001231,2025-12-11T09:54:20,theft-from-vehicle,low,37.870522,-122.227123
INC-001232,2025-03-21T21:25:06,burglary,low,47.502329,-122.228343
INC-001233,2024-06-06T21:12:18,vehicle-theft,medium,34.028084,-118.279093
INC-001234,2024-07-14T20:54:19,vandalism,low,39.863447,-105.021417
INC-001235,2025-04-13T18:42:47,drug-violation,low,39.698268,-104.92941
INC-001236,2026-02-25T11:41:06,vandalism,medium,37.779343,-122.58487
INC-001237,2025-05-11T16:33:31,fraud,high,34.066099,-118.250506
INC-001238,2025-05-20T23:03:38,other,low,37.780053,-122.321403
INC-001239,2025-08-17T10:28:45,fraud,low,39.750001,-104.999547
INC-001240,2025-06-23T19:46:55,other,medium,25.848306,-80.029571
INC-001241,2024-09-18T03:12:34,other,low,37.937496,-122.386544
INC-001242,2026-01-09T09:06:51,assault,medium,25.612444,-80.133734
INC-001243,2025-10-09T04:18:19,assault,medium,25.795151,-80.257758
INC-001244,2025-12-24T11:17:11,fraud,low,30.266453,-97.931157
INC-001245,2025-11-13T15:11:58,vehicle-theft,high,40.87431,-73.943282
INC-001246,2024-09-19T02:14:30,assault,medium,39.886811,-104.914855
INC-001247,2025-06-28T03:07:20,other,low,30.374278,-97.682013
INC-001248,2024-05-12T18:23:36,drug-violation,medium,40.664035,-74.165499
INC-001249,2024-06-27T10:26:10,assault,low,37.769352,-122.522576
INC-001250,2024-09-20T07:11:37,theft-from-vehicle,low,30.355645,-97.749676
INC-001251,2025-05-14T09:21:39,vandalism,low,33.958823,-118.418579
INC-001252,2025-07-03T11:36:29,assault,medium,40.76199,-74.011579
INC-001253,2025-11-18T02:39:28,other,low,41.93875,-87.591136
INC-001254,2025-06-26T23:58:00,drug-violation,low,40.80206,-74.094274
INC-001255,2025-10-14T22:32:38,fraud,medium,37.88828,-122.382015
INC-001256,2025-12-08T06:40:40,assault,medium,33.97123,-118.407563
INC-001257,2025-05-27T06:02:36,burglary,low,47.600649,-122.214643
INC-001258,2024-11-10T19:16:47,assault,medium,39.690088,-105.170964
INC-001259,2025-10-22T20:34:53,assault,low,40.734344,-73.916613
INC-001260,2025-07-16T18:26:51,assault,medium,47.637166,-122.218333
INC-001261,2025-04-03T11:01:45,burglary,low,30.200139,-97.929483
INC-001262,2025-04-16T06:14:21,other,medium,47.612695,-122.281201
INC-001263,2025-06-14T16:51:12,theft-from-vehicle,low,40.706042,-74.032949
INC-001264,2026-01-20T10:31:19,drug-violation,low,37.684085,-122.233592
INC-001265,2025-05-06T19:05:50,theft-from-vehicle,high,41.859168,-87.543817
INC-001266,2026-02-21T07:45:18,theft-from-vehicle,medium,25.833334,-80.360381
INC-001267,2025-10-21T06:24:16,assault,medium,41.928516,-87.735313
INC-001268,2025-10-25T06:03:00,robbery,low,37.920123,-122.550776
INC-001269,2024-05-30T16:57:16,drug-violation,medium,33.994711,-118.215903
INC-001270,2026-02-15T07:44:34,vehicle-theft,low,30.369938,-97.600688
INC-001271,2025-05-11T12:04:34,other,low,39.666789,-105.15951
INC-001272,2026-02-06T11:28:50,burglary,medium,37.89447,-122.377907
INC-001273,2025-12-12T02:24:43,theft-from-vehicle,low,34.084485,-118.230157
INC-001274,2026-02-25T12:03:21,assault,low,41.869991,-87.744776
INC-001275,2025-11-05T08:30:45,burglary,medium,39.892247,-105.062438
INC-001276,2024-09-05T00:07:26,theft-from-vehicle,medium,37.681876,-122.530311
INC-001277,2025-03-22T02:47:13,drug-violation,medium,39.684341,-104.974144
INC-001278,2025-08-19T12:03:51,drug-violation,low,33.949079,-118.296428
INC-001279,2024-12-12T00:46:14,vandalism,low,41.959704,-87.651366
INC-001280,2025-09-08T23:05:39,fraud,medium,47.54393,-122.256155
INC-001281,2025-03-21T03:23:39,theft-from-vehicle,low,40.562457,-74.066133
INC-001282,2024-08-25T02:01:13,vehicle-theft,low,40.633803,-74.058785
INC-001283,2025-06-23T19:58:43,vandalism,medium,37.824116,-122.242447
INC-001284,2025-09-14T01:59:18,burglary,medium,30.252484,-97.654433
INC-001285,2025-10-28T14:42:04,robbery,low,30.26583,-97.616623
INC-001286,2025-02-25T09:24:06,vehicle-theft,medium,33.967764,-118.15611
INC-001287,2024-07-06T13:09:49,theft-from-vehicle,low,39.74645,-104.890262
INC-001288,2026-03-11T20:59:32,theft-from-vehicle,low,34.08759,-118.410408
INC-001289,2024-10-05T17:39:22,drug-violation,low,37.640005,-122.342777
INC-001290,2026-02-10T15:40:56,vandalism,medium,33.990679,-118.26347
