target_id,mission,ra_deg,dec_deg,stellar_mag,stellar_teff_k,stellar_radius_rsun,period_days,transit_depth_ppm,transit_duration_hr,planet_radius_rearth,equilibrium_temp_k,snr,disposition,discovery_year
KIC-10596484,Kepler,101.24837,73.07363,14.6,5275,0.929,14.583,505,3.6,2.27,744,23.0,candidate,2014
TIC-549356341,TESS,21.37986,83.12376,13.3,5244,1.016,87.207,1405,8.14,3.83,377,47.4,confirmed,2020
KIC-250724478,K2,286.36139,47.84406,12.25,3572,0.4,10.507,441,1.0,0.98,217,28.7,false_positive,2015
KIC-236139591,K2,36.89865,89.61581,9.61,3000,0.519,24.073,2963,1.78,3.48,200,57.6,candidate,2015
KIC-11013121,Kepler,145.39507,30.04094,14.44,6305,1.264,3.555,50,2.8,0.5,2193,31.2,candidate,2012
TIC-500601133,TESS,266.76097,-10.03027,12.73,6376,1.106,46.185,462,4.16,2.65,669,32.3,confirmed,2021
TIC-241426409,TESS,249.17423,-39.48661,11.96,4337,0.818,11.301,41924,1.27,17.58,624,52.1,false_positive,2023
KIC-7859479,Kepler,271.54561,-75.40884,13.34,6611,1.239,15.788,85,4.47,1.34,1071,36.6,candidate,2015
KIC-12860030,Kepler,107.66225,-49.20815,9.9,5893,0.923,17.627,246,3.87,1.64,823,29.7,confirmed,2014
KIC-201101674,K2,334.7195,-78.33672,11.93,3959,0.857,44.377,1902,3.68,3.67,368,17.0,candidate,2018
TIC-995748597,TESS,206.59396,24.48134,15.11,3583,0.473,58.362,2247,2.63,2.11,200,46.1,confirmed,2021
KIC-2004690,Kepler,308.18418,-4.27429,8.0,5333,0.919,14.101,12029,2.88,10.33,777,64.9,confirmed,2018
KIC-204722629,K2,55.77989,82.18357,14.34,3844,0.731,27.231,216,2.1,1.21,399,20.5,confirmed,2014
KIC-209640250,K2,311.98682,-43.89524,10.35,3834,0.884,67.615,5716,7.0,8.58,272,70.4,candidate,2015
KIC-1868979,Kepler,85.84856,-75.75546,12.75,6005,1.111,312.588,355,11.65,2.45,300,32.4,candidate,2015
TIC-160515800,TESS,186.80247,-2.75721,16.38,5594,1.004,8.307,340,3.39,1.74,1032,28.2,false_positive,2023
KIC-10480765,Kepler,142.74858,0.95647,10.53,5777,1.008,19.277,135,4.53,1.15,814,5.0,false_positive,2012
KIC-10165432,Kepler,127.39875,89.78736,9.97,5306,0.989,10.323,713,3.58,2.4,861,25.8,confirmed,2018
TIC-65237365,TESS,247.4399,-22.90347,12.89,5281,1.079,12.783,71,1.41,1.07,1015,7.1,confirmed,2022
KIC-224206931,K2,3.78477,-72.46998,14.93,6089,1.223,119.532,87,6.61,1.19,637,25.7,candidate,2015
TIC-364151280,TESS,174.49206,70.43604,12.39,4393,0.773,30.65,3619,4.16,6.11,397,68.3,candidate,2019
TIC-833537538,TESS,279.37557,41.74686,16.13,5358,0.928,4.928,412,2.79,1.92,886,26.7,candidate,2018
TIC-479069556,TESS,233.29256,47.14457,13.02,5046,0.641,30.814,781,3.22,2.53,432,42.7,confirmed,2019
KIC-1219157,Kepler,74.62265,-20.54215,13.27,6888,1.188,23.63,472,2.57,3.75,1042,78.7,candidate,2011
KIC-237323596,K2,207.27651,-27.05875,10.11,4566,0.904,38.34,21507,4.29,15.34,426,62.1,candidate,2015
KIC-232271685,K2,163.47394,83.99345,11.53,6092,1.026,35.826,419,4.25,2.73,706,27.0,candidate,2014
TIC-128671783,TESS,163.49187,-83.60395,14.53,3227,0.751,11.04,192,3.12,1.57,292,29.5,false_positive,2024
TIC-542878092,TESS,153.20138,-25.0961,10.31,6333,1.228,3.808,460,1.71,2.79,1831,62.2,candidate,2022
KIC-11873807,Kepler,141.14871,-33.83041,12.85,5115,0.814,218.955,721,5.88,2.5,256,32.9,candidate,2011
KIC-229814842,K2,322.81053,-60.50614,9.17,5608,1.089,5.084,136,2.39,1.42,1348,45.6,confirmed,2016
KIC-3854806,Kepler,124.64792,8.33136,14.34,6483,1.142,10.396,250,3.47,2.58,1051,21.1,false_positive,2017
TIC-172652786,TESS,206.89425,-14.42327,11.94,6466,1.266,11.228,50,3.97,0.85,1151,24.8,confirmed,2020
KIC-12115349,Kepler,45.37414,-71.19532,12.51,4946,0.862,10.286,1870,2.49,4.43,736,59.1,candidate,2011
KIC-216471567,K2,177.21153,82.86502,12.28,5328,1.07,2.364,176,2.28,1.33,1468,22.5,false_positive,2016
KIC-5481693,Kepler,25.81285,-1.54845,15.01,5399,0.863,30.474,3879,3.17,5.89,542,26.0,candidate,2010
KIC-10103902,Kepler,175.08112,-51.71778,8.0,5944,1.062,8.584,252,3.71,1.91,1059,56.5,candidate,2016
KIC-11941091,Kepler,318.73498,58.17244,11.22,5045,0.822,1.517,193,1.57,1.12,1195,16.9,false_positive,2018
KIC-2403313,Kepler,301.9095,-3.70652,12.15,6631,1.044,14.993,604,3.66,2.46,994,59.0,confirmed,2016
TIC-58151596,TESS,119.50214,-81.34685,13.74,5640,0.988,7.913,723,3.23,2.62,860,37.3,confirmed,2021
KIC-6120877,Kepler,303.64883,-72.62104,10.98,5698,0.95,7.968,91,3.04,0.86,990,5.0,false_positive,2018
TIC-994473612,TESS,306.88515,-37.62714,9.39,5003,0.726,33.768,79,2.4,0.78,417,37.9,confirmed,2024
KIC-10060004,Kepler,270.89093,13.53153,12.66,5839,1.035,13.019,113,2.09,1.19,1128,15.5,confirmed,2013
KIC-3951804,Kepler,214.73528,22.08089,13.93,3707,0.443,5.239,697,1.32,1.33,302,46.5,candidate,2016
KIC-2346947,Kepler,264.66969,-75.91015,12.67,6078,1.272,1.232,64,1.9,1.05,2500,35.4,candidate,2012
TIC-820162361,TESS,282.29798,-38.06306,11.67,6596,1.314,11.115,50,4.86,1.0,1457,5.0,candidate,2022
KIC-211601733,K2,347.21013,-26.64506,8.23,4580,0.709,8.406,932,1.76,2.26,541,38.0,candidate,2016
TIC-455837561,TESS,320.92681,-86.90667,11.67,5555,1.139,1.494,50,1.52,0.75,1328,29.7,confirmed,2018
TIC-174595730,TESS,199.97529,74.02001,17.56,5848,0.824,65.09,317,5.58,1.69,474,56.5,candidate,2019
KIC-8391885,Kepler,177.74717,0.00745,12.5,6453,1.311,65.205,308,5.74,2.36,768,45.1,candidate,2009
TIC-740656257,TESS,14.62424,-55.39422,8.91,6284,1.071,27.547,125,6.8,1.21,774,16.2,candidate,2023
KIC-11717970,Kepler,280.1501,23.40047,14.34,6138,1.266,7.037,559,3.97,2.89,1543,32.5,false_positive,2009
TIC-478824368,TESS,178.35962,12.41674,9.47,3362,0.622,12.555,208,,1.07,311,28.7,candidate,2022
KIC-12675842,Kepler,238.37066,-83.49896,12.62,5990,1.101,39.955,807,8.12,3.64,659,30.8,confirmed,2013
KIC-11142430,Kepler,144.65974,83.30274,8.0,4175,0.858,7.682,2492,2.53,5.14,699,74.7,confirmed,2017
KIC-11295161,Kepler,336.55551,42.13068,11.15,5488,0.998,6.545,1106,2.4,3.41,941,47.7,candidate,2013
TIC-829614242,TESS,119.04182,-21.05206,10.46,5154,0.941,32.725,570,3.72,2.53,512,50.5,candidate,2020
TIC-827404858,TESS,1.76218,22.42309,8.0,5616,0.998,30.535,92,5.18,1.12,686,44.4,candidate,2022
KIC-6849505,Kepler,5.1347,-75.74521,12.1,5376,1.144,10.504,50,3.81,0.62,1204,16.1,candidate,2013
TIC-316424978,TESS,122.60591,17.94635,13.78,6775,1.117,1.32,461,1.32,2.73,2500,33.9,confirmed,2023
KIC-6660977,Kepler,270.52869,-56.56602,13.64,3556,0.566,2.472,1745,1.22,2.72,444,40.3,candidate,2015
KIC-200107450,K2,58.10299,19.43649,13.47,4099,0.735,7.988,699,1.86,1.72,563,40.8,candidate,2017
TIC-971333108,TESS,73.3685,-0.20563,8.96,5085,0.88,92.284,1321,6.3,3.19,337,39.1,candidate,2018
KIC-4126620,Kepler,121.19927,-21.09615,9.97,5620,0.888,19.766,554,3.75,2.45,685,35.1,confirmed,2015
KIC-7916451,Kepler,236.16262,-54.45044,8.5,3612,0.531,19.079,3790,1.66,3.98,200,31.9,candidate,2009
TIC-232431476,TESS,144.33815,-14.63149,10.72,4035,0.917,17.421,1618,4.7,4.23,565,42.7,candidate,2023
KIC-11273350,Kepler,204.5254,38.16599,9.9,5977,0.961,15.3,347,3.86,2.02,778,52.2,candidate,2016
KIC-242994039,K2,27.46687,-39.43984,12.44,5152,0.921,14.882,50,3.1,0.5,699,15.9,confirmed,2015
KIC-12337396,Kepler,124.65055,-21.52455,10.02,6454,1.2,17.571,369,5.57,2.32,1250,31.7,candidate,2015
TIC-475466654,TESS,172.35549,-34.96001,13.69,5129,0.998,6.748,2507,2.43,5.6,1061,41.7,candidate,2021
TIC-881646014,TESS,34.06834,-8.60282,14.91,6182,1.279,124.032,66,10.08,1.12,504,12.6,false_positive,2023
TIC-594891969,TESS,101.93828,80.73869,16.86,6791,1.165,12.446,685,4.9,3.12,1390,23.0,false_positive,2023
KIC-7184248,Kepler,221.40472,21.7167,13.49,4420,0.951,55.399,407,5.69,2.26,402,37.9,false_positive,2016
KIC-249286596,K2,25.62898,-56.87831,16.05,6404,1.114,10.93,470,3.03,2.63,927,33.7,candidate,2015
KIC-202361746,K2,167.29101,-63.50982,13.62,5681,0.954,1.712,364,1.44,2.17,1689,32.2,candidate,2016
TIC-720177598,TESS,164.7835,-61.67988,9.9,5615,1.02,65.76,142,2.63,1.84,374,11.1,false_positive,2022
TIC-284590275,TESS,247.06756,53.32446,10.02,4815,0.897,3.997,217,2.6,1.37,801,48.4,candidate,2019
KIC-10901378,Kepler,185.01586,-78.66877,9.63,5965,1.042,5.169,162,2.28,1.48,1482,18.6,false_positive,2009
TIC-32703484,TESS,225.23365,89.22726,16.18,5567,1.144,195.287,52,8.1,1.1,501,34.8,candidate,2020
TIC-293147786,TESS,274.38739,-69.93442,11.78,5491,1.055,7.289,1125,3.32,3.5,1216,44.1,candidate,2024
KIC-5035365,Kepler,182.13704,-54.75386,17.35,4103,0.698,21.215,596,1.55,1.88,393,39.3,false_positive,2014
KIC-205615002,K2,288.89085,-47.83168,14.1,5612,1.066,22.686,176,3.79,1.43,731,25.2,false_positive,2017
KIC-203949162,K2,319.45154,59.76882,8.48,6709,1.255,11.422,50,3.52,0.8,1433,37.5,candidate,2018
TIC-965626709,TESS,121.62515,51.37743,13.37,5831,0.958,5.666,473,3.43,2.21,1349,48.0,confirmed,2021
KIC-226645111,K2,201.95294,-57.58688,8.52,6546,1.216,1.553,50,2.27,0.96,2500,27.5,candidate,2018
KIC-11878377,Kepler,294.49974,43.56755,12.05,5347,1.024,1.833,106,2.06,1.22,1568,5.0,false_positive,2013
KIC-220192567,K2,265.66752,-86.23631,12.14,6944,1.192,0.873,265,1.0,2.22,2500,27.3,candidate,2018
KIC-218572943,K2,129.49267,-78.98735,13.49,4985,0.798,116.473,162,5.74,1.23,293,40.8,candidate,2014
TIC-454274312,TESS,111.89071,34.22177,11.38,6223,1.273,4.913,290,3.14,2.64,1854,29.2,candidate,2023
TIC-360649931,TESS,133.15796,-64.4068,12.85,6332,1.149,13.753,79,4.61,1.16,1171,19.0,false_positive,2020
KIC-219766624,K2,342.7678,-4.12777,10.48,5869,1.035,42.974,302,5.62,1.59,631,35.3,candidate,2014
TIC-561470924,TESS,338.62004,40.79628,8.0,4357,0.706,30.099,10867,3.24,8.17,334,55.8,candidate,2024
TIC-740777202,TESS,154.21937,-18.89254,11.02,3466,0.577,6.198,9314,1.0,5.73,341,89.3,candidate,2021
TIC-687688448,TESS,212.28624,-56.56246,8.96,6575,1.383,10.032,1794,3.29,6.31,1282,34.2,confirmed,2021
KIC-1791390,Kepler,302.57192,-14.79756,8.27,3329,0.628,4.96,10056,1.48,6.42,383,80.4,candidate,2017
TIC-268172543,TESS,78.83968,14.92905,16.58,5477,1.076,15.892,82,4.43,1.21,736,29.1,confirmed,2022
TIC-950209217,TESS,122.09179,-30.09089,16.74,5572,1.001,139.372,241,10.02,1.81,433,23.2,false_positive,2021
KIC-238611151,K2,327.74185,2.94056,12.11,5502,0.988,1.745,1091,1.12,3.39,1686,56.6,candidate,2015
TIC-771677879,TESS,164.76982,-56.66108,8.0,5394,1.167,43.702,2803,6.83,5.98,578,60.4,false_positive,2022
TIC-362066445,TESS,299.67107,53.0864,11.71,6920,1.237,2.529,355,1.35,2.28,1852,31.0,candidate,2024
TIC-784448580,TESS,352.69963,5.91482,13.07,6219,1.229,8.47,521,4.13,2.94,1376,34.5,candidate,2022
TIC-907977943,TESS,224.43093,28.13394,11.13,3188,0.58,9.868,594,2.65,1.64,341,42.5,false_positive,2022
TIC-482495961,TESS,333.71598,-56.70658,10.74,6490,1.184,15.651,1096,4.25,3.91,1042,58.4,candidate,2019
KIC-10963424,Kepler,115.87656,82.49653,8.0,5690,0.933,10.231,333,3.01,1.74,803,37.0,false_positive,2015
TIC-915876678,TESS,294.98747,62.13344,14.36,4574,0.889,19.639,795,3.21,2.84,599,30.8,candidate,2021
KIC-11499819,Kepler,214.22998,-64.35171,15.49,4370,0.98,18.114,178,1.64,1.22,691,22.8,confirmed,2009
KIC-7280919,Kepler,261.74501,71.27607,9.33,4106,0.643,127.968,276,4.96,1.18,200,44.2,candidate,2011
KIC-12157535,Kepler,164.30219,-89.13428,8.42,5512,0.945,61.445,99,5.33,1.04,-1,25.3,candidate,2012
KIC-6455722,Kepler,73.62213,-56.47735,15.15,3024,0.533,45.011,9141,2.73,6.18,200,62.2,candidate,2017
KIC-7236364,Kepler,142.01185,-36.12623,16.33,6181,1.335,11.856,73,2.77,1.35,1333,18.8,candidate,2010
TIC-960121550,TESS,74.80802,-70.58415,9.28,5389,1.108,3.818,1986,1.9,5.99,1264,58.5,confirmed,2021
KIC-9789147,Kepler,193.27744,63.46166,13.33,6374,1.275,22.53,50,4.34,0.8,1079,5.0,false_positive,2011
KIC-202040807,K2,239.28444,61.44302,8.0,4374,0.767,7.399,69,,0.79,643,5.0,confirmed,2017
KIC-9745409,Kepler,45.12848,20.83596,12.47,3668,0.485,25.342,1008,2.06,2.15,200,47.8,false_positive,2016
TIC-618460207,TESS,85.29384,-15.33912,18.0,5809,0.907,11.946,125,3.19,1.23,993,34.7,candidate,2024
TIC-862459828,TESS,348.5127,-54.78187,8.0,5956,1.043,8.505,107,3.53,1.08,1024,15.9,candidate,2020
KIC-9951891,Kepler,91.44558,85.27666,10.05,6412,1.383,22.343,121,6.0,1.65,1203,29.6,candidate,2014
KIC-5406284,Kepler,224.52466,-45.18611,12.0,6579,1.164,79.915,397,8.82,2.6,720,51.9,candidate,2018
KIC-231288830,K2,19.19958,-64.14559,14.15,5390,1.134,7.796,7881,3.35,12.04,1090,70.9,confirmed,2018
KIC-227211487,K2,259.37947,-30.31228,12.79,5194,0.717,9.755,372,1.61,1.37,588,37.6,candidate,2018
TIC-502344898,TESS,110.05748,-45.77996,11.31,3747,0.551,6.618,50000,1.74,20.3,361,55.0,candidate,2022
KIC-7504632,Kepler,240.91752,-60.26939,14.89,5426,1.041,26.805,603,3.96,2.71,608,43.6,confirmed,2012
KIC-250127698,K2,103.29634,-61.0624,10.11,4231,0.799,4.76,265,2.15,1.4,719,30.9,confirmed,2018
KIC-9071594,Kepler,85.00329,44.45807,8.0,5593,0.974,10.429,2285,3.17,4.77,1143,58.3,confirmed,2017
KIC-7135249,Kepler,339.14077,0.32762,8.0,4594,0.707,2.879,2780,1.63,3.89,864,55.6,candidate,2011
TIC-887422243,TESS,233.10975,61.4968,13.25,5379,0.924,11.622,116,1.58,1.07,895,5.3,false_positive,2020
KIC-4538150,Kepler,42.16187,-82.53135,11.26,3183,0.686,7.1,2442,2.38,3.24,350,65.3,false_positive,2013
KIC-9446067,Kepler,256.32578,-65.65657,12.26,3830,0.785,21.8,8864,3.15,8.21,407,76.7,confirmed,2012
TIC-913770721,TESS,197.04659,-2.04936,9.63,5343,1.004,5.034,269,3.32,1.69,1204,47.2,candidate,2023
TIC-246899203,TESS,268.24304,89.10551,10.86,3644,0.459,272.009,499,2.94,1.28,200,36.1,candidate,2019
KIC-1923734,Kepler,129.21996,-66.37375,13.56,4577,0.764,94.215,1181,4.76,2.59,243,17.2,confirmed,2012
TIC-510133884,TESS,296.79892,71.44699,12.11,6149,1.232,14.502,266,2.32,2.16,1199,38.9,candidate,2022
TIC-997518486,TESS,70.86738,-13.55089,12.53,3688,0.513,6.556,369,1.3,1.27,314,36.0,candidate,2018
KIC-12090354,Kepler,349.39987,-13.05627,8.52,7269,1.212,12.849,15138,4.15,15.12,1302,58.7,confirmed,2013
TIC-337505090,TESS,3.00916,-89.09152,12.34,4999,1.046,4.696,160,2.04,1.27,1117,46.2,false_positive,2023
KIC-12494290,Kepler,195.18769,-49.85682,17.68,3467,0.626,12.102,1167,1.42,2.38,347,58.4,confirmed,2016
KIC-8333153,Kepler,28.26257,35.69646,12.47,3790,0.689,18.757,1665,2.9,2.9,310,50.2,candidate,2014
TIC-433870683,TESS,349.38728,25.58628,14.04,3521,0.703,89.153,61,3.29,0.6,200,24.9,candidate,2021
TIC-556498572,TESS,334.43106,-49.79292,11.79,3763,0.595,4.494,763,1.42,1.62,434,42.0,candidate,2019
KIC-236853503,K2,338.75735,-58.1461,14.39,5179,0.772,11.984,2695,2.72,4.2,717,52.1,false_positive,2015
KIC-1741921,Kepler,124.55981,52.18874,13.33,5401,1.087,1.751,10958,1.94,13.37,1962,49.9,confirmed,2011
KIC-220178111,K2,41.69835,-11.94192,8.62,4885,0.764,5.187,439,,1.93,853,35.2,candidate,2017
KIC-10430294,Kepler,291.20065,-85.975,10.22,5977,1.133,41.218,54,4.2,1.14,636,5.0,candidate,2012
TIC-278799729,TESS,324.49598,28.72481,14.08,5518,1.127,9.92,205,2.49,1.91,968,17.1,candidate,2024
TIC-904529995,TESS,125.88971,-79.36898,11.08,5330,1.149,2.148,123,1.31,1.38,1606,37.0,candidate,2021
KIC-4127671,Kepler,158.63485,87.93624,15.09,4773,0.923,11.544,597,1.52,2.52,682,36.1,candidate,2016
TIC-537289673,TESS,162.69044,-73.11676,14.04,3000,0.612,1.536,325,1.53,1.11,409,34.9,confirmed,2019
KIC-1257727,Kepler,315.5312,-73.75918,11.96,6512,1.274,5.932,255,2.13,2.42,-1,16.2,confirmed,2012
KIC-12081370,Kepler,229.04557,65.59296,14.4,3138,0.428,12.023,11425,1.64,4.41,249,49.3,candidate,2016
TIC-749035862,TESS,228.69546,43.98319,10.54,6183,1.192,37.075,349,2.46,2.23,770,43.4,candidate,2019
KIC-1250562,Kepler,311.65458,51.90302,12.52,5021,0.999,118.46,50,6.1,0.64,226,30.1,confirmed,2011
TIC-618305729,TESS,314.03019,41.16721,13.83,6218,1.086,31.122,511,5.83,2.86,810,24.6,confirmed,2021
TIC-353332908,TESS,216.16675,73.73643,9.14,5178,0.745,10.174,533,1.99,1.76,561,36.0,candidate,2023
TIC-839281084,TESS,101.70981,-73.19959,10.2,3524,0.522,14.779,1794,2.05,2.74,318,50.2,false_positive,2023
TIC-503824050,TESS,358.19677,78.99352,13.25,4935,0.811,35.217,3490,3.22,4.86,441,53.0,candidate,2018
TIC-944840535,TESS,294.10868,-18.29684,10.7,5840,0.881,26.712,118,4.43,1.05,719,24.2,candidate,2024
KIC-6801478,Kepler,266.71843,-49.52734,10.78,4814,0.823,2.469,233,1.05,1.28,1057,30.9,confirmed,2018
TIC-414941965,TESS,86.25895,-53.63285,10.53,6287,1.205,13.904,506,5.18,3.04,1281,38.9,candidate,2020
TIC-538799151,TESS,20.45032,70.27343,12.1,7083,0.994,8.437,110,2.17,1.18,1130,29.4,candidate,2020
TIC-879701243,TESS,28.26359,2.82889,8.82,6662,1.166,17.2,174,6.06,1.64,1091,27.0,candidate,2022
TIC-106526619,TESS,337.77905,-3.1545,10.52,5865,1.009,73.154,435,6.79,2.36,497,42.8,false_positive,2020
KIC-12003842,Kepler,147.83881,-55.19062,14.02,5757,0.941,33.569,625,5.26,2.41,596,59.3,candidate,2012
KIC-7138653,Kepler,83.16102,-43.26321,14.48,5061,0.895,54.805,670,5.48,2.49,461,18.9,confirmed,2015
TIC-637043415,TESS,23.33807,57.69461,16.92,3543,0.444,4.166,528,1.41,1.19,381,56.2,candidate,2019
KIC-7106741,Kepler,35.39765,72.76233,13.69,5968,1.009,14.336,111,3.87,0.98,1024,20.7,candidate,2009
KIC-3654683,Kepler,232.96017,-24.773,14.81,6022,1.026,4.537,15577,2.41,14.67,922,64.2,confirmed,2018
KIC-3008623,Kepler,40.00424,34.98744,13.29,5686,1.125,25.256,11950,5.26,14.44,834,63.3,candidate,2013
TIC-400900286,TESS,41.73771,-1.10318,13.12,3387,0.659,73.084,1444,4.98,2.95,200,53.2,false_positive,2018
KIC-224251551,K2,74.25301,73.03549,18.0,5175,0.731,610.08,345,9.74,1.45,200,40.3,candidate,2015
KIC-8487802,Kepler,239.4459,-73.78964,13.57,5532,0.802,7.675,50,1.51,0.5,743,5.0,false_positive,2017
TIC-940493357,TESS,250.71086,89.74958,11.87,4841,0.978,33.868,1261,3.56,3.23,561,44.9,candidate,2023
TIC-375507688,TESS,90.49457,-37.15047,17.83,5693,1.264,184.94,114,8.76,1.42,523,25.6,confirmed,2024
KIC-249132253,K2,12.10676,34.45166,12.95,3495,0.533,429.08,3192,6.42,3.03,200,62.3,confirmed,2015
TIC-351594238,TESS,331.95307,-42.50932,12.23,6007,1.178,144.677,79,6.11,1.05,448,23.6,candidate,2019
TIC-144123282,TESS,93.2574,65.85996,9.29,3480,0.401,7.634,953,1.11,1.18,272,40.7,candidate,2020
KIC-234139282,K2,63.21449,40.42208,12.61,5297,1.034,23.172,50,4.2,1.13,763,14.9,confirmed,2018
TIC-537329821,TESS,203.36485,-51.91569,11.63,5120,0.844,8.628,706,3.0,2.22,780,32.2,confirmed,2024
TIC-622706411,TESS,298.16952,72.046,11.38,4809,0.865,14.331,516,3.42,2.83,702,44.6,candidate,2019
KIC-9072695,Kepler,277.99043,-71.25924,13.82,5824,0.862,42.213,1492,3.46,3.48,-1,39.7,candidate,2015
KIC-234240658,K2,149.99302,-21.02607,11.68,5841,0.913,39.486,50,5.21,0.62,648,14.8,candidate,2014
KIC-9193128,Kepler,89.31749,-67.35026,9.92,5026,0.773,1.401,317,1.32,1.66,1201,32.9,candidate,2009
TIC-369929415,TESS,112.40659,79.11837,9.52,6245,1.116,7.034,88,3.63,1.07,1459,19.9,false_positive,2023
TIC-65419148,TESS,16.00816,87.27937,11.16,3449,0.421,6.139,18793,1.0,6.27,225,68.9,candidate,2023
TIC-582390842,TESS,346.42464,77.56782,12.36,6413,1.207,32.432,296,4.32,2.17,788,35.0,candidate,2023
TIC-570421358,TESS,273.54513,21.72096,10.99,5620,0.956,13.338,727,3.38,2.89,750,63.9,false_positive,2023
TIC-34906008,TESS,356.83794,44.00468,11.39,5893,0.985,4.648,319,1.96,1.9,1120,25.8,confirmed,2023
KIC-9620821,Kepler,218.82769,28.14019,8.0,6366,1.081,504.93,173,12.33,1.34,347,34.8,candidate,2010
TIC-656875453,TESS,256.93405,6.0909,11.5,5194,0.776,75.616,877,3.76,2.35,274,35.4,false_positive,2020
TIC-515343919,TESS,212.0772,46.49782,10.46,5419,1.197,30.58,167,3.52,1.79,714,27.7,false_positive,2021
TIC-128389519,TESS,20.65911,-71.17968,10.29,5587,0.81,43.186,950,2.81,2.59,430,33.0,confirmed,2018
TIC-914344900,TESS,263.09182,-20.66112,14.41,6264,1.052,3.746,620,1.82,2.58,1443,31.0,candidate,2023
KIC-7306432,Kepler,357.57215,36.90719,11.26,3762,0.533,1.79,266,1.06,1.07,592,32.2,candidate,2010
TIC-906279533,TESS,223.91864,-69.0606,16.95,5171,0.859,11.839,74,2.74,0.79,834,11.2,false_positive,2023
KIC-3331051,Kepler,289.61133,-27.86195,9.59,6367,1.069,3.893,591,2.77,2.66,1289,47.3,false_positive,2016
KIC-12060450,Kepler,253.32047,-84.95073,13.27,5713,0.972,43.432,254,,1.93,640,47.7,false_positive,2018
TIC-882337235,TESS,266.53847,52.94811,16.39,5960,0.964,3.227,2903,2.18,5.51,1273,64.7,candidate,2023
KIC-7784405,Kepler,331.58411,-27.51007,16.16,6407,1.122,32.522,440,7.42,2.38,825,63.8,candidate,2017
KIC-8709479,Kepler,43.11441,49.75703,10.54,6398,1.366,6.677,408,4.03,2.6,1456,43.8,false_positive,2018
TIC-714036609,TESS,285.90643,78.79601,10.56,5707,1.004,14.502,50,2.87,0.54,944,24.8,false_positive,2024
KIC-202891650,K2,99.14814,89.54986,11.52,4021,0.855,21.118,509,2.87,2.09,434,35.8,confirmed,2016
KIC-10320545,Kepler,317.44633,-28.89277,11.9,4832,0.685,8.49,1529,1.74,2.53,632,36.7,candidate,2010
TIC-422314861,TESS,69.87828,20.07436,11.67,6565,1.121,12.771,609,1.99,2.79,1042,35.4,false_positive,2019
KIC-12294211,Kepler,31.53984,-65.90803,8.0,5098,1.007,12.132,662,4.77,2.74,795,51.8,candidate,2014
KIC-8943171,Kepler,322.38182,42.63685,15.77,4025,0.777,8.302,1800,2.11,3.73,597,43.1,candidate,2015
KIC-11379636,Kepler,259.6023,-58.91017,10.81,5059,0.805,17.757,246,1.63,1.35,694,30.9,false_positive,2009
KIC-2417232,Kepler,291.99297,22.062,8.06,5400,1.06,24.956,7754,7.33,11.56,674,53.3,candidate,2010
KIC-11643037,Kepler,342.43172,35.71225,9.41,5796,1.133,9.798,1558,4.41,6.63,1030,45.5,candidate,2010
TIC-60271086,TESS,112.08237,-28.72631,10.03,6498,1.109,15.143,476,3.66,2.6,1005,29.7,confirmed,2024
KIC-6713229,Kepler,284.12522,-57.35084,11.14,5906,1.125,18.281,291,2.58,2.23,-1,12.3,false_positive,2013
KIC-238038559,K2,36.00485,-13.73317,12.12,6129,1.15,3.12,127,2.6,1.75,1676,35.5,candidate,2016
KIC-3740628,Kepler,76.85382,38.46049,9.48,5139,0.724,23.661,4212,3.76,5.05,479,49.4,candidate,2013
TIC-200185319,TESS,42.4992,-23.76354,14.62,3390,0.724,10.803,1154,1.4,2.96,418,26.2,candidate,2018
KIC-6898808,Kepler,116.12536,-23.95463,14.46,6263,1.234,17.415,81,5.26,1.02,1166,22.0,false_positive,2011
TIC-268983186,TESS,307.05719,20.13652,12.57,3617,0.4,16.451,2015,1.52,2.31,200,45.8,candidate,2021
KIC-9557804,Kepler,302.60109,-52.0619,17.4,3844,0.715,168.849,273,5.91,1.44,200,44.1,candidate,2014
KIC-11646829,Kepler,146.51293,-77.14825,15.59,4760,0.85,8.156,1083,2.58,2.96,799,51.1,candidate,2015
TIC-656970603,TESS,162.86102,-53.35166,8.0,5125,0.894,8.846,332,2.51,1.56,886,59.2,confirmed,2018
KIC-5981518,Kepler,201.54354,-53.19472,12.58,5498,0.925,9.219,926,2.98,2.96,1001,50.8,candidate,2014
TIC-468191030,TESS,146.71252,50.86317,12.98,5643,0.886,9.269,420,2.94,2.03,827,55.7,false_positive,2021
KIC-9067424,Kepler,175.58602,-31.00638,13.98,3646,0.457,11.896,1529,1.08,2.01,329,57.6,candidate,2015
KIC-8206394,Kepler,209.33494,-6.29833,13.62,4867,0.741,5.951,1150,1.97,2.53,755,40.3,false_positive,2015
KIC-223287067,K2,134.9924,86.52385,13.31,5044,0.883,51.655,1110,5.44,2.83,468,39.0,false_positive,2018
TIC-312716533,TESS,281.41593,13.78881,14.41,3800,0.848,15.588,2431,2.42,4.19,517,54.0,candidate,2022
KIC-9895876,Kepler,124.01418,81.90934,11.94,3000,0.498,8.369,77,1.39,0.5,225,34.6,false_positive,2011
TIC-41427799,TESS,16.22949,86.24667,12.4,3411,0.4,56.327,230,2.91,0.62,200,49.5,candidate,2024
