sale_id,listing_id,sale_date,sale_price_usd,days_on_market,agent_id,financing
SALE-000381,LIST-002946,2025-04-14,225000,35,AGT-0521,conventional
SALE-000382,LIST-004196,2025-07-17,709000,37,AGT-0101,conventional
SALE-000383,LIST-003030,2025-02-20,240000,25,AGT-0093,conventional
SALE-000384,LIST-002666,2025-07-01,893000,38,AGT-0030,cash
SALE-000385,LIST-003598,2026-03-27,538000,81,AGT-0349,fha
SALE-000386,LIST-002701,2024-09-20,736000,23,AGT-0598,conventional
SALE-000387,LIST-001496,2026-04-08,948000,65,AGT-0209,conventional
SALE-000388,LIST-002415,2025-12-01,326000,25,AGT-0138,fha
SALE-000389,LIST-001029,2026-04-27,608000,35,AGT-0421,conventional
SALE-000390,LIST-003782,2025-11-26,828000,48,AGT-0114,conventional
SALE-000391,LIST-001827,2025-04-21,346000,22,AGT-0260,fha
SALE-000392,LIST-001586,2024-12-30,721000,56,AGT-0734,cash
SALE-000393,LIST-001431,2026-01-13,263000,34,AGT-0381,va
SALE-000394,LIST-004600,2025-06-16,344000,23,AGT-0427,conventional
SALE-000395,LIST-002704,2024-08-16,924000,1,AGT-0413,fha
SALE-000396,LIST-003469,2025-01-20,469000,79,AGT-0791,conventional
SALE-000397,LIST-001520,2025-04-24,774000,70,AGT-0550,fha
SALE-000398,LIST-002685,2025-10-01,559000,68,AGT-0043,conventional
SALE-000399,LIST-003734,2026-03-03,434000,41,AGT-0394,conventional
SALE-000400,LIST-004794,2024-12-26,430000,49,AGT-0532,cash
SALE-000401,LIST-003178,2024-09-23,291000,36,AGT-0287,fha
SALE-000402,LIST-001265,2026-04-24,765000,60,AGT-0007,cash
SALE-000403,LIST-002912,2025-07-21,1263000,1,AGT-0506,conventional
SALE-000404,LIST-001768,2024-08-15,312000,40,AGT-0480,conventional
SALE-000405,LIST-000133,2025-10-20,528000,1,AGT-0256,fha
SALE-000406,LIST-003121,2026-04-30,619000,63,AGT-0124,fha
SALE-000407,LIST-001818,2025-08-13,263000,4,AGT-0592,conventional
SALE-000408,LIST-000050,2026-01-20,913000,5,AGT-0256,conventional
SALE-000409,LIST-003819,2026-02-25,525000,69,AGT-0557,conventional
SALE-000410,LIST-001752,2025-06-01,747000,86,AGT-0296,conventional
SALE-000411,LIST-002625,2026-04-30,258000,81,AGT-0474,va
SALE-000412,LIST-001584,2024-11-05,487000,66,AGT-0339,fha
SALE-000413,LIST-001346,2024-09-27,762000,52,AGT-0444,conventional
SALE-000414,LIST-000139,2026-01-03,752000,18,AGT-0545,fha
SALE-000415,LIST-004989,2024-09-16,211000,54,AGT-0167,cash
SALE-000416,LIST-004506,2025-01-04,384000,1,AGT-0359,fha
SALE-000417,LIST-003737,2025-10-10,579000,56,AGT-0306,conventional
SALE-000418,LIST-003016,2025-11-14,439000,10,AGT-0538,cash
SALE-000419,LIST-000102,2025-03-08,666000,89,AGT-0390,cash
SALE-000420,LIST-004218,2024-10-30,577000,46,AGT-0217,conventional
SALE-000421,LIST-003937,2024-07-04,403000,45,AGT-0256,other
SALE-000422,LIST-004952,2025-12-18,789000,55,AGT-0003,conventional
SALE-000423,LIST-001132,2026-03-14,498000,8,AGT-0352,cash
SALE-000424,LIST-001550,2026-04-12,722000,37,AGT-0775,conventional
SALE-000425,LIST-004990,2024-08-10,282000,74,AGT-0709,va
SALE-000426,LIST-000529,2025-09-11,357000,42,AGT-0549,conventional
SALE-000427,LIST-000820,2025-06-08,876000,39,AGT-0492,va
SALE-000428,LIST-000495,2024-09-07,340000,28,AGT-0516,cash
SALE-000429,LIST-000061,2025-01-12,518000,33,AGT-0313,conventional
SALE-000430,LIST-003706,2025-07-27,412000,36,AGT-0755,cash
SALE-000431,LIST-002079,2025-02-06,1627000,60,AGT-0450,conventional
SALE-000432,LIST-003946,2025-08-12,886000,44,AGT-0238,conventional
SALE-000433,LIST-000396,2024-09-02,965000,26,AGT-0562,cash
SALE-000434,LIST-003034,2026-04-30,439000,57,AGT-0535,conventional
SALE-000435,LIST-002297,2026-01-29,338000,45,AGT-0035,cash
SALE-000436,LIST-003439,2026-02-20,556000,35,AGT-0762,cash
SALE-000437,LIST-000866,2026-01-13,447000,69,AGT-0364,conventional
SALE-000438,LIST-001891,2026-01-18,1476000,89,AGT-0316,va
SALE-000439,LIST-003779,2024-12-28,190000,30,AGT-0319,conventional
SALE-000440,LIST-004148,2024-12-17,1120000,45,AGT-0519,fha
SALE-000441,LIST-000869,2025-11-20,649000,38,AGT-0585,cash
SALE-000442,LIST-001986,2024-10-26,797000,28,AGT-0132,conventional
SALE-000443,LIST-004720,2024-08-15,787000,76,AGT-0677,cash
SALE-000444,LIST-000944,2025-02-15,636000,40,AGT-0676,fha
SALE-000445,LIST-002832,2024-11-26,312000,68,AGT-0109,conventional
SALE-000446,LIST-000805,2024-07-20,307000,60,AGT-0769,conventional
SALE-000447,LIST-000712,2024-08-20,655000,22,AGT-0063,va
SALE-000448,LIST-002575,2026-01-15,733000,35,AGT-0005,conventional
SALE-000449,LIST-003928,2026-03-15,482000,13,AGT-0114,conventional
SALE-000450,LIST-004754,2025-05-04,720000,37,AGT-0298,fha
SALE-000451,LIST-004107,2024-07-24,318000,7,AGT-0112,fha
SALE-000452,LIST-000527,2026-04-28,611000,48,AGT-0273,conventional
SALE-000453,LIST-001813,2024-06-24,866000,53,AGT-0791,va
SALE-000454,LIST-002774,2025-05-16,340000,45,AGT-0513,conventional
SALE-000455,LIST-002845,2026-04-30,297000,5,AGT-0678,conventional
SALE-000456,LIST-003556,2026-02-08,1027000,15,AGT-0264,fha
SALE-000457,LIST-002318,2024-06-26,949000,33,AGT-0525,fha
SALE-000458,LIST-002873,2025-08-05,502000,58,AGT-0324,conventional
SALE-000459,LIST-004466,2025-04-25,235000,30,AGT-0071,conventional
SALE-000460,LIST-001233,2026-04-25,351000,64,AGT-0659,cash
SALE-000461,LIST-003880,2024-12-14,1000000,43,AGT-0578,conventional
SALE-000462,LIST-003181,2026-03-26,641000,48,AGT-0702,fha
SALE-000463,LIST-002639,2024-07-13,736000,38,AGT-0164,conventional
SALE-000464,LIST-002472,2024-07-12,621000,69,AGT-0567,conventional
SALE-000465,LIST-002284,2025-08-13,889000,41,AGT-0325,conventional
SALE-000466,LIST-004741,2024-08-04,543000,68,AGT-0308,conventional
SALE-000467,LIST-000351,2025-06-18,701000,6,AGT-0009,conventional
SALE-000468,LIST-000930,2024-11-23,700000,83,AGT-0032,fha
SALE-000469,LIST-002932,2025-06-19,370000,10,AGT-0388,fha
SALE-000470,LIST-002729,2025-08-14,1487000,1,AGT-0162,conventional
SALE-000471,LIST-001021,2025-07-07,433000,21,AGT-0525,conventional
SALE-000472,LIST-000838,2024-09-26,1034000,67,AGT-0043,conventional
SALE-000473,LIST-004821,2025-05-26,642000,78,AGT-0225,va
SALE-000474,LIST-003233,2025-03-04,328000,56,AGT-0156,cash
SALE-000475,LIST-003164,2025-10-04,133000,36,AGT-0679,conventional
SALE-000476,LIST-002724,2026-02-23,1049000,3,AGT-0072,conventional
SALE-000477,LIST-002999,2024-09-17,467000,30,AGT-0566,conventional
SALE-000478,LIST-000360,2026-01-01,803000,56,AGT-0418,conventional
SALE-000479,LIST-001749,2024-09-07,854000,16,AGT-0283,fha
SALE-000480,LIST-004739,2026-04-30,767000,39,AGT-0702,conventional
SALE-000481,LIST-004766,2024-06-02,364000,4,AGT-0173,cash
SALE-000482,LIST-004767,2025-09-13,601000,25,AGT-0015,conventional
SALE-000483,LIST-000880,2024-07-03,601000,31,AGT-0034,cash
SALE-000484,LIST-003562,2025-12-22,671000,4,AGT-0057,conventional
SALE-000485,LIST-004962,2026-01-23,227000,48,AGT-0716,fha
SALE-000486,LIST-002910,2025-09-22,562000,88,AGT-0770,cash
SALE-000487,LIST-004560,2024-08-01,351000,60,AGT-0141,fha
SALE-000488,LIST-001801,2024-08-24,1272000,6,AGT-0015,conventional
SALE-000489,LIST-004850,2024-10-22,1047000,79,AGT-0369,conventional
SALE-000490,LIST-001300,2024-09-11,634000,48,AGT-0235,conventional
SALE-000491,LIST-004983,2025-03-29,981000,51,AGT-0347,conventional
SALE-000492,LIST-003902,2025-10-30,654000,1,AGT-0473,conventional
SALE-000493,LIST-000827,2025-07-31,343000,43,AGT-0439,conventional
SALE-000494,LIST-004118,2026-04-22,708000,82,AGT-0411,conventional
SALE-000495,LIST-001605,2024-05-19,504000,15,AGT-0317,conventional
SALE-000496,LIST-002057,2025-06-13,535000,29,AGT-0316,fha
SALE-000497,LIST-001249,2026-03-16,673000,42,AGT-0586,conventional
SALE-000498,LIST-003020,2025-07-26,880000,10,AGT-0674,conventional
SALE-000499,LIST-001913,2024-07-27,549000,9,AGT-0064,conventional
SALE-000500,LIST-003932,2025-10-13,177000,46,AGT-0276,conventional
SALE-000501,LIST-001781,2024-11-24,1050000,46,AGT-0455,cash
SALE-000502,LIST-001635,2026-04-30,1078000,74,AGT-0424,fha
SALE-000503,LIST-000069,2025-10-28,719000,1,AGT-0106,conventional
SALE-000504,LIST-002840,2024-09-26,234000,15,AGT-0026,fha
SALE-000505,LIST-001755,2025-11-21,775000,67,AGT-0427,cash
SALE-000506,LIST-002877,2025-07-29,748000,47,AGT-0725,other
SALE-000507,LIST-004113,2025-12-08,571000,51,AGT-0783,conventional
SALE-000508,LIST-000452,2024-12-03,680000,1,AGT-0457,fha
SALE-000509,LIST-002207,2026-04-30,566000,46,AGT-0647,conventional
SALE-000510,LIST-002518,2025-07-23,1045000,5,AGT-0247,cash
SALE-000511,LIST-003605,2025-01-11,1083000,47,AGT-0753,conventional
SALE-000512,LIST-003772,2025-01-26,642000,68,AGT-0720,conventional
SALE-000513,LIST-002853,2025-01-20,933000,55,AGT-0626,fha
SALE-000514,LIST-001354,2025-06-09,728000,52,AGT-0603,conventional
SALE-000515,LIST-002754,2025-01-22,1157000,14,AGT-0117,conventional
SALE-000516,LIST-002513,2026-04-24,1000000,52,AGT-0447,conventional
SALE-000517,LIST-004356,2025-03-15,485000,36,AGT-0783,cash
SALE-000518,LIST-001136,2025-05-18,380000,52,AGT-0218,conventional
SALE-000519,LIST-001546,2026-03-26,952000,67,AGT-0406,cash
SALE-000520,LIST-002604,2025-02-12,338000,56,AGT-0007,conventional
SALE-000521,LIST-000647,2024-12-31,517000,35,AGT-0487,cash
SALE-000522,LIST-004654,2025-12-23,199000,11,AGT-0249,cash
SALE-000523,LIST-002158,2026-02-13,563000,61,AGT-0659,conventional
SALE-000524,LIST-004591,2026-04-24,667000,71,AGT-0073,conventional
SALE-000525,LIST-003904,2026-02-08,1167000,37,AGT-0065,conventional
SALE-000526,LIST-001150,2024-09-12,400000,55,AGT-0565,cash
SALE-000527,LIST-000845,2025-04-15,905000,47,AGT-0365,conventional
SALE-000528,LIST-002455,2025-02-21,523000,35,AGT-0426,conventional
SALE-000529,LIST-000453,2025-12-02,264000,36,AGT-0003,conventional
SALE-000530,LIST-003209,2025-10-12,285000,15,AGT-0126,cash
SALE-000531,LIST-001527,2024-10-21,691000,8,AGT-0096,conventional
SALE-000532,LIST-003972,2025-05-29,395000,64,AGT-0296,conventional
SALE-000533,LIST-000301,2026-05-01,353000,9,AGT-0312,conventional
SALE-000534,LIST-004048,2025-08-08,751000,3,AGT-0617,va
SALE-000535,LIST-003210,2025-03-19,946000,1,AGT-0584,cash
SALE-000536,LIST-000340,2025-04-21,689000,76,AGT-0529,conventional
SALE-000537,LIST-000502,2024-09-26,1067000,55,AGT-0479,fha
SALE-000538,LIST-000435,2024-10-29,595000,1,AGT-0122,conventional
SALE-000539,LIST-004477,2025-12-02,234000,64,AGT-0508,fha
SALE-000540,LIST-000851,2026-03-22,361000,41,AGT-0435,conventional
SALE-000541,LIST-003862,2025-01-26,800000,98,AGT-0493,conventional
SALE-000542,LIST-004642,2025-08-30,1376000,59,AGT-0313,conventional
SALE-000543,LIST-000761,2024-07-28,675000,48,AGT-0365,conventional
SALE-000544,LIST-001219,2025-10-05,541000,95,AGT-0493,conventional
SALE-000545,LIST-001366,2024-09-25,442000,41,AGT-0484,conventional
SALE-000546,LIST-004018,2025-04-02,483000,44,AGT-0021,conventional
SALE-000547,LIST-001664,2026-04-27,511000,45,AGT-0723,fha
SALE-000548,LIST-003577,2024-08-26,667000,1,AGT-0156,conventional
SALE-000549,LIST-001113,2025-08-13,264000,110,AGT-0132,conventional
SALE-000550,LIST-000739,2025-01-19,385000,19,AGT-0256,fha
SALE-000551,LIST-001086,2025-06-01,381000,42,AGT-0239,cash
SALE-000552,LIST-002271,2025-04-10,229000,63,AGT-0267,cash
SALE-000553,LIST-004053,2024-06-17,900000,44,AGT-0076,conventional
SALE-000554,LIST-000282,2025-05-28,332000,59,AGT-0400,cash
SALE-000555,LIST-001014,2024-08-31,1119000,39,AGT-0720,conventional
SALE-000556,LIST-000542,2024-10-27,452000,23,AGT-0088,conventional
SALE-000557,LIST-004427,2024-08-19,372000,110,AGT-0689,conventional
SALE-000558,LIST-001375,2024-07-24,390000,18,AGT-0722,other
SALE-000559,LIST-003277,2026-04-18,1085000,20,AGT-0215,conventional
SALE-000560,LIST-004197,2025-11-01,202000,60,AGT-0658,cash
SALE-000561,LIST-004623,2025-08-10,816000,26,AGT-0608,conventional
SALE-000562,LIST-000136,2025-11-11,468000,37,AGT-0337,cash
SALE-000563,LIST-001630,2025-07-11,318000,5,AGT-0522,conventional
SALE-000564,LIST-001273,2025-05-24,1985000,17,AGT-0599,conventional
SALE-000565,LIST-004434,2025-03-25,1051000,45,AGT-0238,cash
SALE-000566,LIST-002641,2024-10-18,1207000,53,AGT-0073,conventional
SALE-000567,LIST-004986,2026-04-29,488000,69,AGT-0093,fha
SALE-000568,LIST-004270,2025-05-14,947000,26,AGT-0639,conventional
SALE-000569,LIST-002426,2025-12-23,579000,27,AGT-0239,conventional
SALE-000570,LIST-001802,2025-10-11,579000,38,AGT-0740,fha
SALE-000571,LIST-002670,2025-10-12,548000,53,AGT-0120,conventional
SALE-000572,LIST-004401,2026-04-02,332000,28,AGT-0080,fha
SALE-000573,LIST-004328,2025-08-04,285000,69,AGT-0670,conventional
SALE-000574,LIST-000555,2024-09-24,1278000,42,AGT-0784,conventional
SALE-000575,LIST-002396,2025-12-14,1355000,15,AGT-0782,conventional
SALE-000576,LIST-000530,2026-03-08,387000,62,AGT-0282,fha
SALE-000577,LIST-000905,2025-04-28,511000,19,AGT-0340,conventional
SALE-000578,LIST-002599,2026-02-19,328000,22,AGT-0310,conventional
SALE-000579,LIST-004868,2026-02-27,995000,58,AGT-0695,conventional
SALE-000580,LIST-004391,2024-12-01,960000,61,AGT-0755,conventional
SALE-000581,LIST-002497,2025-05-19,327000,20,AGT-0411,fha
SALE-000582,LIST-002064,2025-01-27,678000,44,AGT-0628,conventional
SALE-000583,LIST-000157,2025-07-08,329000,1,AGT-0542,conventional
SALE-000584,LIST-004093,2025-08-25,890000,39,AGT-0626,conventional
SALE-000585,LIST-004468,2025-11-21,208000,42,AGT-0402,conventional
SALE-000586,LIST-000528,2025-10-12,865000,45,AGT-0261,conventional
SALE-000587,LIST-002501,2026-04-20,1148000,41,AGT-0646,conventional
SALE-000588,LIST-001220,2024-06-17,1627000,44,AGT-0452,conventional
SALE-000589,LIST-003648,2026-04-27,557000,114,AGT-0151,conventional
SALE-000590,LIST-001023,2025-02-02,525000,37,AGT-0208,conventional
SALE-000591,LIST-002339,2024-08-19,275000,35,AGT-0662,conventional
SALE-000592,LIST-002015,2025-09-30,248000,52,AGT-0340,fha
SALE-000593,LIST-000635,2024-08-23,775000,55,AGT-0104,fha
SALE-000594,LIST-002697,2025-03-10,211000,22,AGT-0617,conventional
SALE-000595,LIST-002457,2026-04-28,909000,50,AGT-0268,conventional
SALE-000596,LIST-001952,2026-04-30,531000,66,AGT-0590,conventional
SALE-000597,LIST-001556,2025-11-17,469000,4,AGT-0410,conventional
SALE-000598,LIST-000485,2026-04-29,738000,75,AGT-0110,conventional
SALE-000599,LIST-001957,2024-12-17,606000,94,AGT-0230,conventional
SALE-000600,LIST-003879,2026-01-02,314000,77,AGT-0329,conventional
SALE-000601,LIST-002165,2025-03-28,510000,51,AGT-0047,conventional
SALE-000602,LIST-002283,2025-11-03,470000,46,AGT-0718,va
SALE-000603,LIST-003061,2026-01-30,660000,35,AGT-0226,conventional
SALE-000604,LIST-002355,2024-11-30,242000,49,AGT-0658,cash
SALE-000605,LIST-003485,2025-01-30,862000,113,AGT-0712,conventional
SALE-000606,LIST-000998,2025-12-26,759000,32,AGT-0309,conventional
SALE-000607,LIST-002545,2026-04-26,794000,68,AGT-0156,conventional
SALE-000608,LIST-003458,2025-02-08,685000,59,AGT-0088,fha
SALE-000609,LIST-002810,2026-02-17,574000,17,AGT-0246,conventional
SALE-000610,LIST-003101,2025-02-14,924000,37,AGT-0373,conventional
SALE-000611,LIST-003901,2025-07-02,319000,13,AGT-0790,conventional
SALE-000612,LIST-001851,2025-06-06,512000,1,AGT-0352,conventional
SALE-000613,LIST-003573,2026-03-28,415000,69,AGT-0133,cash
SALE-000614,LIST-003389,2025-03-24,847000,74,AGT-0445,conventional
SALE-000615,LIST-004647,2025-01-20,351000,1,AGT-0090,cash
SALE-000616,LIST-003345,2025-10-19,1412000,48,AGT-0565,conventional
SALE-000617,LIST-000843,2024-11-26,324000,37,AGT-0464,conventional
SALE-000618,LIST-001082,2026-01-01,1821000,1,AGT-0560,conventional
SALE-000619,LIST-000909,2024-07-02,283000,29,AGT-0118,conventional
SALE-000620,LIST-001540,2025-05-09,761000,34,AGT-0444,fha
SALE-000621,LIST-002496,2024-10-16,1253000,40,AGT-0332,fha
SALE-000622,LIST-000942,2024-07-13,230000,49,AGT-0022,fha
SALE-000623,LIST-003099,2024-05-27,840000,18,AGT-0214,cash
SALE-000624,LIST-003043,2025-08-07,747000,68,AGT-0012,conventional
SALE-000625,LIST-000194,2025-11-13,525000,23,AGT-0590,conventional
SALE-000626,LIST-003430,2025-03-02,459000,38,AGT-0183,conventional
SALE-000627,LIST-004043,2025-01-11,1300000,25,AGT-0254,cash
SALE-000628,LIST-001563,2024-08-12,1119000,82,AGT-0157,fha
SALE-000629,LIST-000893,2026-02-16,605000,85,AGT-0013,conventional
SALE-000630,LIST-003553,2024-07-23,530000,15,AGT-0328,cash
SALE-000631,LIST-004752,2025-11-01,343000,58,AGT-0532,fha
SALE-000632,LIST-001258,2026-02-28,127000,54,AGT-0063,fha
SALE-000633,LIST-000303,2025-08-30,727000,61,AGT-0442,fha
SALE-000634,LIST-004161,2025-02-18,831000,56,AGT-0793,conventional
SALE-000635,LIST-001838,2024-11-10,413000,55,AGT-0752,conventional
SALE-000636,LIST-001312,2026-03-26,318000,32,AGT-0480,conventional
SALE-000637,LIST-001162,2025-05-28,594000,48,AGT-0686,cash
SALE-000638,LIST-003219,2025-10-11,283000,54,AGT-0728,conventional
SALE-000639,LIST-003032,2024-10-09,739000,40,AGT-0793,cash
SALE-000640,LIST-000181,2025-11-30,797000,39,AGT-0781,cash
SALE-000641,LIST-000861,2025-08-30,264000,35,AGT-0037,conventional
SALE-000642,LIST-004122,2025-07-26,944000,29,AGT-0352,va
SALE-000643,LIST-004772,2025-09-30,315000,16,AGT-0239,cash
SALE-000644,LIST-004020,2024-06-03,669000,7,AGT-0675,conventional
SALE-000645,LIST-004323,2024-12-31,468000,54,AGT-0375,conventional
SALE-000646,LIST-000078,2026-01-09,623000,36,AGT-0467,conventional
SALE-000647,LIST-004320,2025-04-16,1145000,53,AGT-0142,va
SALE-000648,LIST-001022,2024-10-18,731000,67,AGT-0749,fha
SALE-000649,LIST-002835,2025-05-16,725000,38,AGT-0338,cash
SALE-000650,LIST-004105,2024-07-07,1416000,16,AGT-0501,conventional
SALE-000651,LIST-001511,2025-06-17,723000,43,AGT-0770,cash
SALE-000652,LIST-004803,2025-06-17,1180000,50,AGT-0018,cash
SALE-000653,LIST-004683,2025-11-05,941000,41,AGT-0011,fha
SALE-000654,LIST-004400,2025-05-20,837000,34,AGT-0678,cash
SALE-000655,LIST-001977,2026-02-15,777000,52,AGT-0338,va
SALE-000656,LIST-001486,2026-01-19,337000,83,AGT-0050,fha
SALE-000657,LIST-004563,2025-10-22,388000,38,AGT-0362,fha
SALE-000658,LIST-000950,2025-10-15,397000,80,AGT-0665,cash
SALE-000659,LIST-004629,2025-01-09,1087000,76,AGT-0446,fha
SALE-000660,LIST-004686,2025-06-11,980000,86,AGT-0242,cash
SALE-000661,LIST-004971,2024-07-09,692000,61,AGT-0166,fha
SALE-000662,LIST-001674,2026-04-27,1685000,44,AGT-0077,cash
SALE-000663,LIST-004255,2025-05-14,257000,82,AGT-0129,va
SALE-000664,LIST-002849,2025-06-23,706000,46,AGT-0561,conventional
SALE-000665,LIST-001144,2025-05-28,424000,42,AGT-0308,conventional
SALE-000666,LIST-004644,2024-10-22,678000,41,AGT-0190,cash
SALE-000667,LIST-004763,2026-01-21,183000,4,AGT-0137,conventional
SALE-000668,LIST-002486,2025-02-24,729000,45,AGT-0496,conventional
SALE-000669,LIST-003169,2025-11-28,1228000,47,AGT-0172,fha
SALE-000670,LIST-002490,2025-12-26,620000,28,AGT-0546,va
SALE-000671,LIST-004034,2025-11-18,520000,43,AGT-0393,cash
SALE-000672,LIST-004567,2025-05-24,2108000,63,AGT-0566,cash
SALE-000673,LIST-002142,2026-04-26,1855000,32,AGT-0571,conventional
SALE-000674,LIST-003385,2026-04-29,405000,65,AGT-0509,conventional
SALE-000675,LIST-003635,2024-08-27,1083000,26,AGT-0445,va
SALE-000676,LIST-002302,2026-04-19,287000,60,AGT-0766,cash
SALE-000677,LIST-003333,2025-03-19,536000,30,AGT-0244,cash
SALE-000678,LIST-001272,2024-08-23,253000,15,AGT-0783,fha
SALE-000679,LIST-001784,2026-03-21,1668000,49,AGT-0226,conventional
SALE-000680,LIST-004301,2024-11-07,610000,34,AGT-0113,conventional
SALE-000681,LIST-002756,2025-06-10,232000,47,AGT-0271,fha
SALE-000682,LIST-000020,2024-10-24,660000,56,AGT-0284,cash
SALE-000683,LIST-004284,2025-12-29,602000,71,AGT-0409,cash
SALE-000684,LIST-000122,2025-11-30,426000,18,AGT-0680,cash
SALE-000685,LIST-000570,2026-03-03,916000,23,AGT-0029,conventional
SALE-000686,LIST-000320,2026-03-07,685000,59,AGT-0287,va
SALE-000687,LIST-003361,2025-12-02,1001000,13,AGT-0062,fha
SALE-000688,LIST-000658,2026-04-30,274000,120,AGT-0145,conventional
SALE-000689,LIST-002983,2025-08-05,1433000,50,AGT-0493,cash
SALE-000690,LIST-002524,2026-03-02,933000,83,AGT-0317,other
SALE-000691,LIST-000578,2026-03-23,362000,32,AGT-0306,conventional
SALE-000692,LIST-001655,2025-03-26,335000,85,AGT-0284,fha
SALE-000693,LIST-001708,2026-02-06,838000,33,AGT-0483,cash
SALE-000694,LIST-003554,2025-07-10,229000,69,AGT-0634,conventional
SALE-000695,LIST-003965,2025-08-20,1001000,31,AGT-0126,conventional
SALE-000696,LIST-000254,2026-01-11,714000,69,AGT-0145,conventional
SALE-000697,LIST-004265,2024-07-10,1178000,37,AGT-0382,fha
SALE-000698,LIST-003515,2024-10-29,1004000,39,AGT-0450,cash
SALE-000699,LIST-002172,2024-08-18,443000,35,AGT-0361,conventional
SALE-000700,LIST-000738,2024-08-20,765000,44,AGT-0535,fha
SALE-000701,LIST-003040,2025-08-22,361000,41,AGT-0433,fha
SALE-000702,LIST-001025,2025-12-15,492000,53,AGT-0381,conventional
SALE-000703,LIST-002648,2025-11-15,534000,1,AGT-0748,conventional
SALE-000704,LIST-004757,2025-01-24,887000,24,AGT-0791,cash
SALE-000705,LIST-000564,2024-11-25,709000,80,AGT-0159,conventional
SALE-000706,LIST-000925,2025-09-19,269000,55,AGT-0527,conventional
SALE-000707,LIST-000317,2024-12-16,973000,44,AGT-0797,other
SALE-000708,LIST-001578,2024-07-09,955000,49,AGT-0797,cash
SALE-000709,LIST-003492,2024-11-17,581000,40,AGT-0303,conventional
SALE-000710,LIST-003176,2025-05-22,265000,78,AGT-0517,va
SALE-000711,LIST-000552,2026-04-27,503000,38,AGT-0653,conventional
SALE-000712,LIST-004586,2026-01-22,509000,52,AGT-0758,conventional
SALE-000713,LIST-004228,2026-02-27,1054000,26,AGT-0707,cash
SALE-000714,LIST-000074,2024-08-30,201000,33,AGT-0036,conventional
SALE-000715,LIST-002584,2025-07-08,777000,69,AGT-0425,cash
SALE-000716,LIST-000268,2025-01-02,592000,50,AGT-0507,conventional
SALE-000717,LIST-000389,2025-01-30,1809000,10,AGT-0757,conventional
SALE-000718,LIST-003676,2024-11-21,965000,20,AGT-0519,conventional
SALE-000719,LIST-000913,2025-04-06,1492000,7,AGT-0350,conventional
SALE-000720,LIST-003263,2025-04-16,247000,5,AGT-0380,conventional
SALE-000721,LIST-000480,2025-11-13,343000,87,AGT-0611,va
SALE-000722,LIST-001231,2025-05-05,526000,34,AGT-0370,fha
SALE-000723,LIST-001675,2026-04-24,551000,38,AGT-0085,conventional
SALE-000724,LIST-002316,2026-02-22,808000,1,AGT-0667,fha
SALE-000725,LIST-002277,2025-04-03,844000,39,AGT-0258,conventional
SALE-000726,LIST-002797,2025-12-16,258000,40,AGT-0177,fha
SALE-000727,LIST-002220,2024-09-05,369000,86,AGT-0200,conventional
SALE-000728,LIST-000533,2025-02-05,478000,68,AGT-0560,cash
SALE-000729,LIST-004845,2024-09-05,417000,68,AGT-0695,cash
SALE-000730,LIST-002866,2026-02-12,574000,52,AGT-0258,cash
SALE-000731,LIST-000846,2024-07-24,892000,33,AGT-0129,fha
SALE-000732,LIST-002356,2024-09-16,1421000,53,AGT-0735,conventional
SALE-000733,LIST-004089,2025-11-01,1423000,59,AGT-0751,conventional
SALE-000734,LIST-003546,2026-04-13,513000,31,AGT-0708,conventional
SALE-000735,LIST-000012,2025-01-15,301000,82,AGT-0035,conventional
SALE-000736,LIST-003392,2024-11-25,428000,31,AGT-0718,conventional
SALE-000737,LIST-001590,2025-08-01,1113000,50,AGT-0764,conventional
SALE-000738,LIST-004249,2025-07-01,823000,27,AGT-0714,fha
SALE-000739,LIST-002183,2024-08-11,281000,17,AGT-0054,cash
SALE-000740,LIST-000262,2025-08-16,353000,73,AGT-0442,conventional
SALE-000741,LIST-001712,2025-12-20,632000,9,AGT-0117,fha
SALE-000742,LIST-001807,2025-06-29,621000,42,AGT-0263,conventional
SALE-000743,LIST-001939,2025-10-10,379000,73,AGT-0421,fha
SALE-000744,LIST-002217,2024-12-16,986000,36,AGT-0671,conventional
SALE-000745,LIST-003841,2026-04-30,438000,54,AGT-0703,conventional
SALE-000746,LIST-001127,2024-08-06,487000,56,AGT-0555,conventional
SALE-000747,LIST-001033,2024-12-25,609000,32,AGT-0529,va
SALE-000748,LIST-002674,2026-04-29,214000,66,AGT-0131,fha
SALE-000749,LIST-003227,2024-08-13,1464000,57,AGT-0786,conventional
SALE-000750,LIST-001146,2026-02-14,489000,40,AGT-0416,cash
SALE-000751,LIST-001122,2025-12-27,1350000,44,AGT-0708,cash
SALE-000752,LIST-000170,2025-09-19,417000,60,AGT-0120,conventional
SALE-000753,LIST-002219,2025-09-18,926000,1,AGT-0359,conventional
SALE-000754,LIST-000945,2026-02-21,373000,39,AGT-0040,cash
SALE-000755,LIST-004153,2026-04-25,642000,44,AGT-0115,va
SALE-000756,LIST-002982,2025-09-01,238000,27,AGT-0522,fha
SALE-000757,LIST-001767,2025-05-29,836000,57,AGT-0505,conventional
SALE-000758,LIST-003319,2024-08-02,400000,33,AGT-0578,conventional
SALE-000759,LIST-001270,2026-04-29,287000,11,AGT-0159,conventional
SALE-000760,LIST-003935,2025-08-22,566000,43,AGT-0747,fha
SALE-000761,LIST-000591,2025-11-11,668000,68,AGT-0749,conventional
