ts,heart_rate_bpm,spo2_pct,sbp_mmhg
2026-04-15 12:38:30,72.3,97.1,118.5
2026-04-15 12:39:00,73.3,97.6,115.8
2026-04-15 12:39:30,72.5,98.3,116.8
2026-04-15 12:40:00,73.0,97.4,117.8
2026-04-15 12:40:30,75.3,97.3,119.9
2026-04-15 12:41:00,72.0,97.8,117.6
2026-04-15 12:41:30,72.8,97.5,118.9
2026-04-15 12:42:00,71.1,97.1,121.7
2026-04-15 12:42:30,73.5,97.4,118.8
2026-04-15 12:43:00,72.5,96.6,117.7
2026-04-15 12:43:30,72.3,97.6,115.7
2026-04-15 12:44:00,72.1,98.0,116.7
2026-04-15 12:44:30,71.6,97.6,116.1
2026-04-15 12:45:00,73.8,97.4,117.5
2026-04-15 12:45:30,71.1,97.0,118.1
2026-04-15 12:46:00,72.5,97.8,117.9
2026-04-15 12:46:30,69.8,97.5,112.3
2026-04-15 12:47:00,72.8,97.1,117.1
2026-04-15 12:47:30,73.1,97.3,116.0
2026-04-15 12:48:00,73.8,96.8,117.2
2026-04-15 12:48:30,72.2,97.9,112.5
2026-04-15 12:49:00,72.1,97.9,118.4
2026-04-15 12:49:30,71.0,97.4,119.3
2026-04-15 12:50:00,70.1,97.5,115.8
2026-04-15 12:50:30,72.5,97.1,117.3
2026-04-15 12:51:00,73.7,98.2,113.7
2026-04-15 12:51:30,71.8,97.9,118.8
2026-04-15 12:52:00,72.6,96.9,114.6
2026-04-15 12:52:30,74.2,97.8,117.2
2026-04-15 12:53:00,75.8,97.3,113.1
2026-04-15 12:53:30,71.3,97.5,116.8
2026-04-15 12:54:00,75.9,97.6,114.7
2026-04-15 12:54:30,73.3,98.0,113.1
2026-04-15 12:55:00,73.5,97.5,114.5
2026-04-15 12:55:30,76.6,97.1,119.4
2026-04-15 12:56:00,73.1,97.2,113.1
2026-04-15 12:56:30,75.3,97.5,116.6
2026-04-15 12:57:00,73.3,96.8,113.6
2026-04-15 12:57:30,75.2,96.9,114.0
2026-04-15 12:58:00,75.8,97.2,112.5
2026-04-15 12:58:30,73.6,97.4,115.1
2026-04-15 12:59:00,79.6,98.0,111.6
2026-04-15 12:59:30,73.4,97.5,117.2
2026-04-15 13:00:00,77.0,97.3,116.1
2026-04-15 13:00:30,78.3,98.1,111.9
2026-04-15 13:01:00,77.2,97.0,112.4
2026-04-15 13:01:30,74.8,97.4,111.1
2026-04-15 13:02:00,78.2,97.5,112.3
2026-04-15 13:02:30,78.0,98.1,114.7
2026-04-15 13:03:00,76.6,97.4,113.8
2026-04-15 13:03:30,76.7,96.8,113.3
2026-04-15 13:04:00,79.8,97.2,110.2
2026-04-15 13:04:30,78.0,97.9,110.6
2026-04-15 13:05:00,78.6,97.7,115.1
2026-04-15 13:05:30,79.4,97.7,110.9
2026-04-15 13:06:00,79.7,98.1,113.7
2026-04-15 13:06:30,79.5,97.1,116.8
2026-04-15 13:07:00,78.2,98.2,113.4
2026-04-15 13:07:30,80.3,97.3,118.0
2026-04-15 13:08:00,76.4,97.6,110.1
2026-04-15 13:08:30,77.7,98.3,116.2
2026-04-15 13:09:00,76.6,97.5,113.2
2026-04-15 13:09:30,80.6,98.2,115.8
2026-04-15 13:10:00,80.5,97.7,112.4
2026-04-15 13:10:30,80.9,97.9,113.4
2026-04-15 13:11:00,79.0,98.1,115.1
2026-04-15 13:11:30,78.3,97.3,113.9
2026-04-15 13:12:00,79.9,97.5,114.4
2026-04-15 13:12:30,82.5,97.8,117.9
2026-04-15 13:13:00,77.5,97.5,117.4
2026-04-15 13:13:30,81.1,97.2,113.6
2026-04-15 13:14:00,81.4,97.4,116.5
2026-04-15 13:14:30,80.1,97.5,115.6
2026-04-15 13:15:00,78.6,98.2,116.6
2026-04-15 13:15:30,81.8,97.3,114.5
2026-04-15 13:16:00,79.1,97.2,117.1
2026-04-15 13:16:30,80.6,97.3,115.2
2026-04-15 13:17:00,79.9,97.2,115.1
2026-04-15 13:17:30,81.6,97.2,115.0
2026-04-15 13:18:00,82.8,96.6,113.8
2026-04-15 13:18:30,81.6,97.3,117.3
2026-04-15 13:19:00,81.9,97.2,115.3
2026-04-15 13:19:30,79.2,97.5,115.6
2026-04-15 13:20:00,78.2,97.0,117.7
2026-04-15 13:20:30,79.4,97.4,116.5
2026-04-15 13:21:00,78.8,97.3,116.4
2026-04-15 13:21:30,77.6,98.1,117.1
2026-04-15 13:22:00,77.3,97.4,116.6
2026-04-15 13:22:30,75.8,97.1,119.2
2026-04-15 13:23:00,76.1,97.5,116.7
2026-04-15 13:23:30,74.8,97.3,120.6
2026-04-15 13:24:00,75.9,97.2,117.1
2026-04-15 13:24:30,75.7,97.6,117.3
2026-04-15 13:25:00,75.9,97.3,119.0
2026-04-15 13:25:30,76.2,97.6,119.7
2026-04-15 13:26:00,75.3,98.0,119.6
2026-04-15 13:26:30,77.5,97.5,119.4
2026-04-15 13:27:00,74.0,97.5,120.6
2026-04-15 13:27:30,74.2,98.1,119.2
2026-04-15 13:28:00,76.9,97.1,118.8
2026-04-15 13:28:30,73.6,97.9,120.8
2026-04-15 13:29:00,74.0,97.3,119.6
2026-04-15 13:29:30,74.9,97.8,119.7
2026-04-15 13:30:00,73.0,97.5,120.3
2026-04-15 13:30:30,73.8,97.3,123.7
2026-04-15 13:31:00,72.3,98.1,123.1
2026-04-15 13:31:30,74.5,98.2,121.6
2026-04-15 13:32:00,72.4,97.3,119.3
2026-04-15 13:32:30,74.0,96.9,118.0
2026-04-15 13:33:00,74.9,97.9,121.9
2026-04-15 13:33:30,73.9,97.8,120.8
2026-04-15 13:34:00,70.2,98.0,122.3
2026-04-15 13:34:30,70.2,97.6,120.6
2026-04-15 13:35:00,72.0,97.4,122.8
2026-04-15 13:35:30,71.8,97.0,123.2
2026-04-15 13:36:00,72.8,96.9,122.8
2026-04-15 13:36:30,73.4,97.4,122.6
2026-04-15 13:37:00,70.9,96.8,123.4
2026-04-15 13:37:30,71.9,97.7,122.0
2026-04-15 13:38:00,71.6,97.6,122.5
2026-04-15 13:38:30,73.3,97.3,119.9
2026-04-15 13:39:00,72.3,97.0,117.9
2026-04-15 13:39:30,70.5,97.3,121.5
2026-04-15 13:40:00,69.9,97.4,125.7
2026-04-15 13:40:30,73.5,97.5,125.2
2026-04-15 13:41:00,71.7,97.1,124.9
2026-04-15 13:41:30,70.9,97.6,123.6
2026-04-15 13:42:00,72.1,97.3,126.1
2026-04-15 13:42:30,70.4,97.6,123.4
2026-04-15 13:43:00,71.8,97.5,124.7
2026-04-15 13:43:30,73.0,97.6,127.0
2026-04-15 13:44:00,72.4,97.7,120.8
2026-04-15 13:44:30,74.1,96.8,125.7
2026-04-15 13:45:00,72.9,97.6,121.6
2026-04-15 13:45:30,73.9,97.8,125.9
2026-04-15 13:46:00,74.0,97.5,127.0
2026-04-15 13:46:30,75.4,97.3,123.7
2026-04-15 13:47:00,73.5,97.5,122.6
2026-04-15 13:47:30,71.5,97.4,125.6
2026-04-15 13:48:00,75.3,97.9,122.6
2026-04-15 13:48:30,74.5,96.9,125.7
2026-04-15 13:49:00,75.3,97.3,125.4
2026-04-15 13:49:30,74.7,97.1,128.5
2026-04-15 13:50:00,77.2,97.4,122.4
2026-04-15 13:50:30,75.9,97.7,125.9
2026-04-15 13:51:00,78.0,98.0,125.4
2026-04-15 13:51:30,76.0,97.3,124.8
2026-04-15 13:52:00,78.4,97.3,122.3
2026-04-15 13:52:30,77.9,97.5,124.8
2026-04-15 13:53:00,74.5,98.0,127.2
2026-04-15 13:53:30,76.0,97.6,123.7
2026-04-15 13:54:00,75.9,96.7,127.4
2026-04-15 13:54:30,79.5,97.4,125.8
2026-04-15 13:55:00,81.0,97.2,123.6
2026-04-15 13:55:30,78.7,97.7,125.4
2026-04-15 13:56:00,76.6,97.2,127.3
2026-04-15 13:56:30,80.0,96.8,123.5
2026-04-15 13:57:00,77.6,97.5,130.4
2026-04-15 13:57:30,78.8,97.5,124.4
2026-04-15 13:58:00,83.3,97.3,125.0
2026-04-15 13:58:30,79.7,97.0,127.6
2026-04-15 13:59:00,79.6,97.2,124.8
2026-04-15 13:59:30,76.9,97.3,121.4
